Tarih;Konya - Karkent;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
03.05.2021 09:00:56;120,14;12,84;718,63;79,66;160,36;1,79
03.05.2021 10:00:56;153,44;9,01;555,67;57,73;113,78;46,99
03.05.2021 11:00:56;175,29;15,40;319,84;34,55;48,84;53,18
03.05.2021 12:00:56;175,00;20,76;305,96;29,87;40,65;55,43
03.05.2021 13:00:56;165,86;13,42;305,56;24,29;29,45;57,77
03.05.2021 14:00:56;153,25;8,96;284,07;19,73;23,52;59,49
03.05.2021 15:00:56;139,93;8,06;274,17;17,09;20,27;59,64
03.05.2021 16:00:56;127,80;6,56;242,50;15,36;17,78;58,43
03.05.2021 17:00:56;112,89;6,14;186,07;15,05;17,15;58,61
03.05.2021 18:00:56;100,74;6,23;188,53;17,28;19,42;58,25
03.05.2021 19:00:56;95,08;6,36;231,57;21,93;24,42;56,26
03.05.2021 20:00:56;94,84;6,33;281,55;25,56;27,98;54,04
03.05.2021 21:00:56;96,88;6,29;282,90;22,98;24,92;53,39
03.05.2021 22:00:56;94,54;6,43;256,31;19,49;21,26;54,37
03.05.2021 23:00:56;91,68;6,48;241,67;17,49;19,09;55,47
04.05.2021 00:00:56;90,26;6,49;254,08;20,72;22,51;55,08
04.05.2021 01:00:56;86,49;6,65;267,89;27,42;29,41;54,39
04.05.2021 02:00:56;87,44;7,04;259,47;32,53;34,36;53,30
04.05.2021 03:00:56;93,03;7,44;252,70;31,13;32,89;53,76
04.05.2021 04:00:56;97,86;7,27;238,83;24,81;26,33;54,77
04.05.2021 05:00:56;98,25;7,39;225,88;28,59;30,26;52,81
04.05.2021 06:00:56;92,04;7,95;222,75;30,59;32,29;52,34
04.05.2021 07:00:56;89,31;8,08;295,29;36,78;39,64;51,51
04.05.2021 08:00:56;92,63;8,07;375,41;49,04;54,16;4,71
04.05.2021 09:00:56;98,91;7,60;359,40;46,05;53,73;5,03
04.05.2021 10:00:56;101,61;7,28;290,26;32,14;39,76;53,05
04.05.2021 11:00:56;98,92;8,36;223,86;20,50;25,92;58,31
04.05.2021 12:00:56;99,89;9,35;204,06;16,18;19,70;62,35
04.05.2021 13:00:56;100,71;9,17;224,61;17,09;19,49;64,19
04.05.2021 14:00:56;99,78;8,26;235,43;19,19;22,03;63,78
04.05.2021 15:00:56;103,39;7,58;239,88;23,76;30,11;62,72
04.05.2021 16:00:56;106,57;7,69;232,95;24,78;31,50;63,67
04.05.2021 17:00:56;102,57;7,79;237,13;26,34;31,13;62,69
04.05.2021 18:00:56;98,51;7,74;258,97;31,43;39,57;61,39
04.05.2021 19:00:56;99,90;7,44;251,28;29,37;38,29;61,34
04.05.2021 20:00:56;99,37;6,90;279,84;34,38;41,22;58,02
04.05.2021 21:00:56;94,45;6,52;277,47;37,72;42,16;56,10
04.05.2021 22:00:56;86,42;6,54;223,23;29,73;33,96;56,87
04.05.2021 23:00:56;75,53;6,59;261,50;28,15;32,83;56,09
05.05.2021 00:00:56;66,75;6,55;258,34;31,04;35,21;55,52
05.05.2021 01:00:56;59,64;6,66;244,12;35,13;39,44;54,42
05.05.2021 02:00:56;53,91;6,63;300,60;36,76;39,98;6,73
05.05.2021 03:00:56;50,50;6,39;281,97;31,47;34,11;7,16
05.05.2021 04:00:56;47,65;6,24;247,59;31,81;34,89;7,56
05.05.2021 05:00:56;43,36;6,23;219,67;32,28;34,94;7,26
05.05.2021 06:00:56;37,45;6,43;211,34;29,11;30,77;7,78
05.05.2021 07:00:56;32,12;6,43;281,41;25,42;36,67;8,31
05.05.2021 08:00:56;30,18;6,45;312,49;26,00;42,38;7,49
05.05.2021 09:00:56;35,46;6,69;273,39;29,93;42,55;6,99
05.05.2021 10:00:56;42,46;6,90;238,60;22,42;31,19;10,94
05.05.2021 11:00:56;48,21;7,11;230,12;16,96;21,18;14,60
05.05.2021 12:00:56;55,92;8,88;213,35;15,86;20,35;16,21
05.05.2021 13:00:56;61,99;10,16;193,10;12,75;16,33;17,74
05.05.2021 14:00:56;63,90;9,68;189,68;12,30;15,19;19,37
05.05.2021 15:00:56;62,59;9,57;195,04;12,89;15,89;20,82
05.05.2021 16:00:56;62,34;11,03;200,04;14,00;18,22;22,31
05.05.2021 17:00:56;66,89;12,72;203,18;15,09;21,28;22,89
05.05.2021 18:00:56;72,19;11,87;219,97;19,38;25,89;21,81
05.05.2021 19:00:56;76,09;9,21;252,20;27,71;34,56;19,39
05.05.2021 20:00:56;77,64;7,45;267,78;31,75;38,85;16,05
05.05.2021 21:00:56;76,49;7,91;303,06;38,49;44,13;11,59
05.05.2021 22:00:56;75,63;8,54;350,23;50,61;55,88;7,44
05.05.2021 23:00:56;75,60;8,55;402,03;59,53;66,46;4,47
06.05.2021 00:00:56;75,47;7,96;490,65;68,51;79,28;1,69
06.05.2021 01:00:56;74,71;7,24;431,88;58,90;67,03;5,09
06.05.2021 02:00:56;70,84;6,81;276,39;41,64;44,13;11,51
06.05.2021 03:00:56;61,33;6,69;219,35;36,99;39,03;12,52
06.05.2021 04:00:56;49,88;6,74;227,47;32,44;34,20;12,21
06.05.2021 05:00:56;42,72;7,59;260,83;39,17;41,60;9,06
06.05.2021 06:00:56;48,57;9,55;307,41;55,22;58,64;4,11
06.05.2021 07:00:56;65,19;11,26;330,72;59,38;63,79;3,25
06.05.2021 08:00:56;77,71;10,95;426,15;62,02;82,21;3,23
06.05.2021 09:00:56;89,29;9,70;666,19;70,49;104,37;2,30
06.05.2021 10:00:56;111,46;27,33;667,56;76,49;109,67;4,16
06.05.2021 11:00:56;129,38;29,68;395,11;57,69;80,13;10,67
06.05.2021 12:00:56;125,54;13,88;236,68;28,74;37,81;17,28
06.05.2021 13:00:56;108,61;11,87;189,24;21,63;28,18;19,34
06.05.2021 14:00:56;91,69;9,17;237,38;29,01;37,56;18,13
06.05.2021 15:00:56;83,61;8,60;320,68;38,94;49,27;18,18
06.05.2021 16:00:56;85,49;7,83;314,68;37,60;46,32;19,69
06.05.2021 17:00:56;89,51;7,21;259,23;28,19;34,74;20,08
06.05.2021 18:00:56;91,77;7,18;278,54;27,01;34,01;19,14
06.05.2021 19:00:56;89,75;7,39;319,91;31,18;39,47;17,06
06.05.2021 20:00:56;81,64;7,37;299,75;37,19;44,45;14,11
06.05.2021 21:00:56;71,68;7,38;249,74;30,50;34,86;14,32
06.05.2021 22:00:56;64,21;7,55;237,65;24,69;32,62;15,06
06.05.2021 23:00:56;59,37;7,91;294,72;36,58;52,10;12,19
07.05.2021 00:00:56;63,52;8,24;335,27;49,08;62,87;8,49
07.05.2021 01:00:56;72,09;7,61;333,87;59,67;69,86;5,05
07.05.2021 02:00:56;67,29;7,09;286,01;57,94;66,28;4,97
07.05.2021 03:00:56;56,73;7,06;278,99;52,51;57,78;5,78
07.05.2021 04:00:56;52,23;6,91;309,27;51,70;55,83;4,80
07.05.2021 05:00:56;50,16;6,88;308,32;53,89;59,14;3,76
07.05.2021 06:00:56;49,64;6,82;290,99;54,35;59,58;3,28
07.05.2021 07:00:56;47,87;6,70;287,39;50,01;55,06;3,70
07.05.2021 08:00:56;44,17;6,82;303,83;42,61;49,01;7,80
07.05.2021 09:00:56;43,44;6,83;294,61;37,41;44,99;12,02
07.05.2021 10:00:56;44,62;7,09;237,65;28,85;35,63;15,34
07.05.2021 11:00:56;43,93;7,04;186,22;18,79;23,10;18,65
07.05.2021 12:00:56;42,99;6,52;164,69;14,38;17,80;20,23
07.05.2021 13:00:56;41,71;6,34;142,21;11,81;14,66;20,27
07.05.2021 14:00:56;39,71;7,07;146,01;11,56;13,39;20,17
07.05.2021 15:00:56;41,72;9,03;158,05;13,10;15,70;21,20
07.05.2021 16:00:56;45,68;11,13;182,69;16,12;20,65;21,98
07.05.2021 17:00:56;46,56;13,71;192,75;18,21;25,41;22,16
07.05.2021 18:00:56;49,50;14,64;212,11;23,57;33,71;21,82
07.05.2021 19:00:56;54,62;12,01;231,66;27,22;35,66;20,93
07.05.2021 20:00:56;54,46;8,82;270,32;36,42;46,71;17,67
07.05.2021 21:00:56;56,16;11,26;345,08;55,50;66,83;11,55
07.05.2021 22:00:56;71,57;23,58;444,32;78,30;88,78;5,46
07.05.2021 23:00:56;91,08;19,71;486,41;81,68;91,82;3,18
08.05.2021 00:00:56;98,57;9,28;458,74;77,59;88,51;1,30
08.05.2021 01:00:56;113,74;8,75;503,30;83,79;98,15;1,33
08.05.2021 02:00:56;135,12;7,16;557,83;85,16;100,88;3,15
08.05.2021 03:00:56;121,50;6,81;451,79;66,69;77,27;5,96
08.05.2021 04:00:56;87,47;6,91;318,08;46,19;49,68;9,24
08.05.2021 05:00:56;68,11;7,56;344,69;53,86;59,61;5,10
08.05.2021 06:00:56;68,88;7,74;373,47;56,21;64,96;0,97
08.05.2021 07:00:56;83,79;7,25;357,18;48,02;61,24;0,37
08.05.2021 08:00:56;100,01;7,57;421,46;46,73;73,03;0,53
08.05.2021 09:00:56;115,04;8,32;475,59;50,34;92,75;1,19
08.05.2021 10:00:56;136,63;12,65;442,66;54,93;100,77;3,23
08.05.2021 11:00:56;159,27;21,45;384,84;52,99;87,25;8,20
08.05.2021 12:00:56;159,08;16,34;311,88;39,16;55,66;14,13
08.05.2021 13:00:56;137,12;7,42;277,04;25,69;31,43;18,02
08.05.2021 14:00:56;114,00;6,63;272,11;19,92;23,68;19,69
08.05.2021 15:00:56;94,06;6,17;274,69;17,64;20,89;19,40
08.05.2021 16:00:56;82,11;5,83;261,65;18,72;22,00;17,01
08.05.2021 17:00:56;79,14;5,72;233,86;18,56;21,84;16,11
08.05.2021 18:00:56;79,58;5,67;226,09;18,72;21,57;16,00
08.05.2021 19:00:56;77,60;5,48;212,23;19,56;21,74;16,39
08.05.2021 20:00:56;76,24;5,42;247,22;23,83;25,85;15,68
08.05.2021 21:00:56;77,67;5,54;312,03;27,00;28,98;13,60
08.05.2021 22:00:56;74,32;5,68;344,46;30,05;32,22;11,91
08.05.2021 23:00:56;69,78;6,30;357,32;40,75;46,93;9,13
09.05.2021 00:00:56;68,99;7,64;317,08;41,32;47,89;7,82
09.05.2021 01:00:56;72,57;7,83;265,65;39,61;45,65;7,15
09.05.2021 02:00:56;75,59;7,38;279,44;51,23;60,07;3,74
09.05.2021 03:00:56;70,69;6,93;223,37;41,74;47,14;8,75
09.05.2021 04:00:56;59,55;6,38;141,62;21,91;23,54;15,12
09.05.2021 05:00:56;49,36;7,12;167,86;22,79;24,59;12,19
09.05.2021 06:00:56;44,30;7,38;181,45;24,22;26,46;10,09
09.05.2021 07:00:56;45,79;6,70;202,81;33,67;38,37;7,28
09.05.2021 08:00:56;52,36;6,44;232,88;41,35;50,29;5,49
09.05.2021 09:00:56;61,22;6,43;198,89;28,09;35,58;8,79
09.05.2021 10:00:56;67,66;6,47;166,71;17,06;21,36;11,94
09.05.2021 11:00:56;67,62;6,45;162,91;14,24;18,34;13,08
09.05.2021 12:00:56;64,45;6,27;165,74;16,81;22,96;13,60
09.05.2021 13:00:56;61,09;6,20;202,90;19,25;25,71;13,18
09.05.2021 14:00:56;61,06;6,24;190,02;14,63;18,11;14,21
09.05.2021 15:00:56;63,65;6,24;148,69;12,35;17,85;15,87
09.05.2021 16:00:56;59,63;6,15;150,03;17,03;26,98;16,16
09.05.2021 17:00:56;51,74;6,11;134,91;18,10;25,02;16,32
09.05.2021 18:00:56;45,66;6,23;120,11;16,71;19,85;16,64
09.05.2021 19:00:56;39,06;6,13;134,22;22,10;27,38;16,11
09.05.2021 20:00:56;34,86;5,93;120,44;23,94;30,01;16,17
09.05.2021 21:00:56;33,38;6,03;137,22;26,89;30,85;13,70
09.05.2021 22:00:56;33,14;6,03;243,26;51,20;57,68;5,91
09.05.2021 23:00:56;34,91;6,09;286,07;68,31;79,86;2,29
10.05.2021 00:00:56;36,27;6,37;327,04;71,81;87,61;1,13
10.05.2021 01:00:56;36,80;6,34;292,37;56,69;67,60;4,70
10.05.2021 02:00:56;36,84;6,23;168,14;29,24;31,37;11,56
10.05.2021 03:00:56;34,07;6,25;135,70;21,97;23,25;12,17
10.05.2021 04:00:56;28,73;6,18;142,75;24,11;25,48;11,28
10.05.2021 05:00:56;23,42;6,11;144,20;25,11;26,42;11,39
10.05.2021 06:00:56;19,72;6,09;151,27;27,93;29,36;11,23
10.05.2021 07:00:56;18,79;6,09;178,47;36,82;40,07;8,85
10.05.2021 08:00:56;20,73;6,13;189,14;38,56;50,67;8,48
10.05.2021 09:00:56;19,90;6,29;163,65;26,45;40,64;11,51
10.05.2021 10:00:56;18,32;6,60;134,94;15,39;22,61;14,21
10.05.2021 11:00:56;22,89;6,61;135,05;14,13;18,81;14,75
10.05.2021 12:00:56;30,39;6,36;138,20;15,41;19,03;14,77
10.05.2021 13:00:56;34,09;6,10;139,41;16,14;19,76;15,82
10.05.2021 14:00:56;34,90;5,89;136,18;15,70;20,10;17,26
10.05.2021 15:00:56;38,13;5,80;129,45;17,69;22,44;17,90
10.05.2021 16:00:56;43,09;5,89;136,69;19,86;25,73;17,68
10.05.2021 17:00:56;44,88;5,97;139,08;20,38;27,24;17,56
10.05.2021 18:00:56;42,06;5,96;144,54;19,72;27,55;17,66
10.05.2021 19:00:56;39,73;6,07;150,17;20,86;29,33;17,54
10.05.2021 20:00:56;39,01;6,14;151,67;24,43;30,85;16,21
10.05.2021 21:00:56;36,07;6,03;158,98;24,26;27,95;14,35
10.05.2021 22:00:56;34,55;6,13;251,21;41,00;51,59;10,53
10.05.2021 23:00:56;36,57;6,40;404,43;70,15;83,55;5,41
11.05.2021 00:00:56;36,76;6,43;387,83;70,02;75,35;5,41
11.05.2021 01:00:56;36,75;6,50;306,44;63,89;70,21;4,55
11.05.2021 02:00:56;40,56;6,65;322,20;72,60;79,21;0,68
11.05.2021 03:00:56;48,82;6,50;345,57;82,65;88,64;-1,21
11.05.2021 04:00:56;54,01;6,33;400,62;88,26;95,38;-2,73
11.05.2021 05:00:56;50,91;6,22;370,80;76,11;80,05;-0,89
11.05.2021 06:00:56;44,83;6,31;322,40;71,16;86,88;-0,88
11.05.2021 07:00:56;42,41;6,82;399,63;77,26;132,36;-3,26
11.05.2021 08:00:56;44,25;6,62;348,96;62,02;107,60;1,34
11.05.2021 09:00:56;46,67;6,11;233,44;42,33;56,58;7,73
11.05.2021 10:00:56;44,62;5,99;187,96;30,84;43,98;10,84
11.05.2021 11:00:56;43,26;5,87;146,93;22,08;28,46;13,03
11.05.2021 12:00:56;51,71;5,99;141,12;16,78;20,01;14,32
11.05.2021 13:00:56;59,26;6,09;148,98;14,92;17,11;15,01
11.05.2021 14:00:56;58,97;6,09;171,06;17,86;20,84;14,82
11.05.2021 15:00:56;58,62;6,12;186,18;18,03;22,36;15,22
11.05.2021 16:00:56;60,21;6,15;199,34;20,71;26,46;15,18
11.05.2021 17:00:56;60,38;6,03;199,60;23,49;29,21;14,86
11.05.2021 18:00:56;57,10;6,14;182,79;20,09;26,35;15,36
11.05.2021 19:00:56;51,41;6,25;174,73;21,95;31,67;14,95
11.05.2021 20:00:56;48,66;6,24;201,89;29,22;40,14;12,91
11.05.2021 21:00:56;51,43;6,83;273,15;43,03;53,80;7,94
11.05.2021 22:00:56;54,59;7,19;311,56;54,37;63,20;4,27
11.05.2021 23:00:56;56,43;7,99;365,31;67,69;73,85;1,84
12.05.2021 00:00:56;62,53;8,29;507,37;89,02;107,60;-3,09
12.05.2021 01:00:56;69,12;7,40;730,82;101,47;140,41;-4,00
12.05.2021 02:00:56;72,40;6,95;696,60;96,86;125,88;-1,10
12.05.2021 03:00:56;72,43;6,58;445,92;74,62;82,00;2,92
12.05.2021 04:00:56;66,68;6,65;321,67;51,69;55,02;6,60
12.05.2021 05:00:56;59,84;9,00;418,03;53,03;73,97;2,24
12.05.2021 06:00:56;57,68;9,95;543,61;60,38;101,56;-2,35
12.05.2021 07:00:56;62,87;9,33;524,89;53,45;87,46;-0,51
12.05.2021 08:00:56;74,82;9,90;455,23;49,11;73,18;3,09
12.05.2021 09:00:56;87,51;10,64;370,04;45,45;64,96;7,35
12.05.2021 10:00:56;95,81;13,97;267,63;32,66;44,00;12,68
12.05.2021 11:00:56;97,96;19,92;180,29;19,33;26,19;16,27
12.05.2021 12:00:56;93,24;16,87;155,49;13,54;18,25;17,39
12.05.2021 13:00:56;82,80;10,18;169,91;12,71;15,67;18,19
12.05.2021 14:00:56;73,36;8,62;178,03;13,50;17,86;18,66
12.05.2021 15:00:56;65,06;7,35;175,14;12,86;17,72;18,70
12.05.2021 16:00:56;57,69;6,84;174,90;13,82;17,83;17,98
12.05.2021 17:00:56;53,39;6,40;189,59;16,31;19,80;17,12
12.05.2021 18:00:56;50,57;6,38;191,31;16,22;18,42;16,70
12.05.2021 19:00:56;47,36;6,39;173,60;15,36;16,99;16,73
12.05.2021 20:00:56;44,20;6,44;184,82;17,42;18,90;16,23
12.05.2021 21:00:56;41,77;6,46;193,68;18,21;19,56;15,04
12.05.2021 22:00:56;37,98;6,38;173,95;14,94;16,03;15,32
12.05.2021 23:00:56;35,36;6,32;162,66;13,52;14,49;15,97
13.05.2021 00:00:56;33,94;9,12;204,83;20,01;21,48;14,33
13.05.2021 01:00:56;30,46;9,50;255,52;32,20;34,37;11,51
13.05.2021 02:00:56;28,73;6,75;254,09;39,22;41,85;8,54
13.05.2021 03:00:56;28,31;7,30;264,23;41,86;44,91;4,12
13.05.2021 04:00:56;35,11;7,60;277,26;43,34;46,39;1,74
13.05.2021 05:00:56;47,12;8,24;243,57;37,78;41,57;1,77
13.05.2021 06:00:56;47,32;8,95;213,24;32,92;41,19;1,93
13.05.2021 07:00:56;43,27;8,37;262,24;38,46;48,18;1,87
13.05.2021 08:00:56;49,79;8,66;289,52;34,53;45,57;3,32
13.05.2021 09:00:56;59,51;9,58;247,94;23,37;34,85;6,76
13.05.2021 10:00:56;62,08;13,09;211,08;18,72;25,34;10,03
13.05.2021 11:00:56;58,75;15,95;186,21;15,40;19,08;12,86
13.05.2021 12:00:56;50,65;11,11;173,78;12,63;15,33;14,31
13.05.2021 13:00:56;43,27;6,85;181,25;10,27;12,97;14,79
13.05.2021 14:00:56;38,98;7,74;182,29;8,71;10,93;15,38
13.05.2021 15:00:56;37,22;7,73;178,00;9,60;12,43;15,66
13.05.2021 16:00:56;39,69;6,67;175,06;10,04;13,10;14,90
13.05.2021 17:00:56;42,52;6,48;163,91;8,18;9,85;13,78
13.05.2021 18:00:56;46,35;6,50;162,08;8,90;10,24;12,56
13.05.2021 19:00:56;51,65;6,62;163,62;10,88;12,31;12,28
13.05.2021 20:00:56;54,47;6,86;177,14;12,05;13,33;12,30
13.05.2021 21:00:56;51,95;7,02;200,18;13,06;14,28;12,05
13.05.2021 22:00:56;45,43;7,06;213,25;14,17;15,43;11,62
13.05.2021 23:00:56;41,20;7,04;230,41;17,97;19,43;10,49
14.05.2021 00:00:56;41,86;7,02;256,08;27,98;30,34;8,19
14.05.2021 01:00:56;42,45;6,51;253,58;35,85;38,45;5,96
14.05.2021 02:00:56;41,05;8,33;277,56;47,05;49,97;2,13
14.05.2021 03:00:56;46,20;10,15;325,09;57,90;61,64;2,27
14.05.2021 04:00:56;55,77;8,91;326,36;55,78;60,10;0,23
14.05.2021 05:00:56;57,08;7,63;230,97;38,48;41,64;0,83
14.05.2021 06:00:56;55,29;6,45;129,54;24,29;26,14;3,37
14.05.2021 07:00:56;57,18;5,98;121,44;21,65;24,77;0,25
14.05.2021 08:00:56;59,75;6,33;121,20;16,72;20,72;2,01
14.05.2021 09:00:56;62,79;7,66;139,99;20,38;25,64;4,01
14.05.2021 10:00:56;63,93;14,53;156,20;24,66;32,66;5,70
14.05.2021 11:00:56;63,16;15,60;147,34;19,53;25,58;8,49
14.05.2021 12:00:56;64,75;8,64;149,17;13,39;15,76;10,42
14.05.2021 13:00:56;60,77;5,62;151,58;9,91;11,82;10,87
14.05.2021 14:00:56;50,25;5,68;134,80;7,69;9,29;10,82
14.05.2021 15:00:56;45,01;5,36;120,77;7,47;9,06;9,65
14.05.2021 16:00:56;42,22;4,97;113,14;8,11;9,56;8,45
14.05.2021 17:00:56;34,10;5,06;108,46;8,95;10,21;9,65
14.05.2021 18:00:56;25,88;5,10;123,14;10,80;12,12;11,12
14.05.2021 19:00:56;22,58;5,09;124,77;12,04;13,29;10,72
14.05.2021 20:00:56;22,56;5,10;133,45;14,26;15,39;9,43
14.05.2021 21:00:56;25,01;5,18;182,92;18,64;19,89;8,80
14.05.2021 22:00:56;27,05;5,32;227,71;21,80;23,22;8,23
14.05.2021 23:00:56;27,12;5,48;218,68;20,05;21,34;8,21
15.05.2021 00:00:56;29,92;5,42;200,28;18,24;19,41;8,45
15.05.2021 01:00:56;32,13;6,00;214,59;22,38;24,89;8,12
15.05.2021 02:00:56;29,28;7,08;261,74;39,81;44,15;4,86
15.05.2021 03:00:56;30,42;7,11;320,19;54,17;59,22;0,34
15.05.2021 04:00:56;38,46;6,84;313,52;51,58;57,29;-
15.05.2021 05:00:56;46,88;13,15;269,21;43,16;47,80;0,11
15.05.2021 06:00:56;55,08;18,53;274,38;49,33;56,22;0,29
15.05.2021 07:00:56;60,10;13,66;307,81;54,05;61,49;0,19
15.05.2021 08:00:56;59,61;8,87;301,13;41,16;45,77;4,01
15.05.2021 09:00:56;57,68;7,65;257,55;28,05;31,51;8,42
15.05.2021 10:00:56;52,33;7,68;239,97;19,48;21,92;12,00
15.05.2021 11:00:56;45,51;9,12;232,19;14,87;16,83;13,73
15.05.2021 12:00:56;42,07;9,28;217,89;13,28;15,81;14,56
15.05.2021 13:00:56;39,69;8,34;211,22;12,39;15,37;15,53
15.05.2021 14:00:56;38,42;8,10;204,96;10,86;13,58;15,60
15.05.2021 15:00:56;36,06;7,75;212,08;11,29;13,73;14,94
15.05.2021 16:00:56;31,84;7,36;215,62;12,23;14,71;14,82
15.05.2021 17:00:56;31,47;7,94;203,53;15,43;19,88;15,02
15.05.2021 18:00:56;34,75;9,92;205,97;15,46;19,59;14,86
15.05.2021 19:00:56;39,24;11,28;218,53;14,04;16,16;14,01
15.05.2021 20:00:56;43,91;8,62;222,34;16,32;17,94;12,77
15.05.2021 21:00:56;43,05;5,98;227,92;17,71;19,05;12,27
15.05.2021 22:00:56;35,84;5,99;249,79;19,84;21,21;11,59
15.05.2021 23:00:56;28,42;6,03;299,67;24,86;26,53;9,57
16.05.2021 00:00:56;26,45;6,02;325,63;27,99;29,81;8,55
16.05.2021 01:00:56;28,56;6,51;313,46;33,87;35,93;8,01
16.05.2021 02:00:56;31,67;7,32;261,31;38,47;41,23;4,71
16.05.2021 03:00:56;38,56;12,79;191,51;33,62;36,12;2,95
16.05.2021 04:00:56;44,53;13,38;178,20;34,87;36,91;3,56
16.05.2021 05:00:56;46,60;25,31;202,79;41,71;44,13;4,31
16.05.2021 06:00:56;47,33;26,09;215,41;40,13;42,71;4,85
16.05.2021 07:00:56;48,18;15,58;225,63;43,30;48,35;2,83
16.05.2021 08:00:56;58,38;18,95;236,78;44,86;54,42;3,09
16.05.2021 09:00:56;71,25;12,39;211,72;28,08;35,16;7,84
16.05.2021 10:00:56;68,33;7,51;178,51;14,43;16,37;11,21
16.05.2021 11:00:56;58,91;7,04;167,24;10,16;11,33;12,30
16.05.2021 12:00:56;50,00;7,08;165,60;8,91;9,91;12,84
16.05.2021 13:00:56;38,82;7,35;155,36;9,33;11,02;13,67
16.05.2021 14:00:56;32,94;7,65;155,58;14,15;19,39;13,64
16.05.2021 15:00:56;30,52;7,26;150,67;13,38;18,22;13,38
16.05.2021 16:00:56;29,66;6,64;145,42;8,84;10,26;13,17
16.05.2021 17:00:56;32,93;6,62;159,96;9,55;10,72;12,29
16.05.2021 18:00:56;35,16;6,63;163,84;9,64;10,83;12,09
16.05.2021 19:00:56;37,23;6,60;171,33;10,69;11,88;11,82
16.05.2021 20:00:56;40,47;6,63;183,80;13,55;14,75;11,13
16.05.2021 21:00:56;39,60;6,80;193,38;15,66;16,80;10,27
16.05.2021 22:00:56;32,77;6,88;194,17;17,03;18,27;9,73
16.05.2021 23:00:56;27,32;6,91;188,86;18,42;20,11;9,59
17.05.2021 00:00:56;24,86;6,97;205,47;20,56;22,42;9,36
17.05.2021 01:00:56;24,06;6,84;227,88;24,72;26,47;10,70
17.05.2021 02:00:56;23,92;6,54;201,50;22,49;23,94;13,73
17.05.2021 03:00:56;19,66;6,56;184,60;18,12;19,30;14,58
17.05.2021 04:00:56;16,73;6,74;201,69;19,40;21,09;14,10
17.05.2021 05:00:56;17,92;6,78;211,66;21,52;27,26;12,54
17.05.2021 06:00:56;18,53;6,67;207,78;18,13;23,44;11,86
17.05.2021 07:00:56;19,06;6,56;201,94;18,33;23,99;11,90
17.05.2021 08:00:56;21,80;6,85;252,88;26,51;36,04;10,35
17.05.2021 09:00:56;26,65;9,50;324,65;35,89;50,33;9,32
17.05.2021 10:00:56;33,65;10,42;307,75;32,91;46,29;10,88
17.05.2021 11:00:56;41,21;11,08;258,05;21,02;26,74;14,30
17.05.2021 12:00:56;43,73;10,69;244,65;17,58;21,71;16,54
17.05.2021 13:00:56;42,91;8,10;242,20;18,05;23,49;17,27
17.05.2021 14:00:56;46,29;7,68;233,80;17,97;23,69;17,84
17.05.2021 15:00:56;51,40;7,83;230,78;20,80;28,50;18,95
17.05.2021 16:00:56;54,82;7,79;219,67;21,28;29,35;19,60
17.05.2021 17:00:56;58,49;7,38;199,16;15,45;19,55;19,68
17.05.2021 18:00:56;59,03;7,45;208,74;15,97;18,78;19,08
17.05.2021 19:00:56;57,98;7,45;267,92;28,32;37,33;18,42
17.05.2021 20:00:56;60,98;7,06;313,78;38,79;50,36;16,53
17.05.2021 21:00:56;68,91;6,76;362,31;48,11;58,81;11,35
17.05.2021 22:00:56;73,61;6,88;380,36;62,03;73,32;7,49
17.05.2021 23:00:56;68,22;7,14;455,56;71,95;81,00;4,95
18.05.2021 00:00:56;64,66;7,66;627,31;84,29;102,72;1,86
18.05.2021 01:00:56;66,76;11,78;635,39;85,53;117,54;-
18.05.2021 02:00:56;66,58;11,30;482,23;72,87;94,78;0,28
18.05.2021 03:00:56;60,84;6,93;284,83;46,52;51,02;5,73
18.05.2021 04:00:56;47,34;6,51;182,06;26,35;28,22;9,17
18.05.2021 05:00:56;35,56;8,47;236,19;36,85;39,49;4,97
18.05.2021 06:00:56;32,76;9,61;281,88;52,78;57,64;0,21
18.05.2021 07:00:56;40,90;8,75;282,90;56,79;68,09;0,51
18.05.2021 08:00:56;59,37;8,58;378,89;58,52;82,01;1,75
18.05.2021 09:00:56;83,20;13,50;432,26;58,92;84,20;3,78
18.05.2021 10:00:56;99,85;13,61;343,26;46,45;63,42;8,14
18.05.2021 11:00:56;94,20;8,15;269,23;27,43;36,51;12,74
18.05.2021 12:00:56;82,70;7,54;220,56;16,83;20,63;14,70
18.05.2021 13:00:56;77,46;7,06;183,07;14,07;17,30;14,42
18.05.2021 14:00:56;70,39;7,40;180,60;14,12;18,34;13,64
18.05.2021 15:00:56;62,70;7,20;182,75;13,84;17,86;12,59
18.05.2021 16:00:56;55,52;6,12;173,69;12,05;14,41;11,83
18.05.2021 17:00:56;49,01;6,12;157,41;12,57;15,04;11,75
18.05.2021 18:00:56;48,98;6,19;159,02;15,35;17,95;11,93
18.05.2021 19:00:56;48,98;6,18;185,30;20,10;22,83;11,75
18.05.2021 20:00:56;44,87;6,24;254,13;28,44;31,54;10,12
18.05.2021 21:00:56;45,69;6,28;296,98;31,89;34,83;8,58
18.05.2021 22:00:56;46,75;6,37;330,91;37,30;40,30;6,92
18.05.2021 23:00:56;41,97;6,56;300,37;32,73;35,44;7,71
