Tarih;Konya - Meram;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 )
17.01.2021 22:00:56;5,41;10,84;728,60;18,82;24,26
17.01.2021 23:00:56;2,46;10,53;771,43;19,25;23,95
18.01.2021 00:00:56;15,88;13,01;873,42;23,47;28,51
18.01.2021 01:00:56;14,10;15,08;986,90;30,27;35,35
18.01.2021 02:00:56;17,60;13,19;941,94;40,37;49,61
18.01.2021 03:00:56;18,93;12,82;1.043,32;41,94;53,38
18.01.2021 04:00:56;18,16;13,02;1.047,53;28,31;34,58
18.01.2021 05:00:56;21,93;10,82;909,82;18,99;22,26
18.01.2021 06:00:56;19,42;13,04;1.169,66;20,11;23,55
18.01.2021 07:00:56;18,08;15,90;1.220,21;19,58;23,91
18.01.2021 08:00:56;20,10;11,79;987,24;21,25;26,28
18.01.2021 09:00:56;23,30;10,28;1.153,33;29,24;39,39
18.01.2021 10:00:56;31,38;13,89;1.393,74;31,46;47,40
18.01.2021 11:00:56;40,94;15,48;1.279,53;25,05;39,14
18.01.2021 12:00:56;37,65;15,75;1.079,29;22,18;32,66
18.01.2021 13:00:56;29,36;15,80;998,96;21,35;30,76
18.01.2021 14:00:56;25,40;14,42;956,39;20,46;29,59
18.01.2021 15:00:56;23,51;12,73;902,19;30,05;47,74
18.01.2021 16:00:56;23,37;12,32;856,24;39,03;66,86
18.01.2021 17:00:56;19,98;13,50;826,68;41,09;69,60
18.01.2021 18:00:56;20,15;16,44;847,47;48,11;76,66
18.01.2021 19:00:56;24,05;20,99;874,86;53,18;78,12
18.01.2021 20:00:56;24,92;20,98;827,27;54,87;76,34
18.01.2021 21:00:56;23,04;19,51;870,30;55,04;74,35
18.01.2021 22:00:56;24,74;20,80;990,20;47,79;58,85
18.01.2021 23:00:56;30,96;20,72;894,24;42,53;49,75
19.01.2021 00:00:56;28,65;17,87;687,00;33,21;39,74
19.01.2021 01:00:56;19,28;15,32;572,61;22,50;27,19
19.01.2021 02:00:56;12,89;14,24;518,16;17,64;21,62
19.01.2021 03:00:56;9,10;13,97;517,39;14,49;17,74
19.01.2021 04:00:56;11,49;13,62;536,30;13,90;16,44
19.01.2021 05:00:56;10,30;13,16;553,18;12,90;15,27
19.01.2021 06:00:56;6,09;12,88;572,94;12,83;15,27
19.01.2021 07:00:56;8,67;12,44;593,59;15,67;18,81
19.01.2021 08:00:56;13,21;12,09;651,33;27,19;34,49
19.01.2021 09:00:56;18,57;12,26;746,23;39,21;53,19
19.01.2021 10:00:56;19,86;13,34;776,70;37,50;54,34
19.01.2021 11:00:56;16,58;15,54;741,67;31,83;49,71
19.01.2021 12:00:56;19,25;18,11;720,84;29,56;47,40
19.01.2021 13:00:56;24,98;19,49;687,07;27,48;43,09
19.01.2021 14:00:56;23,92;19,34;595,34;23,72;36,18
19.01.2021 15:00:56;22,58;18,49;470,52;21,29;31,54
19.01.2021 16:00:56;24,49;17,36;352,18;22,50;32,26
19.01.2021 17:00:56;24,18;17,77;313,80;28,16;39,32
19.01.2021 18:00:56;29,23;17,96;372,43;42,53;61,73
19.01.2021 19:00:56;33,94;16,57;491,97;56,14;81,50
19.01.2021 20:00:56;32,41;18,15;672,65;63,54;92,20
19.01.2021 21:00:56;30,13;19,64;837,83;66,08;96,62
19.01.2021 22:00:56;34,49;21,07;1.114,37;64,27;91,28
19.01.2021 23:00:56;45,99;22,12;1.142,38;56,39;73,99
20.01.2021 00:00:56;43,38;17,77;900,95;42,19;49,92
20.01.2021 01:00:56;27,16;13,66;757,76;28,75;33,41
20.01.2021 02:00:56;19,97;12,70;684,56;21,93;25,74
20.01.2021 03:00:56;18,90;12,07;762,05;18,89;22,33
20.01.2021 04:00:56;16,49;10,76;744,81;15,32;18,42
20.01.2021 05:00:56;16,46;9,99;662,48;15,31;18,20
20.01.2021 06:00:56;15,00;9,77;672,84;16,54;19,22
20.01.2021 07:00:56;16,03;9,77;748,04;19,40;22,09
20.01.2021 08:00:56;15,93;10,41;869,02;29,98;34,23
20.01.2021 09:00:56;14,81;13,70;1.006,29;44,47;54,17
20.01.2021 10:00:56;23,88;17,31;1.072,40;47,69;65,17
20.01.2021 11:00:56;32,69;13,76;895,33;34,58;55,24
20.01.2021 12:00:56;22,51;9,58;661,23;20,12;35,42
20.01.2021 13:00:56;11,50;9,98;533,60;16,96;27,69
20.01.2021 14:00:56;11,46;11,47;428,89;20,19;31,91
20.01.2021 15:00:56;10,53;12,91;339,10;22,28;34,15
20.01.2021 16:00:56;11,59;14,34;281,96;24,94;37,05
20.01.2021 17:00:56;14,07;16,43;266,30;32,22;46,52
20.01.2021 18:00:56;16,14;19,05;283,63;41,33;56,52
20.01.2021 19:00:56;20,27;23,22;418,31;48,55;63,01
20.01.2021 20:00:56;28,06;30,61;730,59;53,80;68,57
20.01.2021 21:00:56;43,83;32,44;1.031,92;58,47;77,36
20.01.2021 22:00:56;50,46;28,88;1.274,96;58,93;81,94
20.01.2021 23:00:56;50,62;27,99;1.341,93;48,36;63,21
21.01.2021 00:00:56;52,40;22,47;1.110,31;32,97;38,20
21.01.2021 01:00:56;33,85;16,91;945,35;25,09;29,31
21.01.2021 02:00:56;18,59;17,48;1.026,90;24,56;28,47
21.01.2021 03:00:56;21,13;16,99;1.035,49;25,83;30,02
21.01.2021 04:00:56;24,48;14,42;1.001,84;29,09;36,29
21.01.2021 05:00:56;23,71;23,35;1.827,24;38,23;55,45
21.01.2021 06:00:56;32,64;55,63;4.441,75;45,87;87,45
21.01.2021 07:00:56;95,44;74,55;6.392,22;47,55;121,65
21.01.2021 08:00:56;154,46;61,51;6.257,93;49,48;168,51
21.01.2021 09:00:56;149,89;50,90;5.569,67;57,87;244,92
21.01.2021 10:00:56;122,11;79,36;6.060,08;73,28;288,72
21.01.2021 11:00:56;175,55;82,67;5.225,67;83,57;249,31
21.01.2021 12:00:56;185,61;51,00;2.747,94;69,45;159,09
21.01.2021 13:00:56;100,52;39,42;1.671,35;42,16;80,25
21.01.2021 14:00:56;63,72;31,17;1.188,50;26,12;46,05
21.01.2021 15:00:56;42,56;25,45;889,62;20,88;36,01
21.01.2021 16:00:56;33,09;22,18;775,56;20,61;33,77
21.01.2021 17:00:56;34,98;23,71;717,12;24,78;37,14
21.01.2021 18:00:56;34,92;31,43;763,64;34,40;46,62
21.01.2021 19:00:56;47,99;67,20;1.454,82;52,17;71,89
21.01.2021 20:00:56;89,22;89,10;2.408,76;68,64;127,55
21.01.2021 21:00:56;131,74;69,84;3.090,49;73,57;196,13
21.01.2021 22:00:56;148,87;42,80;3.123,98;70,84;219,23
21.01.2021 23:00:56;128,15;28,65;2.293,67;62,16;163,43
22.01.2021 00:00:56;80,34;23,59;1.637,52;49,27;89,70
22.01.2021 01:00:56;52,12;19,76;1.327,95;35,96;52,94
22.01.2021 02:00:56;43,32;26,95;1.844,78;35,10;49,97
22.01.2021 03:00:56;67,83;29,48;2.127,14;41,27;59,70
22.01.2021 04:00:56;72,15;31,02;3.231,08;52,37;116,42
22.01.2021 05:00:56;98,70;35,55;4.430,50;63,04;184,92
22.01.2021 06:00:56;121,16;35,18;4.411,29;62,74;198,03
22.01.2021 07:00:56;91,77;43,03;5.591,56;56,98;188,31
22.01.2021 08:00:56;116,21;44,84;6.860,91;57,52;234,83
22.01.2021 09:00:56;158,29;39,72;6.914,22;63,36;299,00
22.01.2021 10:00:56;163,75;69,79;7.268,52;81,34;347,84
22.01.2021 11:00:56;187,95;94,41;6.668,18;110,20;352,17
22.01.2021 12:00:56;193,27;75,89;4.346,11;116,26;274,64
22.01.2021 13:00:56;165,00;56,74;2.599,02;83,76;170,09
22.01.2021 14:00:56;121,68;36,69;1.591,77;43,09;81,98
22.01.2021 15:00:56;62,93;25,57;1.181,57;26,07;50,01
22.01.2021 16:00:56;38,27;25,14;887,41;22,29;41,83
22.01.2021 17:00:56;35,16;27,79;765,05;28,00;47,32
22.01.2021 18:00:56;38,51;38,42;890,24;39,79;60,49
22.01.2021 19:00:56;41,12;88,70;1.929,97;59,14;98,14
22.01.2021 20:00:56;85,44;93,79;2.827,30;76,73;171,70
22.01.2021 21:00:56;117,03;50,99;2.940,09;85,16;270,39
22.01.2021 22:00:56;105,12;31,91;2.652,58;79,83;269,68
22.01.2021 23:00:56;80,66;25,80;2.161,15;65,54;177,75
23.01.2021 00:00:56;63,05;26,52;2.634,68;59,65;158,27
23.01.2021 01:00:56;80,33;33,55;3.468,22;55,80;173,65
23.01.2021 02:00:56;113,20;30,55;3.288,00;50,14;154,68
23.01.2021 03:00:56;99,84;20,24;2.406,15;45,43;112,26
23.01.2021 04:00:56;63,44;15,90;1.876,42;43,77;95,45
23.01.2021 05:00:56;49,66;16,84;1.991,19;44,57;100,93
23.01.2021 06:00:56;44,15;34,25;4.019,43;47,95;124,83
23.01.2021 07:00:56;90,53;62,16;6.258,27;52,54;154,33
23.01.2021 08:00:56;136,59;59,43;5.803,29;49,66;140,29
23.01.2021 09:00:56;123,20;38,53;4.331,82;46,61;146,66
23.01.2021 10:00:56;92,76;36,73;3.156,93;51,66;149,72
23.01.2021 11:00:56;64,10;44,86;2.850,24;66,67;144,91
23.01.2021 12:00:56;69,80;54,14;3.021,30;77,97;143,76
23.01.2021 13:00:56;100,53;47,26;2.390,52;64,35;102,46
23.01.2021 14:00:56;90,98;29,10;1.462,44;38,40;60,85
23.01.2021 15:00:56;64,75;24,55;977,53;25,80;42,36
23.01.2021 16:00:56;59,10;24,85;816,91;24,26;39,03
23.01.2021 17:00:56;46,36;22,81;706,89;22,60;35,33
23.01.2021 18:00:56;31,64;31,10;753,50;24,73;35,52
23.01.2021 19:00:56;37,52;67,95;1.593,52;48,89;70,00
23.01.2021 20:00:56;80,24;69,03;2.121,72;73,21;119,66
23.01.2021 21:00:56;105,20;41,13;1.890,81;71,47;131,03
23.01.2021 22:00:56;84,60;31,26;2.023,80;63,37;118,32
23.01.2021 23:00:56;75,76;25,92;2.123,75;56,72;105,55
24.01.2021 00:00:56;67,57;22,88;2.139,32;52,54;98,65
24.01.2021 01:00:56;57,13;23,15;2.150,64;50,03;92,47
24.01.2021 02:00:56;61,05;24,86;2.015,87;47,30;77,76
24.01.2021 03:00:56;62,43;40,93;2.793,29;44,41;66,28
24.01.2021 04:00:56;90,94;43,43;3.344,14;41,52;62,72
24.01.2021 05:00:56;107,96;26,36;2.957,24;39,31;62,36
24.01.2021 06:00:56;96,91;32,18;4.281,70;40,92;88,78
24.01.2021 07:00:56;124,11;56,93;7.007,28;41,45;120,26
24.01.2021 08:00:56;178,30;72,24;8.216,61;37,97;123,97
24.01.2021 09:00:56;191,75;65,85;6.613,95;42,89;146,97
24.01.2021 10:00:56;159,58;60,00;4.392,18;52,27;163,15
24.01.2021 11:00:56;137,67;66,30;3.505,98;56,20;131,34
24.01.2021 12:00:56;128,26;50,18;2.469,49;43,70;79,76
24.01.2021 13:00:56;92,42;24,02;1.302,64;21,62;38,05
24.01.2021 14:00:56;55,09;17,74;772,90;13,12;24,84
24.01.2021 15:00:56;29,59;17,83;604,99;12,19;21,94
24.01.2021 16:00:56;8,94;16,36;541,11;11,54;19,45
24.01.2021 17:00:56;7,51;19,61;528,70;13,43;20,16
24.01.2021 18:00:56;8,20;23,17;552,74;16,74;22,82
24.01.2021 19:00:56;13,68;25,93;589,24;18,77;24,47
24.01.2021 20:00:56;17,63;29,96;639,34;23,73;29,74
24.01.2021 21:00:56;21,68;32,06;800,47;28,05;34,38
24.01.2021 22:00:56;25,35;31,07;823,35;26,77;34,20
24.01.2021 23:00:56;21,67;33,11;942,33;29,30;39,54
25.01.2021 00:00:56;27,32;32,25;1.066,55;26,11;34,35
25.01.2021 01:00:56;33,84;26,13;1.073,73;21,25;26,62
25.01.2021 02:00:56;29,83;23,23;1.176,15;20,01;25,17
25.01.2021 03:00:56;25,44;20,88;1.304,92;19,58;24,79
25.01.2021 04:00:56;24,42;19,68;1.267,29;19,42;25,27
25.01.2021 05:00:56;22,02;19,99;1.351,45;25,60;36,92
25.01.2021 06:00:56;23,57;21,38;1.616,53;31,00;43,78
25.01.2021 07:00:56;24,44;20,06;1.570,11;29,27;38,98
25.01.2021 08:00:56;24,33;21,38;1.605,82;35,43;45,53
25.01.2021 09:00:56;32,63;25,95;1.587,00;42,86;53,97
25.01.2021 10:00:56;35,36;28,03;1.605,19;44,29;59,89
25.01.2021 11:00:56;46,22;31,91;1.797,44;44,95;67,82
25.01.2021 12:00:56;63,24;34,23;1.720,54;50,24;83,13
25.01.2021 13:00:56;68,57;37,95;1.633,67;50,65;82,76
25.01.2021 14:00:56;70,15;40,31;1.520,70;47,00;72,85
25.01.2021 15:00:56;61,06;34,73;1.196,60;49,10;79,11
25.01.2021 16:00:56;48,94;34,26;1.281,53;61,14;106,02
25.01.2021 17:00:56;60,88;36,91;1.398,51;66,07;119,07
25.01.2021 18:00:56;53,15;32,62;962,86;43,81;74,39
25.01.2021 19:00:56;20,45;26,33;678,17;25,87;35,71
25.01.2021 20:00:56;8,81;26,54;837,53;30,27;39,88
25.01.2021 21:00:56;17,51;28,12;1.076,65;36,67;50,58
25.01.2021 22:00:56;28,48;24,86;1.027,03;33,84;46,76
25.01.2021 23:00:56;27,37;21,22;1.012,89;30,13;40,37
26.01.2021 00:00:56;25,33;24,22;1.318,10;31,91;42,22
26.01.2021 01:00:56;34,60;29,89;1.578,64;30,28;38,94
26.01.2021 02:00:56;49,21;35,92;1.809,99;27,79;35,40
26.01.2021 03:00:56;66,61;34,75;1.878,40;30,10;39,62
26.01.2021 04:00:56;64,83;28,20;1.874,18;29,89;40,69
26.01.2021 05:00:56;49,27;27,37;2.058,97;26,49;37,21
26.01.2021 06:00:56;43,61;25,47;1.947,13;28,17;40,39
26.01.2021 07:00:56;33,32;24,14;1.940,58;34,50;50,14
26.01.2021 08:00:56;30,73;23,83;1.991,40;44,73;77,71
26.01.2021 09:00:56;34,86;23,33;1.892,78;54,71;117,94
26.01.2021 10:00:56;31,51;24,39;1.711,73;60,74;145,48
26.01.2021 11:00:56;32,56;26,27;1.299,95;53,24;113,74
26.01.2021 12:00:56;33,18;28,34;907,94;31,24;51,53
26.01.2021 13:00:56;25,14;27,03;688,37;16,07;26,08
26.01.2021 14:00:56;16,90;24,46;662,06;13,16;21,35
26.01.2021 15:00:56;15,01;21,51;632,27;15,19;22,60
26.01.2021 16:00:56;14,98;20,98;609,57;16,37;23,12
26.01.2021 17:00:56;14,50;22,95;648,12;17,26;23,44
26.01.2021 18:00:56;14,62;23,96;697,75;19,39;25,56
26.01.2021 19:00:56;18,29;25,04;725,21;20,82;27,23
26.01.2021 20:00:56;25,35;25,18;724,17;21,25;27,17
26.01.2021 21:00:56;20,28;23,72;685,64;19,83;25,02
26.01.2021 22:00:56;16,65;22,57;660,15;17,89;22,35
26.01.2021 23:00:56;19,42;22,61;647,63;16,59;21,01
27.01.2021 00:00:56;18,10;22,63;617,42;14,67;18,89
27.01.2021 01:00:56;21,24;22,67;676,01;12,46;16,08
27.01.2021 02:00:56;25,91;22,03;720,68;11,05;14,47
27.01.2021 03:00:56;22,21;20,02;708,28;10,23;13,37
27.01.2021 04:00:56;15,44;18,04;675,83;8,99;11,83
27.01.2021 05:00:56;14,07;16,57;646,91;8,87;11,56
27.01.2021 06:00:56;16,12;15,90;682,43;9,87;12,67
27.01.2021 07:00:56;19,09;15,67;709,19;10,14;13,05
27.01.2021 08:00:56;21,51;15,80;716,86;12,37;15,39
27.01.2021 09:00:56;21,40;15,87;731,51;16,17;19,84
27.01.2021 10:00:56;19,13;16,09;752,07;16,75;21,67
27.01.2021 11:00:56;23,06;16,08;711,91;14,14;19,56
27.01.2021 12:00:56;23,50;15,24;607,65;12,27;17,22
27.01.2021 13:00:56;24,59;12,85;513,75;10,19;14,27
27.01.2021 14:00:56;25,79;10,67;474,33;8,46;11,65
27.01.2021 15:00:56;20,80;11,03;468,92;9,27;12,38
27.01.2021 16:00:56;15,48;12,80;462,40;10,33;13,49
27.01.2021 17:00:56;16,06;14,33;482,92;11,15;13,92
27.01.2021 18:00:56;16,31;13,90;529,38;13,80;16,64
27.01.2021 19:00:56;12,02;12,63;571,33;16,72;19,73
27.01.2021 20:00:56;12,52;11,61;606,91;17,18;20,45
27.01.2021 21:00:56;13,05;11,29;699,87;17,52;23,17
27.01.2021 22:00:56;14,55;12,11;835,61;20,54;27,24
27.01.2021 23:00:56;15,43;11,77;764,90;15,73;19,69
28.01.2021 00:00:56;13,42;11,37;729,82;9,01;11,12
28.01.2021 01:00:56;11,75;13,06;926,70;12,80;15,53
28.01.2021 02:00:56;19,06;11,62;809,40;12,08;14,63
28.01.2021 03:00:56;18,12;7,89;567,19;7,24;9,11
28.01.2021 04:00:56;9,44;6,29;537,49;8,07;10,74
28.01.2021 05:00:56;7,91;5,62;601,69;9,92;12,65
28.01.2021 06:00:56;5,40;6,11;696,08;11,29;14,11
28.01.2021 07:00:56;2,97;6,61;831,02;21,98;26,60
28.01.2021 08:00:56;2,61;8,58;1.115,28;35,74;42,92
28.01.2021 09:00:56;5,74;9,29;1.354,01;49,98;70,09
28.01.2021 10:00:56;12,15;7,95;1.168,39;44,70;66,95
28.01.2021 11:00:56;15,43;6,47;785,65;20,67;29,69
28.01.2021 12:00:56;13,81;5,17;624,58;12,20;17,39
28.01.2021 13:00:56;22,61;5,67;468,36;10,55;15,10
28.01.2021 14:00:56;22,53;7,56;304,99;9,43;13,36
28.01.2021 15:00:56;11,85;9,57;209,33;10,48;14,49
28.01.2021 16:00:56;7,83;9,74;174,62;11,19;15,58
28.01.2021 17:00:56;3,97;13,52;185,58;12,75;17,59
28.01.2021 18:00:56;3,50;14,59;204,83;16,36;21,25
28.01.2021 19:00:56;3,59;12,22;257,14;32,70;42,54
28.01.2021 20:00:56;6,40;17,20;499,35;53,08;72,97
28.01.2021 21:00:56;17,50;23,66;736,36;54,24;73,18
28.01.2021 22:00:56;29,01;22,28;813,50;48,55;59,52
28.01.2021 23:00:56;28,76;25,22;1.145,13;53,50;69,21
29.01.2021 00:00:56;37,32;29,19;1.294,47;47,58;62,32
29.01.2021 01:00:56;42,41;22,96;986,04;33,83;39,51
29.01.2021 02:00:56;26,96;14,23;792,87;23,92;27,96
29.01.2021 03:00:56;14,29;8,03;683,14;15,26;18,58
29.01.2021 04:00:56;9,39;7,44;657,59;15,56;18,71
29.01.2021 05:00:56;6,32;9,07;658,92;15,28;18,19
29.01.2021 06:00:56;1,96;8,54;633,22;13,53;16,28
29.01.2021 07:00:56;-;6,54;672,42;14,01;16,98
29.01.2021 08:00:56;-;6,26;718,07;19,54;23,90
29.01.2021 09:00:56;-;5,98;793,85;28,12;37,14
29.01.2021 10:00:56;-;9,96;978,01;33,54;50,60
29.01.2021 11:00:56;10,53;15,08;1.091,47;34,03;54,34
29.01.2021 12:00:56;22,59;12,35;983,79;23,69;35,60
29.01.2021 13:00:56;24,39;7,24;751,87;12,21;16,58
29.01.2021 14:00:56;21,58;5,68;494,95;9,30;12,54
29.01.2021 15:00:56;23,88;6,27;302,69;10,48;15,07
29.01.2021 16:00:56;19,56;8,98;154,88;12,08;17,57
29.01.2021 17:00:56;9,90;10,43;75,29;13,64;18,70
29.01.2021 18:00:56;7,51;11,21;131,18;20,20;25,69
29.01.2021 19:00:56;8,37;14,12;334,42;34,58;40,88
29.01.2021 20:00:56;18,04;16,93;585,99;54,58;66,89
29.01.2021 21:00:56;30,00;14,50;774,71;56,18;68,30
29.01.2021 22:00:56;28,46;11,50;872,58;43,91;49,78
29.01.2021 23:00:56;15,20;17,95;1.013,58;33,59;37,78
30.01.2021 00:00:56;9,76;27,77;1.323,71;32,03;36,24
30.01.2021 01:00:56;30,87;27,19;1.411,02;33,89;38,25
30.01.2021 02:00:56;49,32;21,33;1.374,04;31,04;34,92
30.01.2021 03:00:56;44,26;14,25;1.133,64;17,39;21,05
30.01.2021 04:00:56;25,82;9,74;966,52;20,60;26,37
30.01.2021 05:00:56;13,25;24,19;2.222,07;36,23;47,76
30.01.2021 06:00:56;47,12;36,50;3.409,69;46,25;59,55
30.01.2021 07:00:56;78,31;37,06;3.438,18;42,42;53,46
30.01.2021 08:00:56;73,55;28,23;2.921,66;40,56;55,25
30.01.2021 09:00:56;64,83;19,78;2.723,13;45,81;84,82
30.01.2021 10:00:56;62,78;38,70;3.155,24;53,42;123,85
30.01.2021 11:00:56;84,01;52,74;2.914,89;54,56;123,05
30.01.2021 12:00:56;92,43;48,53;2.286,20;52,00;102,64
30.01.2021 13:00:56;79,24;53,44;1.880,09;46,64;84,84
30.01.2021 14:00:56;72,80;47,63;1.414,25;34,64;56,78
30.01.2021 15:00:56;67,56;28,31;1.018,41;26,15;38,27
30.01.2021 16:00:56;55,09;19,34;849,81;27,67;37,65
30.01.2021 17:00:56;32,82;17,13;1.146,14;37,82;55,07
30.01.2021 18:00:56;31,93;20,40;1.654,48;43,91;69,57
30.01.2021 19:00:56;54,23;20,60;1.295,99;31,45;47,10
30.01.2021 20:00:56;42,97;16,03;833,04;24,17;30,39
30.01.2021 21:00:56;20,91;15,41;874,49;25,94;32,11
30.01.2021 22:00:56;18,49;15,37;917,87;26,62;32,79
30.01.2021 23:00:56;19,01;14,91;1.024,70;30,74;37,52
31.01.2021 00:00:56;19,30;18,25;1.549,14;35,24;43,02
31.01.2021 01:00:56;44,39;21,79;2.087,87;36,59;45,26
31.01.2021 02:00:56;75,77;18,09;1.682,15;28,59;35,86
31.01.2021 03:00:56;52,71;14,79;1.167,65;27,79;35,07
31.01.2021 04:00:56;24,09;15,02;1.380,08;43,33;59,37
31.01.2021 05:00:56;26,69;14,07;1.163,71;35,65;50,48
31.01.2021 06:00:56;16,42;14,30;1.037,99;18,08;24,01
31.01.2021 07:00:56;4,31;14,71;1.397,41;22,57;28,60
31.01.2021 08:00:56;12,76;14,26;1.617,62;33,23;42,57
31.01.2021 09:00:56;18,82;16,92;2.255,85;41,09;60,55
31.01.2021 10:00:56;29,01;21,44;2.823,30;46,66;85,38
31.01.2021 11:00:56;55,61;34,52;2.612,62;48,18;88,37
31.01.2021 12:00:56;68,24;62,64;1.815,42;41,11;67,03
31.01.2021 13:00:56;61,14;57,90;1.075,09;25,79;40,92
31.01.2021 14:00:56;37,36;28,54;646,94;11,75;18,54
31.01.2021 15:00:56;10,73;20,39;500,40;7,80;12,61
31.01.2021 16:00:56;5,08;18,39;450,90;7,63;11,70
31.01.2021 17:00:56;6,95;18,57;431,53;8,03;11,52
31.01.2021 18:00:56;5,62;22,48;544,18;11,45;14,92
31.01.2021 19:00:56;10,74;38,70;1.071,53;27,15;31,93
31.01.2021 20:00:56;43,90;39,26;1.412,31;44,77;52,45
31.01.2021 21:00:56;62,31;26,82;1.492,89;50,27;69,65
31.01.2021 22:00:56;59,39;23,90;1.986,98;53,45;109,74
31.01.2021 23:00:56;69,43;20,66;2.139,26;52,82;129,62
01.02.2021 00:00:56;65,66;19,36;2.029,64;46,05;97,11
01.02.2021 01:00:56;58,16;18,51;1.611,10;34,69;55,24
01.02.2021 02:00:56;47,67;15,95;1.127,81;21,41;29,44
01.02.2021 03:00:56;27,71;16,29;1.237,53;20,57;28,78
01.02.2021 04:00:56;21,64;16,48;1.621,96;29,19;41,12
01.02.2021 05:00:56;25,10;17,37;1.914,85;28,02;39,74
01.02.2021 06:00:56;27,27;16,11;1.626,41;22,46;32,47
01.02.2021 07:00:56;20,79;12,72;1.240,74;26,97;37,87
01.02.2021 08:00:56;13,53;13,60;1.171,64;31,58;41,45
01.02.2021 09:00:56;14,65;15,85;1.262,87;39,45;67,51
01.02.2021 10:00:56;19,25;21,12;1.414,03;46,00;89,03
01.02.2021 11:00:56;39,22;20,99;1.147,74;31,46;55,59
01.02.2021 12:00:56;39,74;13,99;628,35;14,91;23,56
01.02.2021 13:00:56;22,83;12,82;438,08;10,80;17,48
01.02.2021 14:00:56;18,30;12,97;365,07;9,64;15,24
01.02.2021 15:00:56;13,43;12,44;359,28;9,72;14,50
01.02.2021 16:00:56;12,00;11,87;354,44;10,31;14,84
01.02.2021 17:00:56;12,02;11,66;332,91;10,82;14,77
01.02.2021 18:00:56;12,52;14,22;355,86;15,22;19,31
01.02.2021 19:00:56;13,23;23,11;561,32;28,91;35,48
01.02.2021 20:00:56;19,36;30,64;792,53;39,71;50,58
01.02.2021 21:00:56;27,46;31,06;726,52;32,02;41,60
01.02.2021 22:00:56;25,70;25,18;489,87;18,31;22,94
01.02.2021 23:00:56;18,94;20,61;452,53;13,16;16,29
02.02.2021 00:00:56;18,11;19,97;545,06;14,12;17,10
02.02.2021 01:00:56;21,05;23,31;949,13;18,35;22,24
02.02.2021 02:00:56;35,47;27,14;1.365,10;19,63;23,84
02.02.2021 03:00:56;43,59;24,90;1.579,96;18,68;22,30
02.02.2021 04:00:56;33,63;19,89;1.613,39;28,91;33,76
02.02.2021 05:00:56;24,94;17,37;1.581,13;33,89;39,60
02.02.2021 06:00:56;23,84;15,73;1.417,49;22,30;26,92
02.02.2021 07:00:56;18,71;15,55;1.024,32;15,15;19,37
02.02.2021 08:00:56;13,25;15,37;1.074,03;36,17;65,50
02.02.2021 09:00:56;19,60;18,01;1.723,09;59,57;146,42
02.02.2021 10:00:56;35,91;28,93;2.301,75;62,21;180,07
02.02.2021 11:00:56;57,59;30,39;1.783,61;51,29;124,90
02.02.2021 12:00:56;50,58;23,85;1.151,08;32,29;56,67
02.02.2021 13:00:56;35,22;16,96;914,72;14,40;22,53
02.02.2021 14:00:56;26,66;15,90;639,72;9,73;13,44
02.02.2021 15:00:56;18,84;19,91;456,49;9,70;12,75
02.02.2021 16:00:56;13,91;23,98;464,88;12,24;15,52
02.02.2021 17:00:56;13,16;28,95;568,61;21,93;29,66
02.02.2021 18:00:56;16,78;37,63;883,57;35,56;47,54
02.02.2021 19:00:56;25,78;42,44;1.253,86;51,70;83,67
02.02.2021 20:00:56;46,88;39,37;1.653,53;63,54;148,58
02.02.2021 21:00:56;69,53;36,32;2.162,33;66,12;204,18
02.02.2021 22:00:56;81,74;36,29;2.603,97;62,60;225,73
02.02.2021 23:00:56;89,72;48,19;3.373,31;55,55;214,10
03.02.2021 00:00:56;124,02;62,52;4.454,74;49,29;209,98
03.02.2021 01:00:56;161,38;60,85;4.831,11;43,22;208,14
03.02.2021 02:00:56;168,07;46,67;3.886,70;38,99;155,84
03.02.2021 03:00:56;127,32;37,27;3.367,29;36,84;107,46
03.02.2021 04:00:56;105,95;49,37;5.601,18;36,26;118,93
03.02.2021 05:00:56;173,53;61,00;7.416,28;37,25;158,58
03.02.2021 06:00:56;202,07;52,23;7.121,39;41,13;181,78
03.02.2021 07:00:56;181,08;44,87;6.872,34;45,37;208,63
03.02.2021 08:00:56;167,07;40,04;5.806,61;46,07;230,57
03.02.2021 09:00:56;128,94;36,14;4.219,21;48,63;229,49
03.02.2021 10:00:56;90,09;40,38;3.205,67;51,65;205,18
03.02.2021 11:00:56;83,02;48,50;2.662,24;53,82;169,22
03.02.2021 12:00:56;80,73;53,79;2.355,36;54,11;126,48
03.02.2021 13:00:56;75,26;46,23;1.981,83;43,60;81,06
03.02.2021 14:00:56;65,58;32,12;1.474,25;28,28;53,02
03.02.2021 15:00:56;42,07;25,87;1.208,41;20,32;38,62
03.02.2021 16:00:56;31,86;25,73;1.080,13;18,96;34,58
03.02.2021 17:00:56;28,42;28,44;1.002,69;19,19;32,57
03.02.2021 18:00:56;26,53;30,47;943,49;25,00;37,21
03.02.2021 19:00:56;27,92;33,49;1.176,43;49,50;87,89
03.02.2021 20:00:56;40,99;45,48;2.112,28;76,71;196,50
03.02.2021 21:00:56;81,84;52,27;3.012,04;83,07;279,86
