Tarih;Konya - Meram;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 )
02.05.2021 19:00:56;1,06;12,39;410,32;18,22;24,33
02.05.2021 20:00:56;2,07;12,15;459,00;24,47;30,76
02.05.2021 21:00:56;4,09;11,38;556,15;27,16;33,46
02.05.2021 22:00:56;6,54;9,58;551,62;24,45;30,51
02.05.2021 23:00:56;7,46;8,14;479,00;23,39;29,14
03.05.2021 00:00:56;6,47;7,63;455,27;24,76;30,48
03.05.2021 01:00:56;5,51;7,32;429,10;25,51;31,19
03.05.2021 02:00:56;6,01;7,05;366,97;21,29;26,64
03.05.2021 03:00:56;5,98;6,90;326,59;17,21;22,16
03.05.2021 04:00:56;5,00;6,84;330,16;17,74;22,53
03.05.2021 05:00:56;-;6,77;336,74;18,69;23,46
03.05.2021 06:00:56;2,09;6,70;339,57;19,71;24,51
03.05.2021 07:00:56;3,56;6,84;376,82;23,28;28,44
03.05.2021 08:00:56;5,05;6,83;421,44;28,06;34,44
03.05.2021 09:00:56;6,58;6,74;436,10;30,50;38,77
03.05.2021 10:00:56;8,52;6,90;426,98;27,05;35,81
03.05.2021 11:00:56;9,00;7,06;437,04;22,91;30,55
03.05.2021 12:00:56;9,00;6,99;485,14;22,33;29,40
03.05.2021 13:00:56;8,97;7,13;533,28;23,05;30,13
03.05.2021 14:00:56;7,98;7,80;550,81;22,51;28,96
03.05.2021 15:00:56;7,55;7,78;492,81;19,92;25,83
03.05.2021 16:00:56;8,93;7,63;412,14;18,07;24,02
03.05.2021 17:00:56;6,33;8,19;372,41;19,10;25,10
03.05.2021 18:00:56;2,04;9,71;372,29;21,35;27,46
03.05.2021 19:00:56;3,60;11,47;379,96;23,90;29,76
03.05.2021 20:00:56;5,92;11,58;380,99;27,54;32,64
03.05.2021 21:00:56;3,43;11,06;394,43;30,55;35,36
03.05.2021 22:00:56;2,13;10,86;387,96;28,18;32,95
03.05.2021 23:00:56;6,10;10,85;368,33;21,80;26,34
04.05.2021 00:00:56;9,94;10,60;366,79;19,85;24,38
04.05.2021 01:00:56;8,29;10,73;407,25;22,34;27,00
04.05.2021 02:00:56;3,45;10,76;441,23;21,97;26,51
04.05.2021 03:00:56;2,60;10,61;449,38;21,81;26,21
04.05.2021 04:00:56;5,06;10,53;461,24;22,23;26,65
04.05.2021 05:00:56;6,50;10,44;453,66;20,72;25,29
04.05.2021 06:00:56;6,48;10,35;440,24;21,72;26,55
04.05.2021 07:00:56;6,05;10,29;437,67;24,63;30,05
04.05.2021 08:00:56;7,47;10,33;471,07;28,84;35,27
04.05.2021 09:00:56;5,84;10,33;513,96;32,01;40,05
04.05.2021 10:00:56;2,07;10,67;520,14;27,48;35,51
04.05.2021 11:00:56;4,66;11,46;537,71;22,90;29,60
04.05.2021 12:00:56;8,47;12,23;585,48;23,50;29,51
04.05.2021 13:00:56;7,37;12,90;636,64;27,10;33,17
04.05.2021 14:00:56;3,88;12,25;673,35;29,23;35,93
04.05.2021 15:00:56;1,02;11,16;705,52;27,21;34,38
04.05.2021 16:00:56;2,08;10,95;739,70;28,47;36,18
04.05.2021 17:00:56;3,96;11,09;755,99;29,77;37,77
04.05.2021 18:00:56;3,01;11,56;729,79;27,74;35,50
04.05.2021 19:00:56;3,58;12,12;685,83;29,80;37,43
04.05.2021 20:00:56;5,47;12,25;637,30;29,93;37,00
04.05.2021 21:00:56;4,42;11,95;577,97;24,36;30,09
04.05.2021 22:00:56;2,56;11,75;544,46;21,68;26,99
04.05.2021 23:00:56;4,61;11,84;530,50;22,41;27,99
05.05.2021 00:00:56;6,98;11,66;514,65;22,71;28,26
05.05.2021 01:00:56;6,45;11,44;441,37;21,92;27,18
05.05.2021 02:00:56;5,72;11,49;377,02;23,05;28,17
05.05.2021 03:00:56;12,61;11,53;374,00;24,24;29,49
05.05.2021 04:00:56;11,19;11,37;358,26;21,80;27,08
05.05.2021 05:00:56;4,02;11,21;341,18;20,01;25,30
05.05.2021 06:00:56;4,48;11,11;337,44;20,89;26,36
05.05.2021 07:00:56;4,03;11,00;352,44;25,37;31,88
05.05.2021 08:00:56;5,05;11,18;395,07;33,59;44,25
05.05.2021 09:00:56;6,50;11,56;438,33;37,70;52,56
05.05.2021 10:00:56;6,50;11,72;461,99;35,03;49,68
05.05.2021 11:00:56;6,50;11,88;451,67;28,53;39,63
05.05.2021 12:00:56;6,45;12,85;439,95;22,61;30,45
05.05.2021 13:00:56;4,96;12,37;465,67;19,48;25,92
05.05.2021 14:00:56;3,95;11,17;484,33;17,70;23,49
05.05.2021 15:00:56;2,42;11,31;499,53;17,08;22,45
05.05.2021 16:00:56;0,56;11,41;509,28;16,54;21,54
05.05.2021 17:00:56;2,61;11,51;501,37;16,31;21,21
05.05.2021 18:00:56;5,52;11,77;496,89;18,52;23,60
05.05.2021 19:00:56;6,02;12,59;527,45;28,22;34,68
05.05.2021 20:00:56;6,54;13,06;565,20;38,78;46,31
05.05.2021 21:00:56;7,50;13,59;552,06;37,54;44,03
05.05.2021 22:00:56;7,50;13,78;536,07;35,46;41,29
05.05.2021 23:00:56;7,54;13,13;544,22;40,36;47,03
06.05.2021 00:00:56;8,68;13,18;579,37;41,68;48,61
06.05.2021 01:00:56;14,59;12,91;494,39;30,29;36,54
06.05.2021 02:00:56;15,81;12,14;354,51;20,58;26,50
06.05.2021 03:00:56;10,94;12,13;313,80;20,82;26,60
06.05.2021 04:00:56;9,45;12,35;293,39;21,72;27,48
06.05.2021 05:00:56;8,01;11,96;261,96;20,45;26,26
06.05.2021 06:00:56;8,53;11,61;224,29;19,76;25,63
06.05.2021 07:00:56;8,90;13,78;245,55;30,37;38,21
06.05.2021 08:00:56;5,95;15,73;336,86;50,06;63,00
06.05.2021 09:00:56;5,04;13,72;424,66;55,61;71,08
06.05.2021 10:00:56;6,00;13,69;437,17;49,32;63,91
06.05.2021 11:00:56;6,00;17,23;435,61;48,23;64,28
06.05.2021 12:00:56;5,97;16,06;402,73;37,56;51,22
06.05.2021 13:00:56;4,96;13,13;347,52;23,01;31,13
06.05.2021 14:00:56;4,02;13,28;379,18;24,52;31,71
06.05.2021 15:00:56;4,54;13,66;431,18;31,64;40,35
06.05.2021 16:00:56;5,55;12,92;434,47;30,88;39,76
06.05.2021 17:00:56;7,04;12,19;436,40;28,18;36,60
06.05.2021 18:00:56;8,05;12,24;442,47;28,46;37,46
06.05.2021 19:00:56;9,56;12,35;440,62;30,23;39,60
06.05.2021 20:00:56;10,95;12,40;461,72;33,33;41,93
06.05.2021 21:00:56;9,41;12,15;455,35;33,18;40,07
06.05.2021 22:00:56;6,96;12,03;444,00;36,24;43,03
06.05.2021 23:00:56;6,03;12,00;442,87;40,40;47,47
07.05.2021 00:00:56;7,04;11,76;460,37;40,89;47,58
07.05.2021 01:00:56;8,00;11,55;529,00;38,06;44,67
07.05.2021 02:00:56;8,00;11,34;610,56;39,47;46,53
07.05.2021 03:00:56;7,97;11,04;568,30;36,64;43,91
07.05.2021 04:00:56;6,94;10,95;457,49;25,93;32,80
07.05.2021 05:00:56;4,98;10,91;420,99;22,21;28,95
07.05.2021 06:00:56;4,48;10,84;402,15;22,14;28,94
07.05.2021 07:00:56;3,97;10,81;401,52;23,53;30,73
07.05.2021 08:00:56;3,63;11,11;404,09;25,73;34,21
07.05.2021 09:00:56;7,12;11,36;406,23;25,35;34,42
07.05.2021 10:00:56;9,41;11,31;424,73;27,09;36,74
07.05.2021 11:00:56;6,92;11,77;453,28;29,56;40,63
07.05.2021 12:00:56;4,98;12,23;486,60;27,54;38,70
07.05.2021 13:00:56;4,46;12,49;490,29;22,05;30,30
07.05.2021 14:00:56;3,51;12,27;478,95;17,68;23,35
07.05.2021 15:00:56;4,08;11,78;494,53;17,71;22,97
07.05.2021 16:00:56;6,10;11,76;512,21;18,13;23,24
07.05.2021 17:00:56;8,53;11,79;512,22;19,20;24,22
07.05.2021 18:00:56;8,92;11,88;499,94;20,83;25,93
07.05.2021 19:00:56;6,96;12,13;464,51;21,67;26,48
07.05.2021 20:00:56;6,02;12,48;492,17;28,78;33,46
07.05.2021 21:00:56;6,56;12,67;547,62;34,86;39,55
07.05.2021 22:00:56;8,10;12,61;587,49;38,13;42,98
07.05.2021 23:00:56;10,53;13,80;676,41;46,92;52,35
08.05.2021 00:00:56;10,87;14,39;774,48;62,23;69,74
08.05.2021 01:00:56;7,41;13,23;831,70;72,24;81,11
08.05.2021 02:00:56;5,52;12,45;745,48;67,62;75,99
08.05.2021 03:00:56;6,04;12,33;596,13;56,39;64,33
08.05.2021 04:00:56;7,06;12,20;509,66;40,71;48,03
08.05.2021 05:00:56;8,46;11,84;433,28;26,87;33,75
08.05.2021 06:00:56;6,85;11,59;418,16;35,12;47,07
08.05.2021 07:00:56;4,16;12,70;503,14;51,18;71,27
08.05.2021 08:00:56;9,90;13,33;566,58;50,62;69,71
08.05.2021 09:00:56;20,42;12,48;534,44;42,68;56,39
08.05.2021 10:00:56;16,11;13,03;542,73;40,95;55,04
08.05.2021 11:00:56;6,41;13,32;562,81;39,10;53,25
08.05.2021 12:00:56;3,98;12,81;525,73;29,61;39,86
08.05.2021 13:00:56;3,55;12,62;516,15;23,52;31,30
08.05.2021 14:00:56;5,01;11,84;522,00;19,83;26,45
08.05.2021 15:00:56;4,98;11,29;495,13;18,55;24,48
08.05.2021 16:00:56;4,55;11,39;436,09;19,03;24,81
08.05.2021 17:00:56;5,99;11,57;395,97;18,12;23,77
08.05.2021 18:00:56;5,42;11,34;388,25;18,43;23,92
08.05.2021 19:00:56;3,51;10,90;377,60;21,19;26,50
08.05.2021 20:00:56;4,06;11,18;395,17;28,79;33,92
08.05.2021 21:00:56;5,55;11,43;412,26;31,99;37,00
08.05.2021 22:00:56;7,04;11,30;427,97;33,37;38,66
08.05.2021 23:00:56;8,00;11,05;379,77;35,97;42,14
09.05.2021 00:00:56;7,99;11,51;348,91;38,92;46,34
09.05.2021 01:00:56;7,43;12,96;451,01;47,42;57,81
09.05.2021 02:00:56;5,41;12,18;380,94;35,47;44,18
09.05.2021 03:00:56;2,96;10,55;237,98;18,04;23,03
09.05.2021 04:00:56;2,00;10,32;231,18;15,92;20,52
09.05.2021 05:00:56;1,94;10,18;235,90;17,34;22,09
09.05.2021 06:00:56;0,09;10,55;289,84;33,10;39,50
09.05.2021 07:00:56;1,54;11,13;360,45;32,12;38,47
09.05.2021 08:00:56;2,94;11,11;392,21;19,58;25,18
09.05.2021 09:00:56;1,15;10,99;419,89;19,93;26,00
09.05.2021 10:00:56;3,61;10,99;437,23;17,06;22,82
09.05.2021 11:00:56;6,50;10,85;451,55;16,40;21,73
09.05.2021 12:00:56;6,49;10,62;464,41;16,52;21,68
09.05.2021 13:00:56;5,94;10,34;477,63;16,51;21,60
09.05.2021 14:00:56;4,18;10,05;473,21;16,62;21,69
09.05.2021 15:00:56;7,01;9,83;450,43;17,47;22,76
09.05.2021 16:00:56;6,36;9,73;418,44;18,17;23,73
09.05.2021 17:00:56;3,06;9,63;400,44;19,16;25,00
09.05.2021 18:00:56;5,07;9,85;362,11;19,72;25,25
09.05.2021 19:00:56;6,43;10,32;290,40;19,93;25,03
09.05.2021 20:00:56;4,42;10,43;213,93;21,29;26,08
09.05.2021 21:00:56;2,45;10,52;161,98;21,61;25,90
09.05.2021 22:00:56;0,97;10,51;140,16;23,25;27,57
09.05.2021 23:00:56;0,00;10,52;111,19;25,08;29,76
10.05.2021 00:00:56;0,00;10,72;108,19;24,62;29,43
10.05.2021 01:00:56;0,06;10,75;237,54;24,37;29,11
10.05.2021 02:00:56;2,03;10,60;350,97;23,37;27,76
10.05.2021 03:00:56;2,54;10,54;353,89;20,34;24,53
10.05.2021 04:00:56;3,57;10,63;360,45;18,65;22,91
10.05.2021 05:00:56;5,49;10,60;356,92;19,19;23,55
10.05.2021 06:00:56;4,97;10,49;349,36;18,73;23,17
10.05.2021 07:00:56;2,97;10,59;347,62;20,04;25,26
10.05.2021 08:00:56;2,14;10,66;358,98;27,56;35,03
10.05.2021 09:00:56;4,18;10,68;381,64;32,72;42,14
10.05.2021 10:00:56;8,60;10,88;385,67;30,14;39,59
10.05.2021 11:00:56;10,93;10,87;402,47;30,13;41,22
10.05.2021 12:00:56;8,91;10,38;450,81;29,83;40,78
10.05.2021 13:00:56;6,53;9,87;485,13;27,41;35,70
10.05.2021 14:00:56;7,53;9,63;488,62;26,98;34,61
10.05.2021 15:00:56;7,91;9,62;492,69;27,15;34,42
10.05.2021 16:00:56;5,47;9,94;491,43;27,59;34,75
10.05.2021 17:00:56;5,01;10,20;473,64;28,71;35,86
10.05.2021 18:00:56;4,98;10,56;469,84;31,92;39,23
10.05.2021 19:00:56;4,49;11,35;451,71;36,75;44,09
10.05.2021 20:00:56;3,94;11,67;405,63;38,66;45,10
10.05.2021 21:00:56;2,48;11,63;372,32;35,29;40,10
10.05.2021 22:00:56;2,03;11,62;374,62;39,33;43,91
10.05.2021 23:00:56;3,10;11,74;425,90;46,83;51,78
11.05.2021 00:00:56;5,55;11,60;420,66;43,91;48,45
11.05.2021 01:00:56;6,46;11,53;409,61;40,80;45,45
11.05.2021 02:00:56;5,41;11,54;404,20;37,60;42,33
11.05.2021 03:00:56;2,95;11,55;365,76;30,61;35,15
11.05.2021 04:00:56;1,07;11,61;395,78;27,71;32,38
11.05.2021 05:00:56;3,07;11,61;396,95;32,61;40,66
11.05.2021 06:00:56;4,08;11,74;381,96;59,01;83,23
11.05.2021 07:00:56;6,04;11,73;378,52;58,94;82,45
11.05.2021 08:00:56;6,47;11,60;357,07;33,35;42,09
11.05.2021 09:00:56;5,98;11,47;357,82;30,06;38,07
11.05.2021 10:00:56;5,49;11,41;386,50;33,90;42,94
11.05.2021 11:00:56;4,84;11,65;395,77;32,55;40,92
11.05.2021 12:00:56;0,09;12,74;401,36;25,86;32,01
11.05.2021 13:00:56;1,56;13,13;444,48;23,60;28,58
11.05.2021 14:00:56;2,95;12,24;490,45;24,10;28,71
11.05.2021 15:00:56;1,50;11,75;521,24;26,04;30,71
11.05.2021 16:00:56;2,11;12,19;566,00;28,07;33,87
11.05.2021 17:00:56;5,02;13,01;667,43;32,96;40,72
11.05.2021 18:00:56;5,46;12,55;677,54;36,76;43,85
11.05.2021 19:00:56;4,45;11,24;618,60;39,75;45,28
11.05.2021 20:00:56;2,98;12,51;599,21;44,86;50,01
11.05.2021 21:00:56;2,57;18,35;600,22;42,72;46,94
11.05.2021 22:00:56;4,73;25,54;700,88;58,86;64,70
11.05.2021 23:00:56;11,08;25,50;788,33;82,75;91,86
12.05.2021 00:00:56;11,81;17,21;755,16;79,59;88,10
12.05.2021 01:00:56;6,96;11,58;640,79;67,00;74,07
12.05.2021 02:00:56;5,98;11,21;559,25;56,71;63,57
12.05.2021 03:00:56;5,41;11,14;544,94;47,72;54,07
12.05.2021 04:00:56;2,90;10,96;494,82;35,03;41,22
12.05.2021 05:00:56;0,51;10,72;419,45;24,85;30,80
12.05.2021 06:00:56;1,09;10,66;381,18;23,31;29,22
12.05.2021 07:00:56;3,56;10,62;401,67;26,06;32,54
12.05.2021 08:00:56;4,95;10,69;428,07;30,69;38,70
12.05.2021 09:00:56;3,42;11,16;439,77;34,07;43,72
12.05.2021 10:00:56;1,50;18,38;484,64;38,24;49,24
12.05.2021 11:00:56;1,49;19,17;476,17;32,71;41,90
12.05.2021 12:00:56;0,98;13,18;451,99;22,92;28,96
12.05.2021 13:00:56;0,55;12,24;486,87;20,74;25,80
12.05.2021 14:00:56;2,04;11,10;528,16;20,28;25,03
12.05.2021 15:00:56;3,02;11,14;541,89;19,72;24,29
12.05.2021 16:00:56;3,54;11,61;515,52;18,36;22,71
12.05.2021 17:00:56;4,50;11,92;518,13;19,02;23,61
12.05.2021 18:00:56;4,48;11,65;565,59;20,97;25,87
12.05.2021 19:00:56;3,98;11,11;573,61;22,04;26,78
12.05.2021 20:00:56;3,54;10,99;530,01;23,28;27,63
12.05.2021 21:00:56;5,11;10,95;485,47;21,43;25,29
12.05.2021 22:00:56;7,97;10,85;466,39;18,79;22,41
12.05.2021 23:00:56;6,88;10,64;457,62;18,66;22,23
13.05.2021 00:00:56;3,97;10,50;435,76;19,00;22,46
13.05.2021 01:00:56;3,57;10,35;326,38;18,15;21,49
13.05.2021 02:00:56;5,49;10,04;215,53;17,17;20,42
13.05.2021 03:00:56;4,86;9,95;188,72;17,21;20,42
13.05.2021 04:00:56;1,49;10,03;187,86;17,37;20,57
13.05.2021 05:00:56;1,58;9,93;201,42;17,38;20,65
13.05.2021 06:00:56;3,52;13,13;286,35;27,08;31,52
13.05.2021 07:00:56;4,02;18,58;393,66;38,82;45,85
13.05.2021 08:00:56;4,49;16,03;390,69;34,81;42,45
13.05.2021 09:00:56;3,94;11,54;353,82;27,67;34,36
13.05.2021 10:00:56;2,54;18,11;389,70;29,76;37,86
13.05.2021 11:00:56;3,50;18,42;390,10;26,96;34,38
13.05.2021 12:00:56;3,98;11,19;347,59;18,91;23,56
13.05.2021 13:00:56;2,89;10,06;365,21;16,83;20,68
13.05.2021 14:00:56;0,00;10,14;402,21;16,40;20,03
13.05.2021 15:00:56;0,06;10,49;405,10;15,92;19,52
13.05.2021 16:00:56;1,61;10,97;378,58;15,05;18,67
13.05.2021 17:00:56;3,97;11,41;364,16;14,46;18,15
13.05.2021 18:00:56;2,91;11,55;371,12;14,49;18,28
13.05.2021 19:00:56;1,00;11,52;359,48;14,89;18,64
13.05.2021 20:00:56;1,11;11,71;375,33;16,40;20,06
13.05.2021 21:00:56;4,21;11,97;429,15;19,06;22,67
13.05.2021 22:00:56;8,96;11,87;450,20;21,85;25,63
13.05.2021 23:00:56;7,32;11,50;427,65;21,87;25,76
14.05.2021 00:00:56;3,58;11,21;404,70;24,65;28,75
14.05.2021 01:00:56;6,10;11,19;441,49;36,73;41,34
14.05.2021 02:00:56;7,90;11,02;405,52;33,33;37,89
14.05.2021 03:00:56;5,49;10,71;310,03;20,50;24,83
14.05.2021 04:00:56;5,49;10,61;272,85;17,92;22,26
14.05.2021 05:00:56;4,87;10,83;259,02;18,11;22,51
14.05.2021 06:00:56;2,01;10,90;276,42;20,47;25,08
14.05.2021 07:00:56;2,63;10,74;322,95;23,91;29,30
14.05.2021 08:00:56;5,60;11,52;356,74;27,68;35,91
14.05.2021 09:00:56;7,96;12,48;416,36;38,71;60,43
14.05.2021 10:00:56;6,31;13,08;429,53;44,30;69,82
14.05.2021 11:00:56;1,98;15,98;352,57;31,04;43,53
14.05.2021 12:00:56;2,16;14,47;340,11;19,86;26,20
14.05.2021 13:00:56;6,04;10,47;379,06;17,60;22,92
14.05.2021 14:00:56;6,36;10,65;364,44;16,84;21,76
14.05.2021 15:00:56;3,42;10,87;283,06;15,62;20,24
14.05.2021 16:00:56;2,00;11,08;236,98;16,25;21,10
14.05.2021 17:00:56;2,00;11,76;238,82;16,36;21,24
14.05.2021 18:00:56;-;11,97;265,36;15,27;19,66
14.05.2021 19:00:56;1,13;11,45;287,97;16,57;20,70
14.05.2021 20:00:56;3,15;11,19;288,42;20,11;24,02
14.05.2021 21:00:56;7,10;11,19;301,88;22,62;26,33
14.05.2021 22:00:56;9,46;11,09;326,49;23,39;27,08
14.05.2021 23:00:56;7,87;10,89;336,57;22,52;26,19
15.05.2021 00:00:56;4,44;10,77;335,30;20,54;24,12
15.05.2021 01:00:56;3,00;10,71;358,68;21,89;25,58
15.05.2021 02:00:56;3,02;10,82;393,04;27,21;31,11
15.05.2021 03:00:56;3,47;10,71;424,29;29,63;33,72
15.05.2021 04:00:56;2,49;10,49;404,37;23,90;28,09
15.05.2021 05:00:56;2,63;12,18;404,66;29,52;34,11
15.05.2021 06:00:56;6,05;13,01;448,13;37,60;43,04
15.05.2021 07:00:56;6,91;11,47;416,42;29,50;35,32
15.05.2021 08:00:56;4,49;10,93;409,77;23,03;28,86
15.05.2021 09:00:56;4,59;11,39;410,77;21,23;26,85
15.05.2021 10:00:56;6,94;12,16;378,64;19,93;25,01
15.05.2021 11:00:56;4,91;12,61;388,80;19,74;24,35
15.05.2021 12:00:56;3,14;12,27;421,32;19,08;23,20
15.05.2021 13:00:56;7,14;11,67;444,56;18,04;21,79
15.05.2021 14:00:56;10,37;11,36;444,12;17,04;20,60
15.05.2021 15:00:56;6,30;11,51;454,19;16,96;20,61
15.05.2021 16:00:56;1,56;12,03;466,59;17,38;21,25
15.05.2021 17:00:56;3,54;12,38;469,44;17,46;21,46
15.05.2021 18:00:56;3,90;12,27;466,45;17,27;21,31
15.05.2021 19:00:56;1,51;11,55;446,07;17,52;21,43
15.05.2021 20:00:56;2,06;11,00;414,05;18,92;22,68
15.05.2021 21:00:56;3,50;10,84;372,23;19,67;23,23
15.05.2021 22:00:56;3,46;10,75;358,13;19,53;22,93
15.05.2021 23:00:56;2,50;10,69;372,43;20,77;24,16
16.05.2021 00:00:56;2,50;10,54;354,65;21,22;24,64
16.05.2021 01:00:56;2,48;10,32;345,19;19,78;23,29
16.05.2021 02:00:56;2,05;10,16;352,08;18,50;22,03
16.05.2021 03:00:56;3,53;11,15;343,36;18,44;21,91
16.05.2021 04:00:56;3,93;14,01;368,25;26,05;29,83
16.05.2021 05:00:56;1,98;13,52;385,36;28,29;32,39
16.05.2021 06:00:56;1,64;11,08;377,24;21,69;25,82
16.05.2021 07:00:56;5,66;10,40;373,81;19,33;23,52
16.05.2021 08:00:56;9,47;10,06;375,22;18,56;22,82
16.05.2021 09:00:56;8,42;10,31;392,70;18,47;22,75
16.05.2021 10:00:56;6,40;10,37;404,45;18,12;22,23
16.05.2021 11:00:56;3,38;10,22;400,01;17,38;21,20
16.05.2021 12:00:56;0,53;10,41;411,55;17,12;20,73
16.05.2021 13:00:56;1,63;10,23;427,56;16,87;20,39
16.05.2021 14:00:56;5,05;9,99;427,86;16,68;20,16
16.05.2021 15:00:56;5,97;10,09;401,48;16,60;20,06
16.05.2021 16:00:56;5,54;10,33;399,57;16,46;19,90
16.05.2021 17:00:56;6,50;10,41;427,65;16,58;20,02
16.05.2021 18:00:56;6,46;10,67;433,38;16,74;20,18
16.05.2021 19:00:56;5,41;11,25;414,39;17,12;20,42
16.05.2021 20:00:56;2,97;11,64;381,28;17,45;20,54
16.05.2021 21:00:56;2,02;11,62;369,23;18,92;21,89
16.05.2021 22:00:56;3,00;11,47;353,41;20,40;23,43
16.05.2021 23:00:56;3,00;11,43;333,56;20,34;23,57
17.05.2021 00:00:56;3,07;11,11;347,08;20,85;24,38
17.05.2021 01:00:56;3,99;10,84;343,49;20,47;24,13
17.05.2021 02:00:56;3,50;10,97;355,95;19,42;22,97
17.05.2021 03:00:56;4,06;11,24;392,09;18,80;22,34
17.05.2021 04:00:56;4,88;11,11;401,05;18,59;22,33
17.05.2021 05:00:56;1,97;10,88;393,63;18,93;22,78
17.05.2021 06:00:56;1,55;17,07;408,98;22,46;26,35
17.05.2021 07:00:56;2,51;19,51;456,91;29,12;34,13
17.05.2021 08:00:56;3,10;13,48;498,10;31,43;38,00
17.05.2021 09:00:56;5,56;11,61;513,87;28,88;36,05
17.05.2021 10:00:56;6,98;11,89;516,96;25,07;31,65
17.05.2021 11:00:56;6,50;11,92;553,39;25,69;32,43
17.05.2021 12:00:56;6,45;11,62;614,63;30,65;38,12
17.05.2021 13:00:56;4,91;11,31;654,27;33,52;40,90
17.05.2021 14:00:56;3,02;11,15;640,95;28,45;34,65
17.05.2021 15:00:56;3,52;11,02;639,45;24,36;29,79
17.05.2021 16:00:56;4,04;11,13;669,76;25,56;31,23
17.05.2021 17:00:56;5,01;12,29;706,75;31,69;38,66
17.05.2021 18:00:56;4,97;12,97;734,61;38,96;46,80
17.05.2021 19:00:56;4,58;12,15;738,01;46,95;55,21
17.05.2021 20:00:56;6,63;12,67;782,59;63,37;73,23
17.05.2021 21:00:56;9,54;15,34;870,21;80,96;93,18
17.05.2021 22:00:56;10,10;15,61;930,91;89,16;101,04
17.05.2021 23:00:56;13,11;13,03;905,79;79,72;88,06
18.05.2021 00:00:56;12,24;11,67;784,09;62,22;69,12
18.05.2021 01:00:56;6,40;11,32;539,69;44,70;51,22
18.05.2021 02:00:56;3,96;11,22;363,14;31,46;37,54
18.05.2021 03:00:56;3,03;11,15;310,04;24,56;30,45
18.05.2021 04:00:56;4,06;11,13;293,14;22,84;28,62
18.05.2021 05:00:56;5,47;11,16;311,22;24,63;30,49
18.05.2021 06:00:56;4,47;11,08;332,24;28,21;34,33
18.05.2021 07:00:56;4,08;13,61;387,15;35,25;42,72
18.05.2021 08:00:56;6,03;14,29;406,58;38,81;48,44
18.05.2021 09:00:56;6,50;11,97;389,81;38,05;48,88
18.05.2021 10:00:56;6,54;12,09;383,53;34,28;43,96
18.05.2021 11:00:56;7,52;12,30;364,64;27,93;35,66
18.05.2021 12:00:56;7,95;11,75;382,85;23,81;30,32
18.05.2021 13:00:56;6,40;11,24;443,33;23,37;29,71
18.05.2021 14:00:56;3,94;11,06;463,96;22,78;29,31
18.05.2021 15:00:56;2,48;11,66;441,59;20,45;27,91
18.05.2021 16:00:56;2,00;12,35;412,88;20,00;27,52
18.05.2021 17:00:56;2,00;12,27;410,04;20,33;26,87
18.05.2021 18:00:56;2,00;11,66;437,65;21,90;28,63
18.05.2021 19:00:56;2,16;11,03;423,30;24,16;30,52
18.05.2021 20:00:56;4,57;11,10;397,19;24,97;30,60
18.05.2021 21:00:56;5,94;11,26;378,48;23,59;28,64
18.05.2021 22:00:56;4,46;11,31;389,27;24,63;29,61
18.05.2021 23:00:56;3,48;11,47;428,37;26,03;31,39
19.05.2021 00:00:56;3,05;11,54;443,34;23,97;29,51
19.05.2021 01:00:56;4,58;11,48;410,02;22,21;27,74
19.05.2021 02:00:56;6,42;11,56;383,71;20,62;26,00
19.05.2021 03:00:56;3,85;11,55;375,63;19,94;25,15
19.05.2021 04:00:56;0,53;11,47;378,73;23,19;28,74
19.05.2021 05:00:56;1,56;12,18;406,78;34,43;40,91
19.05.2021 06:00:56;3,03;11,87;479,99;56,36;71,41
19.05.2021 07:00:56;4,02;10,86;445,94;52,53;69,09
19.05.2021 08:00:56;4,46;11,20;364,12;33,69;43,87
19.05.2021 09:00:56;3,71;11,67;409,23;37,06;48,80
19.05.2021 10:00:56;10,17;13,61;440,66;39,42;51,89
19.05.2021 11:00:56;13,33;15,16;402,30;32,79;42,71
19.05.2021 12:00:56;8,94;13,85;380,88;26,98;34,42
19.05.2021 13:00:56;7,50;12,22;411,01;24,79;31,11
19.05.2021 14:00:56;7,57;11,50;438,94;23,62;29,30
19.05.2021 15:00:56;9,50;11,24;456,42;22,58;27,95
19.05.2021 16:00:56;8,88;11,24;468,69;21,70;26,98
19.05.2021 17:00:56;7,58;11,42;461,02;21,54;26,79
19.05.2021 18:00:56;134,00;11,07;425,77;18,99;22,68
19.05.2021 19:00:56;-;10,40;431,02;21,90;24,84
19.05.2021 20:00:56;-;10,55;486,15;37,13;41,62
19.05.2021 21:00:56;24,23;11,04;584,62;57,92;63,42
19.05.2021 22:00:56;31,42;11,42;754,58;81,02;87,92
19.05.2021 23:00:56;41,62;11,75;977,48;96,90;114,80
20.05.2021 00:00:56;44,47;11,77;1.147,80;101,14;141,46
20.05.2021 01:00:56;43,18;11,30;997,53;88,36;123,28
20.05.2021 02:00:56;34,04;10,84;662,02;57,80;70,87
20.05.2021 03:00:56;22,80;10,60;467,26;36,17;45,22
20.05.2021 04:00:56;18,03;10,45;428,12;28,39;37,12
20.05.2021 05:00:56;18,98;10,37;437,38;26,82;35,42
20.05.2021 06:00:56;17,99;10,35;397,64;27,46;36,00
20.05.2021 07:00:56;18,65;10,35;366,87;28,44;37,26
