Tarih;Konya-Selçuklu-Belediye;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 )
18.03.2021 22:00:56;44,23;4,43;-;23,63;24,64
18.03.2021 23:00:56;33,28;2,65;-;21,88;22,79
19.03.2021 00:00:56;31,05;3,26;-;26,64;27,66
19.03.2021 01:00:56;36,84;0,89;-;19,31;20,31
19.03.2021 02:00:56;31,16;2,47;-;18,33;19,04
19.03.2021 03:00:56;27,10;1,51;-;31,60;33,06
19.03.2021 04:00:56;53,30;3,15;-;33,73;35,87
19.03.2021 05:00:56;89,07;5,93;-;39,36;46,05
19.03.2021 06:00:56;76,36;6,54;-;58,95;69,36
19.03.2021 07:00:56;73,08;8,30;-;73,39;127,37
19.03.2021 08:00:56;101,25;7,73;-;59,24;77,29
19.03.2021 09:00:56;79,59;5,62;-;34,85;39,88
19.03.2021 10:00:56;47,83;1,73;-;23,45;25,60
19.03.2021 11:00:56;27,52;4,34;-;19,67;21,28
19.03.2021 12:00:56;40,64;3,03;-;19,20;20,94
19.03.2021 13:00:56;36,13;1,61;-;17,51;18,40
19.03.2021 14:00:56;29,18;0,99;-;20,02;21,20
19.03.2021 15:00:56;32,90;2,12;-;19,35;20,75
19.03.2021 16:00:56;18,39;-1,58;-;19,53;21,00
19.03.2021 17:00:56;22,87;-1,42;-;22,87;24,35
19.03.2021 18:00:56;26,90;-1,17;-;27,82;29,26
19.03.2021 19:00:56;27,00;-2,30;-;33,41;34,70
19.03.2021 20:00:56;29,92;-1,36;-;36,08;37,29
19.03.2021 21:00:56;32,92;1,72;-;31,51;32,72
19.03.2021 22:00:56;38,84;3,24;-;23,86;24,72
19.03.2021 23:00:56;19,52;6,71;-;29,42;30,22
20.03.2021 00:00:56;37,51;5,75;-;21,32;22,05
20.03.2021 01:00:56;27,27;6,43;-;23,00;23,76
20.03.2021 02:00:56;34,79;5,62;-;22,40;23,34
20.03.2021 03:00:56;33,05;6,75;-;24,65;25,39
20.03.2021 04:00:56;36,90;6,83;-;21,01;21,75
20.03.2021 05:00:56;26,28;6,11;-;21,54;22,36
20.03.2021 06:00:56;27,95;4,17;-;24,62;25,63
20.03.2021 07:00:56;22,16;6,84;-;51,97;67,65
20.03.2021 08:00:56;90,19;7,17;-;57,10;91,80
20.03.2021 09:00:56;129,99;12,72;-;64,11;123,82
20.03.2021 10:00:56;229,39;15,32;-;55,81;80,91
20.03.2021 11:00:56;166,73;9,88;-;37,49;41,34
20.03.2021 12:00:56;37,39;6,84;-;26,85;28,40
20.03.2021 13:00:56;17,44;4,12;-;22,82;24,42
20.03.2021 14:00:56;24,79;3,39;-;23,03;24,50
20.03.2021 15:00:56;20,13;4,15;-;21,48;22,82
20.03.2021 16:00:56;24,87;3,13;-;21,17;22,59
20.03.2021 17:00:56;18,18;3,78;-;24,23;25,63
20.03.2021 18:00:56;16,05;2,72;-;28,73;30,83
20.03.2021 19:00:56;27,69;2,44;-;43,04;46,82
20.03.2021 20:00:56;45,53;5,47;-;46,62;52,11
20.03.2021 21:00:56;55,74;5,49;-;50,47;54,71
20.03.2021 22:00:56;48,21;10,34;-;42,22;44,29
20.03.2021 23:00:56;40,21;10,52;-;40,75;43,07
21.03.2021 00:00:56;41,95;13,11;-;44,48;49,51
21.03.2021 01:00:56;55,66;12,16;-;78,37;102,96
21.03.2021 02:00:56;78,41;16,90;-;61,15;78,35
21.03.2021 03:00:56;82,90;12,23;-;38,59;40,60
21.03.2021 04:00:56;57,67;14,55;-;46,22;53,82
21.03.2021 05:00:56;112,53;12,02;-;33,91;41,09
21.03.2021 06:00:56;104,26;11,55;-;27,40;29,72
21.03.2021 07:00:56;46,53;11,70;-;33,94;40,64
21.03.2021 08:00:56;47,92;11,38;-;29,39;37,03
21.03.2021 09:00:56;54,82;11,25;-;30,80;34,66
21.03.2021 10:00:56;55,00;9,44;-;22,30;24,79
21.03.2021 11:00:56;48,18;10,90;-;23,60;25,27
21.03.2021 12:00:56;65,53;9,21;-;17,55;18,60
21.03.2021 13:00:56;63,08;8,91;-;15,01;15,75
21.03.2021 14:00:56;57,16;6,78;-;13,51;14,35
21.03.2021 15:00:56;63,82;8,45;-;13,70;14,69
21.03.2021 16:00:56;65,95;6,44;-;14,90;15,96
21.03.2021 17:00:56;55,28;6,96;-;16,60;17,61
21.03.2021 18:00:56;68,64;8,13;-;17,95;18,90
21.03.2021 19:00:56;77,77;7,67;-;24,68;25,72
21.03.2021 20:00:56;79,95;8,06;-;21,15;22,08
21.03.2021 21:00:56;75,13;10,63;-;31,85;33,35
21.03.2021 22:00:56;100,33;10,23;-;37,43;39,33
21.03.2021 23:00:56;110,74;13,47;-;46,14;51,01
22.03.2021 00:00:56;118,79;12,05;-;60,90;78,58
22.03.2021 01:00:56;133,64;16,22;-;74,57;91,63
22.03.2021 02:00:56;143,74;12,98;-;48,77;54,07
22.03.2021 03:00:56;95,29;11,94;-;52,59;59,72
22.03.2021 04:00:56;126,15;10,70;-;51,00;56,23
22.03.2021 05:00:56;106,54;12,46;-;44,61;60,31
22.03.2021 06:00:56;120,61;12,61;-;45,53;57,33
22.03.2021 07:00:56;123,92;11,98;-;60,41;80,79
22.03.2021 08:00:56;104,52;11,83;-;73,34;112,45
22.03.2021 09:00:56;121,53;10,68;-;50,94;61,02
22.03.2021 10:00:56;72,32;10,45;-;39,04;44,02
22.03.2021 11:00:56;66,13;8,09;-;29,92;32,67
22.03.2021 12:00:56;59,18;6,22;-;26,90;28,58
22.03.2021 13:00:56;89,20;6,28;-;20,31;21,41
22.03.2021 14:00:56;271,19;4,63;-;16,04;17,17
22.03.2021 15:00:56;314,97;4,58;-;15,22;16,19
22.03.2021 16:00:56;301,39;3,90;-;15,58;16,72
22.03.2021 17:00:56;239,63;3,22;-;17,66;18,52
22.03.2021 18:00:56;198,06;4,60;-;31,69;33,67
22.03.2021 19:00:56;158,03;6,37;-;39,93;42,40
22.03.2021 20:00:56;174,53;6,15;-;33,63;35,00
22.03.2021 21:00:56;172,08;7,12;-;27,75;28,53
22.03.2021 22:00:56;154,47;7,50;-;20,33;21,45
22.03.2021 23:00:56;147,18;8,72;-;19,49;20,30
23.03.2021 00:00:56;158,69;7,65;-;22,80;23,59
23.03.2021 01:00:56;164,86;7,63;-;23,06;23,92
23.03.2021 02:00:56;167,92;9,46;-;23,47;24,43
23.03.2021 03:00:56;182,61;11,42;-;22,93;23,48
23.03.2021 04:00:56;196,64;7,60;-;13,59;14,16
23.03.2021 05:00:56;195,05;8,27;-;12,01;12,80
23.03.2021 06:00:56;170,65;7,18;-;11,47;12,24
23.03.2021 07:00:56;46,28;7,68;-;26,23;28,28
23.03.2021 08:00:56;37,16;8,92;-;50,33;59,46
23.03.2021 09:00:56;50,64;7,74;-;46,39;51,67
23.03.2021 10:00:56;41,26;8,11;-;38,47;43,03
23.03.2021 11:00:56;88,73;8,39;-;26,18;28,39
23.03.2021 12:00:56;65,65;8,05;-;34,24;36,23
23.03.2021 13:00:56;71,82;8,75;-;24,96;27,15
23.03.2021 14:00:56;95,38;7,81;-;42,04;45,77
23.03.2021 15:00:56;109,64;9,20;-;28,09;30,98
23.03.2021 16:00:56;26,22;9,35;-;23,74;26,60
23.03.2021 17:00:56;33,74;11,63;-;27,33;30,85
23.03.2021 18:00:56;24,26;9,71;-;50,38;55,35
23.03.2021 19:00:56;36,66;11,54;-;70,17;88,04
23.03.2021 20:00:56;42,84;11,39;-;61,96;80,91
23.03.2021 21:00:56;43,97;12,05;-;31,06;33,81
23.03.2021 22:00:56;27,44;7,16;-;24,38;26,68
23.03.2021 23:00:56;14,34;5,68;-;34,47;42,13
24.03.2021 00:00:56;21,79;5,76;-;20,62;22,17
24.03.2021 01:00:56;2,48;2,83;-;16,67;17,66
24.03.2021 02:00:56;6,87;5,94;-;23,30;24,22
24.03.2021 03:00:56;10,90;5,05;-;12,30;13,13
24.03.2021 04:00:56;6,13;7,36;-;8,21;8,68
24.03.2021 05:00:56;3,08;4,47;-;9,72;10,36
24.03.2021 06:00:56;3,00;3,75;-;18,65;19,54
24.03.2021 07:00:56;21,51;5,78;-;27,11;28,56
24.03.2021 08:00:56;11,28;4,71;-;28,24;29,54
24.03.2021 09:00:56;10,03;4,39;-;22,21;23,59
24.03.2021 10:00:56;10,97;5,16;-;17,80;19,11
24.03.2021 11:00:56;10,03;3,19;-;17,37;18,79
24.03.2021 12:00:56;17,79;5,38;-;27,86;29,71
24.03.2021 13:00:56;22,87;6,65;-;21,81;22,85
24.03.2021 14:00:56;16,18;6,95;-;25,94;27,67
24.03.2021 15:00:56;29,64;3,92;-;23,63;25,43
24.03.2021 16:00:56;25,13;6,01;-;23,45;24,70
24.03.2021 17:00:56;21,10;5,20;-;29,51;30,85
24.03.2021 18:00:56;16,13;5,96;-;35,04;36,83
24.03.2021 19:00:56;13,08;6,36;-;32,11;33,38
24.03.2021 20:00:56;11,05;4,37;-;21,09;21,97
24.03.2021 21:00:56;8,08;3,16;-;11,85;12,52
24.03.2021 22:00:56;9,95;6,30;-;10,80;11,66
24.03.2021 23:00:56;10,00;8,73;-;10,13;10,78
25.03.2021 00:00:56;6,10;9,09;-;9,19;9,85
25.03.2021 01:00:56;6,96;8,68;-;8,75;9,67
25.03.2021 02:00:56;9,92;9,22;-;7,64;8,22
25.03.2021 03:00:56;9,03;9,47;-;6,70;7,46
25.03.2021 04:00:56;6,08;8,21;-;5,94;6,99
25.03.2021 05:00:56;6,00;7,34;-;7,29;7,80
25.03.2021 06:00:56;9,90;9,13;-;10,06;10,80
25.03.2021 07:00:56;10,00;7,50;-;18,58;19,94
25.03.2021 08:00:56;10,97;8,45;-;21,36;23,02
25.03.2021 09:00:56;12,95;8,13;-;15,48;16,70
25.03.2021 10:00:56;12,03;8,97;-;11,43;12,54
25.03.2021 11:00:56;9,08;7,31;-;13,15;14,30
25.03.2021 12:00:56;9,97;8,42;-;16,41;17,58
25.03.2021 13:00:56;26,56;9,54;-;18,49;19,79
25.03.2021 14:00:56;21,16;9,85;-;19,51;20,68
25.03.2021 15:00:56;21,97;9,28;-;16,21;17,31
25.03.2021 16:00:56;12,26;7,19;-;14,97;16,29
25.03.2021 17:00:56;26,61;7,60;-;21,02;21,83
25.03.2021 18:00:56;24,08;9,97;-;25,25;26,31
25.03.2021 19:00:56;24,00;10,03;-;38,05;39,37
25.03.2021 20:00:56;27,90;10,41;-;35,24;36,29
25.03.2021 21:00:56;22,16;10,73;-;26,31;27,37
25.03.2021 22:00:56;17,13;10,59;-;18,07;18,53
25.03.2021 23:00:56;20,90;10,21;-;16,97;17,82
26.03.2021 00:00:56;20,03;10,43;-;15,49;16,18
26.03.2021 01:00:56;13,28;10,41;-;13,59;14,02
26.03.2021 02:00:56;13,00;10,03;-;11,07;11,90
26.03.2021 03:00:56;13,00;9,48;-;8,81;9,57
26.03.2021 04:00:56;15,92;9,83;-;8,60;9,46
26.03.2021 05:00:56;9,18;8,26;-;9,54;10,10
26.03.2021 06:00:56;10,95;9,33;-;14,03;15,24
26.03.2021 07:00:56;12,95;7,65;-;23,97;26,15
26.03.2021 08:00:56;18,84;8,57;-;25,58;28,23
26.03.2021 09:00:56;17,05;7,85;-;17,55;19,16
26.03.2021 10:00:56;19,92;8,45;-;12,89;14,21
26.03.2021 11:00:56;15,13;6,08;-;10,61;11,74
26.03.2021 12:00:56;15,97;6,74;-;11,27;12,45
26.03.2021 13:00:56;16,00;6,57;-;10,33;11,05
26.03.2021 14:00:56;18,92;7,53;-;10,15;11,37
26.03.2021 15:00:56;13,16;7,89;-;10,27;11,34
26.03.2021 16:00:56;13,00;6,71;-;11,36;12,25
26.03.2021 17:00:56;12,03;7,17;-;15,91;16,78
26.03.2021 18:00:56;16,87;5,88;-;18,18;19,28
26.03.2021 19:00:56;16,03;8,57;-;25,98;26,98
26.03.2021 20:00:56;24,77;9,44;-;17,94;18,87
26.03.2021 21:00:56;21,10;9,05;-;21,18;22,04
26.03.2021 22:00:56;22,95;7,94;-;16,80;17,62
26.03.2021 23:00:56;20,08;7,23;-;12,49;13,36
27.03.2021 00:00:56;21,95;6,69;-;10,71;11,41
27.03.2021 01:00:56;19,12;5,71;-;10,13;10,87
27.03.2021 02:00:56;15,10;6,55;-;9,36;10,10
27.03.2021 03:00:56;18,90;6,00;-;12,41;13,15
27.03.2021 04:00:56;23,87;7,40;-;20,14;20,97
27.03.2021 05:00:56;23,03;6,93;-;21,32;22,10
27.03.2021 06:00:56;28,84;6,87;-;23,37;24,25
27.03.2021 07:00:56;32,90;7,91;-;37,59;41,61
27.03.2021 08:00:56;39,82;10,09;-;45,49;53,96
27.03.2021 09:00:56;79,94;8,53;-;39,28;44,76
27.03.2021 10:00:56;85,87;8,78;-;33,26;36,39
27.03.2021 11:00:56;72,36;7,30;-;24,29;26,08
27.03.2021 12:00:56;33,03;4,42;-;12,06;13,02
27.03.2021 13:00:56;20,31;4,90;-;10,60;11,38
27.03.2021 14:00:56;13,18;4,55;-;11,01;11,69
27.03.2021 15:00:56;23,72;3,70;-;16,27;17,31
27.03.2021 16:00:56;21,08;5,82;-;17,63;18,52
27.03.2021 17:00:56;20,03;3,78;-;20,72;22,18
27.03.2021 18:00:56;22,92;4,77;-;22,32;23,99
27.03.2021 19:00:56;20,08;3,14;-;26,97;27,90
27.03.2021 20:00:56;29,74;5,84;-;30,37;31,27
27.03.2021 21:00:56;32,92;6,47;-;28,61;29,45
27.03.2021 22:00:56;33,97;6,99;-;34,88;35,74
27.03.2021 23:00:56;65,17;6,16;-;29,09;30,02
28.03.2021 00:00:56;46,52;6,79;-;25,48;26,18
28.03.2021 01:00:56;45,04;4,96;-;26,09;26,86
28.03.2021 02:00:56;39,16;7,02;-;41,72;44,14
28.03.2021 03:00:56;84,78;10,33;-;57,17;60,07
28.03.2021 04:00:56;-;-;-;-;-
28.03.2021 05:00:56;109,38;6,68;-;44,05;48,03
28.03.2021 06:00:56;78,83;7,14;-;31,63;33,31
28.03.2021 07:00:56;73,13;8,27;-;40,10;43,85
28.03.2021 08:00:56;74,95;7,65;-;47,55;56,68
28.03.2021 09:00:56;81,82;8,41;-;45,76;52,72
28.03.2021 10:00:56;67,39;4,48;-;25,81;27,69
28.03.2021 11:00:56;44,59;3,02;-;15,02;16,24
28.03.2021 12:00:56;18,67;3,59;-;10,39;11,07
28.03.2021 13:00:56;20,92;1,41;-;9,12;9,91
28.03.2021 14:00:56;17,10;1,86;-;9,32;10,41
28.03.2021 15:00:56;17,97;2,78;-;11,49;12,69
28.03.2021 16:00:56;25,79;0,90;-;8,21;8,89
28.03.2021 17:00:56;25,03;0,79;-;10,07;10,65
28.03.2021 18:00:56;25,97;1,19;-;10,72;11,55
28.03.2021 19:00:56;31,84;0,61;-;12,03;12,95
28.03.2021 20:00:56;31,03;3,33;-;23,66;24,27
28.03.2021 21:00:56;55,35;3,10;-;38,09;38,73
28.03.2021 22:00:56;58,92;6,39;-;53,96;60,85
28.03.2021 23:00:56;119,40;11,33;-;54,30;60,21
29.03.2021 00:00:56;102,49;13,31;-;47,69;50,10
29.03.2021 01:00:56;63,03;14,35;-;52,38;57,62
29.03.2021 02:00:56;85,02;13,97;-;54,88;61,49
29.03.2021 03:00:56;78,21;11,44;-;47,58;52,73
29.03.2021 04:00:56;64,36;10,85;-;33,81;35,13
29.03.2021 05:00:56;46,47;11,46;-;55,32;69,53
29.03.2021 06:00:56;63,53;14,02;-;57,50;92,65
29.03.2021 07:00:56;128,29;16,80;-;70,72;131,43
29.03.2021 08:00:56;182,60;16,61;-;91,12;143,56
29.03.2021 09:00:56;190,82;15,47;-;99,74;128,27
29.03.2021 10:00:56;101,38;15,34;-;110,14;147,12
29.03.2021 11:00:56;253,89;14,55;-;51,56;60,05
29.03.2021 12:00:56;86,55;9,81;-;37,09;39,99
29.03.2021 13:00:56;52,78;6,99;-;19,59;20,58
29.03.2021 14:00:56;21,80;6,11;-;14,75;15,73
29.03.2021 15:00:56;25,87;5,21;-;13,72;14,56
29.03.2021 16:00:56;33,79;3,94;-;12,56;13,45
29.03.2021 17:00:56;22,31;4,95;-;12,47;13,39
29.03.2021 18:00:56;35,64;4,23;-;12,98;13,69
29.03.2021 19:00:56;29,18;5,11;-;22,65;23,58
29.03.2021 20:00:56;42,64;6,43;-;53,64;55,41
29.03.2021 21:00:56;62,48;9,24;-;68,65;76,07
29.03.2021 22:00:56;96,12;10,94;-;70,12;83,10
29.03.2021 23:00:56;102,84;13,21;-;74,30;101,28
30.03.2021 00:00:56;119,56;7,83;-;22,42;23,29
30.03.2021 01:00:56;44,02;7,55;-;22,20;22,96
30.03.2021 02:00:56;40,08;8,78;-;40,65;41,99
30.03.2021 03:00:56;75,07;9,88;-;27,15;28,15
30.03.2021 04:00:56;54,57;7,67;-;25,08;26,16
30.03.2021 05:00:56;32,57;8,48;-;20,53;21,25
30.03.2021 06:00:56;25,18;5,84;-;23,12;24,20
30.03.2021 07:00:56;42,53;7,18;-;34,01;37,95
30.03.2021 08:00:56;35,21;7,25;-;51,51;64,12
30.03.2021 09:00:56;62,28;8,57;-;60,71;74,47
30.03.2021 10:00:56;84,43;9,85;-;51,36;60,38
30.03.2021 11:00:56;83,05;8,14;-;38,31;41,42
30.03.2021 12:00:56;40,14;7,64;-;32,08;34,84
30.03.2021 13:00:56;40,95;7,36;-;24,51;26,56
30.03.2021 14:00:56;25,41;8,25;-;22,40;24,62
30.03.2021 15:00:56;31,82;6,06;-;23,65;25,86
30.03.2021 16:00:56;40,77;4,81;-;24,98;26,68
30.03.2021 17:00:56;41,00;4,42;-;24,87;26,10
30.03.2021 18:00:56;39,05;4,09;-;22,75;23,79
30.03.2021 19:00:56;37,05;5,39;-;28,54;29,89
30.03.2021 20:00:56;34,08;4,18;-;37,99;39,40
30.03.2021 21:00:56;35,95;4,98;-;31,94;32,90
30.03.2021 22:00:56;37,95;5,45;-;25,48;25,92
30.03.2021 23:00:56;29,23;3,60;-;22,51;23,27
31.03.2021 00:00:56;26,08;3,85;-;27,64;28,49
31.03.2021 01:00:56;32,82;2,92;-;16,55;17,67
31.03.2021 02:00:56;21,49;2,82;-;15,46;16,24
31.03.2021 03:00:56;22,95;2,27;-;21,69;22,20
31.03.2021 04:00:56;23,00;3,79;-;16,08;16,75
31.03.2021 05:00:56;12,28;2,52;-;12,64;13,30
31.03.2021 06:00:56;21,74;3,02;-;12,18;12,53
31.03.2021 07:00:56;22,00;3,18;-;13,68;14,58
31.03.2021 08:00:56;28,82;2,93;-;24,77;26,98
31.03.2021 09:00:56;29,97;2,00;-;23,27;24,68
31.03.2021 10:00:56;36,82;2,48;-;19,99;21,84
31.03.2021 11:00:56;29,21;2,84;-;16,85;19,02
31.03.2021 12:00:56;41,66;2,15;-;16,23;17,77
31.03.2021 13:00:56;33,23;1,74;-;14,29;15,64
31.03.2021 14:00:56;30,08;1,43;-;15,87;17,55
31.03.2021 15:00:56;33,90;1,78;-;16,71;18,07
31.03.2021 16:00:56;38,87;1,13;-;13,57;14,73
31.03.2021 17:00:56;40,95;2,24;-;16,38;17,74
31.03.2021 18:00:56;37,10;1,54;-;17,32;18,37
31.03.2021 19:00:56;32,13;2,62;-;23,56;24,77
31.03.2021 20:00:56;39,79;1,20;-;32,81;34,42
31.03.2021 21:00:56;42,92;3,23;-;33,74;35,32
31.03.2021 22:00:56;40,08;3,89;-;28,53;30,41
31.03.2021 23:00:56;25,39;3,46;-;27,10;29,91
01.04.2021 00:00:56;26,95;3,83;-;26,70;27,59
01.04.2021 01:00:56;26,03;5,08;-;28,89;30,05
01.04.2021 02:00:56;38,47;4,63;-;24,21;25,17
01.04.2021 03:00:56;14,65;5,94;-;47,64;57,28
01.04.2021 04:00:56;61,73;5,35;-;51,40;58,86
01.04.2021 05:00:56;82,48;6,71;-;44,47;48,35
01.04.2021 06:00:56;81,05;4,46;-;22,02;22,71
01.04.2021 07:00:56;38,14;5,55;-;20,11;20,94
01.04.2021 08:00:56;29,21;3,54;-;37,18;42,29
01.04.2021 09:00:56;42,64;5,11;-;55,28;67,66
01.04.2021 10:00:56;61,51;5,70;-;55,81;76,49
01.04.2021 11:00:56;91,22;6,29;-;46,38;56,03
01.04.2021 12:00:56;65,70;5,57;-;47,00;53,03
01.04.2021 13:00:56;82,53;4,81;-;48,66;54,24
01.04.2021 14:00:56;105,41;5,26;-;48,23;54,89
01.04.2021 15:00:56;127,43;6,10;-;38,40;42,46
01.04.2021 16:00:56;96,83;4,82;-;35,08;37,76
01.04.2021 17:00:56;78,47;3,07;-;28,90;30,22
01.04.2021 18:00:56;56,57;2,94;-;22,49;23,38
01.04.2021 19:00:56;36,52;2,74;-;32,94;34,13
01.04.2021 20:00:56;43,79;3,56;-;42,47;45,13
01.04.2021 21:00:56;51,79;4,82;-;39,34;41,36
01.04.2021 22:00:56;29,59;3,65;-;19,67;20,53
01.04.2021 23:00:56;11,47;6,01;-;23,42;23,90
02.04.2021 00:00:56;20,74;9,11;-;24,80;25,71
02.04.2021 01:00:56;19,05;9,47;-;29,49;30,50
02.04.2021 02:00:56;26,67;9,72;-;44,89;46,31
02.04.2021 03:00:56;65,97;11,65;-;68,42;84,58
02.04.2021 04:00:56;71,87;12,16;-;68,02;76,89
02.04.2021 05:00:56;50,57;13,17;-;58,50;76,06
02.04.2021 06:00:56;61,69;13,79;-;62,53;73,46
02.04.2021 07:00:56;53,23;12,38;-;46,30;57,06
02.04.2021 08:00:56;66,64;12,80;-;78,71;101,38
02.04.2021 09:00:56;72,84;11,30;-;63,96;79,39
02.04.2021 10:00:56;59,36;11,53;-;56,09;70,02
02.04.2021 11:00:56;67,77;10,59;-;34,57;37,49
02.04.2021 12:00:56;53,39;8,96;-;30,61;33,02
02.04.2021 13:00:56;59,82;8,42;-;27,82;29,42
02.04.2021 14:00:56;45,39;8,91;-;26,02;28,24
02.04.2021 15:00:56;61,56;8,17;-;26,95;28,57
02.04.2021 16:00:56;62,97;9,52;-;22,38;23,36
02.04.2021 17:00:56;55,21;7,98;-;23,94;25,04
02.04.2021 18:00:56;46,23;7,76;-;27,51;29,01
02.04.2021 19:00:56;39,18;7,38;-;28,78;30,57
02.04.2021 20:00:56;35,10;9,10;-;44,88;48,00
02.04.2021 21:00:56;54,48;10,06;-;47,80;50,94
02.04.2021 22:00:56;53,05;10,21;-;54,75;56,66
02.04.2021 23:00:56;69,56;8,20;-;30,38;31,41
03.04.2021 00:00:56;55,39;6,10;-;21,45;22,49
03.04.2021 01:00:56;44,28;5,29;-;27,91;28,82
03.04.2021 02:00:56;65,11;6,43;-;23,16;24,01
03.04.2021 03:00:56;55,28;6,03;-;33,32;34,63
03.04.2021 04:00:56;55,97;8,82;-;37,42;38,73
03.04.2021 05:00:56;64,77;6,10;-;36,46;37,79
03.04.2021 06:00:56;53,31;7,30;-;45,70;50,32
03.04.2021 07:00:56;45,21;5,86;-;42,96;46,50
03.04.2021 08:00:56;88,84;7,80;-;49,63;72,46
03.04.2021 09:00:56;134,81;9,00;-;56,67;83,31
03.04.2021 10:00:56;165,22;9,35;-;54,12;69,61
03.04.2021 11:00:56;133,85;6,52;-;30,20;32,84
03.04.2021 12:00:56;62,86;5,48;-;19,10;20,18
03.04.2021 13:00:56;44,44;3,61;-;16,76;17,75
03.04.2021 14:00:56;29,39;3,80;-;13,91;14,71
03.04.2021 15:00:56;29,97;3,83;-;13,72;14,51
03.04.2021 16:00:56;24,16;3,65;-;12,71;13,33
03.04.2021 17:00:56;19,13;2,66;-;16,53;17,54
03.04.2021 18:00:56;34,59;2,64;-;18,53;19,70
03.04.2021 19:00:56;33,05;2,58;-;24,77;25,96
03.04.2021 20:00:56;50,53;2,76;-;33,25;34,29
03.04.2021 21:00:56;60,74;3,57;-;16,33;17,16
03.04.2021 22:00:56;31,78;3,72;-;13,30;13,92
03.04.2021 23:00:56;27,10;5,50;-;13,36;14,18
04.04.2021 00:00:56;24,08;7,29;-;16,26;17,13
04.04.2021 01:00:56;31,79;7,56;-;17,92;18,54
04.04.2021 02:00:56;23,37;7,87;-;18,84;19,55
04.04.2021 03:00:56;24,95;8,14;-;18,82;19,72
04.04.2021 04:00:56;26,95;6,86;-;29,34;30,34
04.04.2021 05:00:56;27,97;7,50;-;41,58;43,60
04.04.2021 06:00:56;111,78;8,71;-;30,42;34,44
04.04.2021 07:00:56;73,09;8,47;-;12,75;13,41
04.04.2021 08:00:56;21,34;7,60;-;32,49;39,34
04.04.2021 09:00:56;88,19;10,74;-;31,94;35,27
04.04.2021 10:00:56;60,78;8,14;-;13,89;14,95
04.04.2021 11:00:56;22,98;7,18;-;10,91;12,04
04.04.2021 12:00:56;22,00;6,63;-;10,66;11,41
04.04.2021 13:00:56;22,00;6,24;-;10,50;11,42
04.04.2021 14:00:56;34,66;6,79;-;11,27;12,07
04.04.2021 15:00:56;31,10;5,47;-;10,47;11,37
04.04.2021 16:00:56;35,87;5,23;-;11,72;12,94
04.04.2021 17:00:56;36,97;3,87;-;11,45;12,41
04.04.2021 18:00:56;33,10;5,51;-;10,57;11,51
04.04.2021 19:00:56;36,90;5,10;-;12,06;12,80
04.04.2021 20:00:56;42,84;4,81;-;12,31;13,19
04.04.2021 21:00:56;37,16;4,81;-;15,87;16,92
04.04.2021 22:00:56;38,95;7,00;-;16,86;17,48
04.04.2021 23:00:56;38,03;6,31;-;16,84;17,48
05.04.2021 00:00:56;47,74;5,31;-;17,30;18,34
05.04.2021 01:00:56;49,95;5,50;-;12,81;13,48
05.04.2021 02:00:56;45,20;4,39;-;11,09;11,96
05.04.2021 03:00:56;43,05;5,75;-;14,86;15,56
05.04.2021 04:00:56;57,61;6,23;-;9,76;10,38
05.04.2021 05:00:56;37,54;5,51;-;9,89;10,58
05.04.2021 06:00:56;37,00;5,14;-;11,02;11,64
05.04.2021 07:00:56;42,84;6,25;-;19,76;20,74
05.04.2021 08:00:56;45,92;6,27;-;41,42;45,35
05.04.2021 09:00:56;57,69;7,09;-;64,95;92,08
05.04.2021 10:00:56;138,85;7,80;-;75,04;99,11
05.04.2021 11:00:56;123,47;6,29;-;36,76;39,22
05.04.2021 12:00:56;82,09;5,71;-;28,41;29,57
05.04.2021 13:00:56;78,08;5,22;-;21,23;22,43
05.04.2021 14:00:56;85,79;4,85;-;16,70;17,77
05.04.2021 15:00:56;75,28;4,63;-;16,89;17,81
05.04.2021 16:00:56;86,69;3,64;-;14,53;15,85
05.04.2021 17:00:56;70,44;3,18;-;16,55;17,83
05.04.2021 18:00:56;63,18;3,52;-;20,46;21,73
05.04.2021 19:00:56;58,13;3,37;-;21,67;22,90
05.04.2021 20:00:56;51,18;3,70;-;42,47;47,10
05.04.2021 21:00:56;58,79;4,44;-;34,74;36,74
05.04.2021 22:00:56;53,16;4,40;-;22,27;23,56
05.04.2021 23:00:56;42,28;5,69;-;47,37;50,59
06.04.2021 00:00:56;83,89;7,11;-;65,48;72,07
06.04.2021 01:00:56;106,42;10,13;-;65,03;71,10
06.04.2021 02:00:56;107,96;9,39;-;72,40;91,48
06.04.2021 03:00:56;120,66;10,30;-;45,38;48,75
06.04.2021 04:00:56;74,24;6,87;-;38,99;40,78
06.04.2021 05:00:56;65,21;8,59;-;46,61;49,10
06.04.2021 06:00:56;59,16;9,24;-;48,46;54,03
06.04.2021 07:00:56;75,56;8,81;-;47,17;53,05
06.04.2021 08:00:56;83,79;9,17;-;63,53;85,81
06.04.2021 09:00:56;87,90;11,45;-;101,03;196,76
06.04.2021 10:00:56;201,00;18,55;-;107,28;238,39
06.04.2021 11:00:56;302,39;17,50;-;92,66;141,25
06.04.2021 12:00:56;216,35;15,70;-;89,42;121,86
06.04.2021 13:00:56;136,07;11,34;-;57,87;67,81
