Tarih;Konya-Selçuklu-Belediye;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 )
23.02.2021 17:00:56;36,56;5,59;-;27,48;28,61
23.02.2021 18:00:56;33,18;7,59;-;61,75;65,24
23.02.2021 19:00:56;49,25;12,95;-;95,10;149,55
23.02.2021 20:00:56;188,61;21,14;-;147,75;176,32
23.02.2021 21:00:56;192,13;21,83;-;127,25;206,98
23.02.2021 22:00:56;277,08;27,44;-;97,30;178,11
23.02.2021 23:00:56;249,45;32,07;-;87,09;127,74
24.02.2021 00:00:56;134,33;37,71;-;77,72;183,05
24.02.2021 01:00:56;211,07;30,42;-;77,37;115,03
24.02.2021 02:00:56;109,80;21,74;-;60,50;71,34
24.02.2021 03:00:56;61,98;15,70;-;53,25;80,57
24.02.2021 04:00:56;63,82;19,75;-;100,53;236,78
24.02.2021 05:00:56;237,02;23,51;-;87,27;222,02
24.02.2021 06:00:56;197,20;22,73;-;109,91;197,60
24.02.2021 07:00:56;185,44;24,25;-;110,46;276,30
24.02.2021 08:00:56;154,41;31,55;-;138,55;363,62
24.02.2021 09:00:56;166,38;34,10;-;110,90;213,12
24.02.2021 10:00:56;271,20;39,49;-;110,98;163,37
24.02.2021 11:00:56;288,43;25,89;-;79,79;88,84
24.02.2021 12:00:56;135,09;11,43;-;59,60;64,77
24.02.2021 13:00:56;84,98;6,55;-;32,03;32,84
24.02.2021 14:00:56;30,42;7,03;-;23,48;24,51
24.02.2021 15:00:56;32,78;4,56;-;20,44;21,69
24.02.2021 16:00:56;29,18;4,56;-;17,86;18,82
24.02.2021 17:00:56;35,69;4,10;-;23,70;25,35
24.02.2021 18:00:56;36,96;3,24;-;55,84;60,98
24.02.2021 19:00:56;104,87;8,48;-;142,25;161,83
24.02.2021 20:00:56;189,25;16,70;-;128,95;212,76
24.02.2021 21:00:56;211,16;30,52;-;119,01;225,83
24.02.2021 22:00:56;195,75;29,92;-;90,60;115,35
24.02.2021 23:00:56;114,70;25,28;-;119,75;145,44
25.02.2021 00:00:56;162,58;24,04;-;128,09;182,39
25.02.2021 01:00:56;177,55;26,17;-;91,95;131,16
25.02.2021 02:00:56;156,01;13,87;-;75,76;85,39
25.02.2021 03:00:56;98,60;12,56;-;46,48;48,17
25.02.2021 04:00:56;58,72;11,97;-;47,73;49,30
25.02.2021 05:00:56;53,18;9,04;-;43,99;45,28
25.02.2021 06:00:56;49,18;9,41;-;58,22;61,02
25.02.2021 07:00:56;50,91;5,58;-;42,24;43,28
25.02.2021 08:00:56;42,40;6,88;-;40,03;41,62
25.02.2021 09:00:56;40,09;4,80;-;21,25;22,48
25.02.2021 10:00:56;40,00;4,94;-;17,10;18,56
25.02.2021 11:00:56;33,31;3,11;-;14,70;15,75
25.02.2021 12:00:56;25,35;2,93;-;14,88;16,34
25.02.2021 13:00:56;38,38;1,50;-;14,11;15,10
25.02.2021 14:00:56;34,22;2,23;-;15,47;16,89
25.02.2021 15:00:56;29,22;0,71;-;15,12;16,53
25.02.2021 16:00:56;30,91;0,55;-;16,52;17,56
25.02.2021 17:00:56;30,04;-0,89;-;17,11;17,87
25.02.2021 18:00:56;26,18;0,53;-;26,59;27,61
25.02.2021 19:00:56;36,52;1,76;-;29,73;30,81
25.02.2021 20:00:56;35,09;3,95;-;35,55;37,12
25.02.2021 21:00:56;30,22;0,31;-;23,59;24,58
25.02.2021 22:00:56;26,18;4,51;-;21,44;22,16
25.02.2021 23:00:56;30,78;8,86;-;24,66;25,45
26.02.2021 00:00:56;30,04;10,95;-;25,47;26,46
26.02.2021 01:00:56;34,83;8,27;-;20,87;21,76
26.02.2021 02:00:56;32,13;9,78;-;22,84;24,23
26.02.2021 03:00:56;36,78;11,13;-;31,55;33,12
26.02.2021 04:00:56;37,96;12,56;-;37,38;38,84
26.02.2021 05:00:56;38,96;14,06;-;44,98;47,84
26.02.2021 06:00:56;37,09;12,62;-;46,75;54,07
26.02.2021 07:00:56;37,00;14,55;-;80,92;126,10
26.02.2021 08:00:56;67,59;15,76;-;76,46;115,76
26.02.2021 09:00:56;61,35;15,04;-;92,87;134,58
26.02.2021 10:00:56;210,13;14,14;-;47,80;55,75
26.02.2021 11:00:56;64,05;8,26;-;22,33;23,80
26.02.2021 12:00:56;30,23;7,94;-;16,96;18,19
26.02.2021 13:00:56;23,26;6,45;-;11,78;12,58
26.02.2021 14:00:56;23,00;5,51;-;13,28;13,88
26.02.2021 15:00:56;26,82;3,78;-;15,44;16,44
26.02.2021 16:00:56;32,74;4,37;-;15,61;16,38
26.02.2021 17:00:56;18,66;4,37;-;18,61;19,67
26.02.2021 18:00:56;29,47;4,25;-;36,42;37,98
26.02.2021 19:00:56;41,47;7,98;-;76,50;83,52
26.02.2021 20:00:56;81,19;10,85;-;77,55;94,81
26.02.2021 21:00:56;73,44;14,50;-;73,88;99,26
26.02.2021 22:00:56;109,33;19,42;-;78,53;100,85
26.02.2021 23:00:56;102,40;17,05;-;79,61;104,16
27.02.2021 00:00:56;120,15;23,24;-;72,72;113,86
27.02.2021 01:00:56;109,41;21,61;-;71,87;84,41
27.02.2021 02:00:56;79,37;16,27;-;64,70;76,67
27.02.2021 03:00:56;83,74;15,68;-;58,40;64,08
27.02.2021 04:00:56;57,23;14,85;-;52,17;58,27
27.02.2021 05:00:56;45,48;13,67;-;56,00;66,76
27.02.2021 06:00:56;39,26;12,71;-;51,69;62,39
27.02.2021 07:00:56;41,87;13,68;-;72,12;130,44
27.02.2021 08:00:56;124,21;18,89;-;85,57;213,33
27.02.2021 09:00:56;258,96;20,56;-;133,06;219,59
27.02.2021 10:00:56;322,36;20,96;-;117,03;152,24
27.02.2021 11:00:56;251,39;12,32;-;50,49;53,49
27.02.2021 12:00:56;74,98;7,46;-;32,76;34,39
27.02.2021 13:00:56;49,79;7,38;-;28,31;29,82
27.02.2021 14:00:56;59,52;6,49;-;27,96;29,28
27.02.2021 15:00:56;63,82;4,88;-;29,69;30,87
27.02.2021 16:00:56;76,43;3,76;-;28,47;29,79
27.02.2021 17:00:56;65,53;2,82;-;25,31;25,99
27.02.2021 18:00:56;64,04;4,09;-;45,99;50,12
27.02.2021 19:00:56;88,85;5,24;-;92,61;114,45
27.02.2021 20:00:56;172,21;13,52;-;77,12;84,83
27.02.2021 21:00:56;141,59;16,49;-;54,88;59,20
27.02.2021 22:00:56;88,38;17,06;-;56,35;61,42
27.02.2021 23:00:56;90,78;20,35;-;75,39;89,93
28.02.2021 00:00:56;167,41;24,14;-;60,71;66,18
28.02.2021 01:00:56;122,72;21,65;-;69,15;83,12
28.02.2021 02:00:56;128,65;22,24;-;68,41;83,38
28.02.2021 03:00:56;104,15;19,50;-;86,41;113,45
28.02.2021 04:00:56;150,80;19,40;-;77,34;117,50
28.02.2021 05:00:56;162,56;15,90;-;91,92;134,83
28.02.2021 06:00:56;135,28;18,05;-;77,50;144,16
28.02.2021 07:00:56;149,29;21,36;-;80,10;143,35
28.02.2021 08:00:56;186,33;21,71;-;77,06;121,42
28.02.2021 09:00:56;112,48;14,79;-;63,08;75,50
28.02.2021 10:00:56;87,01;11,85;-;42,98;47,46
28.02.2021 11:00:56;80,26;8,42;-;35,59;38,05
28.02.2021 12:00:56;77,13;6,89;-;25,95;27,21
28.02.2021 13:00:56;58,84;6,44;-;19,36;20,57
28.02.2021 14:00:56;71,38;4,20;-;15,05;15,68
28.02.2021 15:00:56;57,66;4,04;-;15,16;16,18
28.02.2021 16:00:56;66,56;2,41;-;14,18;14,68
28.02.2021 17:00:56;64,13;5,31;-;13,47;14,40
28.02.2021 18:00:56;68,78;4,26;-;13,16;14,10
28.02.2021 19:00:56;64,22;4,47;-;14,22;15,02
28.02.2021 20:00:56;41,06;3,77;-;11,03;11,72
28.02.2021 21:00:56;40,96;5,29;-;10,02;10,74
28.02.2021 22:00:56;29,53;4,04;-;10,20;11,11
28.02.2021 23:00:56;16,57;8,57;-;9,90;10,72
01.03.2021 00:00:56;18,87;14,29;-;9,59;10,22
01.03.2021 01:00:56;13,21;14,00;-;9,55;10,30
01.03.2021 02:00:56;11,09;15,40;-;10,27;10,91
01.03.2021 03:00:56;8,13;15,50;-;9,49;10,06
01.03.2021 04:00:56;8,00;14,57;-;9,20;10,04
01.03.2021 05:00:56;7,04;13,11;-;9,32;10,06
01.03.2021 06:00:56;5,09;14,36;-;10,70;11,48
01.03.2021 07:00:56;4,04;13,83;-;23,73;25,62
01.03.2021 08:00:56;6,87;14,11;-;22,27;23,60
01.03.2021 09:00:56;15,60;13,89;-;14,44;15,77
01.03.2021 10:00:56;16,00;12,85;-;13,87;15,58
01.03.2021 11:00:56;18,87;15,14;-;14,06;15,49
01.03.2021 12:00:56;15,18;12,94;-;10,82;11,84
01.03.2021 13:00:56;14,04;11,21;-;10,79;11,74
01.03.2021 14:00:56;12,09;12,49;-;10,92;12,08
01.03.2021 15:00:56;12,00;11,60;-;12,16;13,23
01.03.2021 16:00:56;14,87;12,16;-;14,08;15,44
01.03.2021 17:00:56;18,82;11,79;-;17,33;18,67
01.03.2021 18:00:56;24,74;13,82;-;26,64;27,83
01.03.2021 19:00:56;32,65;12,42;-;48,55;50,30
01.03.2021 20:00:56;36,82;16,10;-;49,51;51,43
01.03.2021 21:00:56;35,09;16,63;-;47,43;49,74
01.03.2021 22:00:56;25,44;13,76;-;38,87;40,54
01.03.2021 23:00:56;23,09;7,45;-;23,44;24,13
02.03.2021 00:00:56;14,40;7,69;-;19,04;19,68
02.03.2021 01:00:56;15,93;9,05;-;22,93;23,74
02.03.2021 02:00:56;11,22;8,99;-;23,10;23,95
02.03.2021 03:00:56;9,09;10,03;-;20,81;21,74
02.03.2021 04:00:56;9,00;9,78;-;26,64;27,77
02.03.2021 05:00:56;11,87;11,76;-;45,01;47,30
02.03.2021 06:00:56;22,48;12,11;-;41,57;44,00
02.03.2021 07:00:56;17,28;12,66;-;59,43;75,12
02.03.2021 08:00:56;41,77;12,98;-;77,79;92,34
02.03.2021 09:00:56;46,81;10,64;-;30,40;33,55
02.03.2021 10:00:56;19,38;7,91;-;15,27;16,66
02.03.2021 11:00:56;10,38;6,80;-;13,34;14,54
02.03.2021 12:00:56;20,48;6,65;-;16,66;18,53
02.03.2021 13:00:56;25,76;6,16;-;13,93;15,12
02.03.2021 14:00:56;18,38;6,86;-;13,64;15,07
02.03.2021 15:00:56;29,43;4,49;-;14,28;15,37
02.03.2021 16:00:56;21,43;6,31;-;19,44;20,92
02.03.2021 17:00:56;38,15;5,91;-;33,78;36,86
02.03.2021 18:00:56;48,53;8,39;-;37,07;40,27
02.03.2021 19:00:56;43,28;8,46;-;34,20;36,53
02.03.2021 20:00:56;35,38;9,77;-;42,57;45,13
02.03.2021 21:00:56;45,48;8,86;-;27,88;28,92
02.03.2021 22:00:56;23,14;7,11;-;21,06;22,92
02.03.2021 23:00:56;20,09;8,61;-;41,22;49,04
03.03.2021 00:00:56;25,72;9,78;-;22,70;23,78
03.03.2021 01:00:56;13,45;8,39;-;14,80;15,91
03.03.2021 02:00:56;12,05;8,69;-;12,27;13,14
03.03.2021 03:00:56;11,05;6,96;-;10,41;11,52
03.03.2021 04:00:56;9,09;6,32;-;9,87;10,48
03.03.2021 05:00:56;17,57;8,13;-;11,07;11,95
03.03.2021 06:00:56;11,33;7,83;-;13,07;14,09
03.03.2021 07:00:56;11,00;8,66;-;18,81;19,93
03.03.2021 08:00:56;16,72;9,55;-;25,46;26,73
03.03.2021 09:00:56;17,95;7,76;-;30,55;32,45
03.03.2021 10:00:56;32,29;9,22;-;30,85;32,65
03.03.2021 11:00:56;30,14;10,24;-;26,25;28,43
03.03.2021 12:00:56;28,09;8,73;-;26,07;28,03
03.03.2021 13:00:56;25,14;8,39;-;24,32;26,52
03.03.2021 14:00:56;31,67;8,83;-;16,03;17,01
03.03.2021 15:00:56;18,66;6,51;-;14,64;15,84
03.03.2021 16:00:56;21,81;6,55;-;17,39;18,76
03.03.2021 17:00:56;26,76;5,70;-;26,47;28,11
03.03.2021 18:00:56;41,29;6,73;-;32,85;34,60
03.03.2021 19:00:56;37,24;6,25;-;34,12;35,77
03.03.2021 20:00:56;35,09;7,80;-;24,73;25,94
03.03.2021 21:00:56;35,00;6,56;-;21,44;22,68
03.03.2021 22:00:56;21,66;6,77;-;19,33;20,19
03.03.2021 23:00:56;27,67;6,67;-;15,64;16,35
04.03.2021 00:00:56;17,52;4,15;-;14,00;14,56
04.03.2021 01:00:56;17,97;5,40;-;14,07;14,77
04.03.2021 02:00:56;15,14;5,50;-;14,72;15,52
04.03.2021 03:00:56;17,86;4,80;-;15,06;15,77
04.03.2021 04:00:56;13,24;5,38;-;12,47;13,13
04.03.2021 05:00:56;25,38;5,35;-;14,02;15,02
04.03.2021 06:00:56;18,38;6,36;-;23,29;24,29
04.03.2021 07:00:56;18,00;8,13;-;73,54;141,51
04.03.2021 08:00:56;95,16;11,43;-;71,59;89,69
04.03.2021 09:00:56;47,56;6,20;-;26,01;28,33
04.03.2021 10:00:56;27,85;5,78;-;17,34;18,82
04.03.2021 11:00:56;32,72;4,00;-;16,58;18,36
04.03.2021 12:00:56;31,09;3,36;-;16,24;17,96
04.03.2021 13:00:56;32,91;3,31;-;16,54;17,51
04.03.2021 14:00:56;32,05;3,16;-;24,13;25,82
04.03.2021 15:00:56;47,24;4,55;-;22,91;24,69
04.03.2021 16:00:56;43,24;3,50;-;22,88;24,57
04.03.2021 17:00:56;41,09;3,52;-;29,91;31,73
04.03.2021 18:00:56;54,34;5,23;-;39,61;44,85
04.03.2021 19:00:56;62,62;8,42;-;89,91;125,00
04.03.2021 20:00:56;138,25;11,56;-;96,06;116,87
04.03.2021 21:00:56;128,66;15,96;-;80,72;98,62
04.03.2021 22:00:56;128,00;15,48;-;74,18;90,83
04.03.2021 23:00:56;128,95;13,09;-;74,01;105,98
05.03.2021 00:00:56;155,67;14,18;-;92,86;123,62
05.03.2021 01:00:56;175,34;14,43;-;82,61;139,53
05.03.2021 02:00:56;182,67;14,93;-;60,38;81,01
05.03.2021 03:00:56;139,18;10,42;-;53,16;57,47
05.03.2021 04:00:56;106,52;8,45;-;47,18;50,00
05.03.2021 05:00:56;117,38;7,20;-;49,31;59,77
05.03.2021 06:00:56;133,24;8,09;-;62,50;82,59
05.03.2021 07:00:56;146,38;10,81;-;79,82;141,56
05.03.2021 08:00:56;171,77;16,46;-;103,51;231,22
05.03.2021 09:00:56;293,97;24,81;-;95,07;206,39
05.03.2021 10:00:56;343,82;22,78;-;100,37;154,08
05.03.2021 11:00:56;295,52;18,80;-;64,85;80,83
05.03.2021 12:00:56;132,97;13,34;-;48,24;52,52
05.03.2021 13:00:56;91,66;7,63;-;36,64;38,65
05.03.2021 14:00:56;70,95;6,15;-;31,39;33,08
05.03.2021 15:00:56;56,66;2,92;-;27,42;28,91
05.03.2021 16:00:56;42,66;1,00;-;27,99;29,38
05.03.2021 17:00:56;34,38;1,20;-;33,18;34,63
05.03.2021 18:00:56;44,48;2,13;-;76,77;84,43
05.03.2021 19:00:56;70,72;6,89;-;139,84;191,99
05.03.2021 20:00:56;138,68;15,50;-;113,50;179,57
05.03.2021 21:00:56;152,48;23,62;-;105,44;147,32
05.03.2021 22:00:56;141,57;24,96;-;98,99;187,74
05.03.2021 23:00:56;195,29;23,92;-;83,56;123,19
06.03.2021 00:00:56;165,61;20,77;-;79,68;158,04
06.03.2021 01:00:56;188,14;27,04;-;119,23;219,18
06.03.2021 02:00:56;247,11;27,18;-;84,01;130,91
06.03.2021 03:00:56;209,99;17,34;-;54,58;73,54
06.03.2021 04:00:56;122,27;14,43;-;70,30;94,98
06.03.2021 05:00:56;161,82;17,82;-;78,55;107,42
06.03.2021 06:00:56;149,71;18,94;-;63,88;105,10
06.03.2021 07:00:56;145,19;16,47;-;62,49;113,31
06.03.2021 08:00:56;175,48;17,49;-;56,27;123,65
06.03.2021 09:00:56;148,42;18,92;-;88,82;141,96
06.03.2021 10:00:56;179,39;24,52;-;93,51;177,34
06.03.2021 11:00:56;300,07;26,69;-;88,40;158,64
06.03.2021 12:00:56;292,66;20,11;-;84,88;106,59
06.03.2021 13:00:56;259,61;21,44;-;79,65;90,65
06.03.2021 14:00:56;218,95;13,63;-;44,57;47,30
06.03.2021 15:00:56;56,02;10,40;-;34,28;35,94
06.03.2021 16:00:56;38,47;10,01;-;60,66;66,07
06.03.2021 17:00:56;68,48;8,15;-;71,51;78,19
06.03.2021 18:00:56;79,53;12,41;-;77,21;90,89
06.03.2021 19:00:56;80,95;9,53;-;45,85;48,39
06.03.2021 20:00:56;47,66;9,84;-;35,54;37,46
06.03.2021 21:00:56;46,95;8,80;-;22,19;23,46
06.03.2021 22:00:56;44,14;5,63;-;15,41;16,20
06.03.2021 23:00:56;31,62;5,64;-;25,31;26,66
07.03.2021 00:00:56;51,96;6,18;-;15,33;16,30
07.03.2021 01:00:56;30,79;3,99;-;21,00;22,05
07.03.2021 02:00:56;37,62;6,34;-;38,80;40,97
07.03.2021 03:00:56;62,77;4,36;-;39,26;42,74
07.03.2021 04:00:56;78,29;13,03;-;47,38;54,68
07.03.2021 05:00:56;152,35;21,25;-;45,27;47,18
07.03.2021 06:00:56;110,28;10,97;-;51,35;72,11
07.03.2021 07:00:56;79,42;11,16;-;63,03;78,37
07.03.2021 08:00:56;85,62;11,10;-;55,86;69,56
07.03.2021 09:00:56;103,15;8,04;-;43,95;49,23
07.03.2021 10:00:56;72,57;7,84;-;34,24;37,10
07.03.2021 11:00:56;85,29;4,96;-;29,90;31,97
07.03.2021 12:00:56;74,57;3,54;-;25,27;27,53
07.03.2021 13:00:56;68,28;1,45;-;17,19;18,51
07.03.2021 14:00:56;38,47;3,28;-;14,79;16,15
07.03.2021 15:00:56;34,14;1,35;-;14,48;16,00
07.03.2021 16:00:56;30,19;3,45;-;20,25;22,39
07.03.2021 17:00:56;38,57;-;-;20,28;21,62
07.03.2021 18:00:56;32,33;2,35;-;19,41;20,75
07.03.2021 19:00:56;32,95;2,74;-;19,07;20,42
07.03.2021 20:00:56;23,47;0,79;-;21,08;21,90
07.03.2021 21:00:56;25,86;2,54;-;18,09;18,93
07.03.2021 22:00:56;23,14;4,79;-;19,32;20,14
07.03.2021 23:00:56;17,28;5,62;-;15,96;16,57
08.03.2021 00:00:56;19,86;6,41;-;15,85;16,58
08.03.2021 01:00:56;16,14;5,96;-;16,34;17,03
08.03.2021 02:00:56;17,91;4,06;-;15,07;15,82
08.03.2021 03:00:56;20,86;6,86;-;17,99;18,98
08.03.2021 04:00:56;24,81;7,14;-;20,38;21,35
08.03.2021 05:00:56;20,24;4,84;-;30,48;32,05
08.03.2021 06:00:56;20,95;4,81;-;58,15;70,31
08.03.2021 07:00:56;67,67;8,47;-;104,70;145,19
08.03.2021 08:00:56;130,01;9,60;-;60,10;81,13
08.03.2021 09:00:56;58,70;10,54;-;44,96;53,65
08.03.2021 10:00:56;52,14;8,42;-;46,78;57,38
08.03.2021 11:00:56;73,91;9,70;-;41,36;46,61
08.03.2021 12:00:56;72,14;6,82;-;28,63;31,79
08.03.2021 13:00:56;59,62;3,90;-;21,54;23,73
08.03.2021 14:00:56;48,52;4,99;-;19,99;21,58
08.03.2021 15:00:56;47,05;3,11;-;20,03;21,44
08.03.2021 16:00:56;52,72;5,04;-;23,25;24,91
08.03.2021 17:00:56;61,57;3,56;-;26,92;28,36
08.03.2021 18:00:56;66,76;5,03;-;57,07;68,41
08.03.2021 19:00:56;89,86;7,05;-;82,15;129,88
08.03.2021 20:00:56;149,11;10,16;-;104,02;141,64
08.03.2021 21:00:56;147,24;17,84;-;84,26;127,33
08.03.2021 22:00:56;147,95;18,25;-;71,89;90,66
08.03.2021 23:00:56;163,24;20,51;-;74,48;98,53
09.03.2021 00:00:56;163,05;22,00;-;68,43;129,95
09.03.2021 01:00:56;219,00;23,25;-;72,40;107,35
09.03.2021 02:00:56;140,99;19,68;-;85,78;116,27
09.03.2021 03:00:56;128,43;17,08;-;92,68;142,84
09.03.2021 04:00:56;207,06;20,02;-;73,34;122,40
09.03.2021 05:00:56;177,66;16,74;-;79,64;104,84
09.03.2021 06:00:56;159,81;15,42;-;86,43;127,00
09.03.2021 07:00:56;170,43;18,51;-;92,08;169,60
09.03.2021 08:00:56;186,24;23,39;-;74,06;173,33
09.03.2021 09:00:56;200,34;20,63;-;103,90;152,55
09.03.2021 10:00:56;194,33;17,52;-;71,22;86,34
09.03.2021 11:00:56;122,56;12,09;-;50,90;57,63
09.03.2021 12:00:56;86,61;8,36;-;42,36;45,44
09.03.2021 13:00:56;74,52;6,18;-;29,83;31,59
09.03.2021 14:00:56;49,23;6,85;-;23,02;24,09
09.03.2021 15:00:56;40,38;7,12;-;21,36;22,76
09.03.2021 16:00:56;44,76;6,39;-;20,02;21,24
09.03.2021 17:00:56;38,33;6,32;-;23,54;24,74
09.03.2021 18:00:56;45,62;5,26;-;55,35;61,94
09.03.2021 19:00:56;65,05;9,01;-;77,76;85,56
09.03.2021 20:00:56;82,19;10,00;-;45,71;52,98
09.03.2021 21:00:56;58,23;9,58;-;26,30;27,43
09.03.2021 22:00:56;60,81;8,74;-;31,37;33,36
09.03.2021 23:00:56;89,58;10,82;-;54,27;64,66
10.03.2021 00:00:56;97,67;9,79;-;42,76;44,51
10.03.2021 01:00:56;61,31;9,82;-;41,41;43,52
10.03.2021 02:00:56;56,19;11,89;-;52,67;59,28
10.03.2021 03:00:56;76,96;13,81;-;69,86;80,52
10.03.2021 04:00:56;81,81;12,87;-;74,74;105,59
10.03.2021 05:00:56;140,11;14,08;-;71,39;87,68
10.03.2021 06:00:56;156,34;16,77;-;53,59;101,44
10.03.2021 07:00:56;162,72;13,72;-;60,89;86,39
10.03.2021 08:00:56;195,39;17,79;-;87,92;150,23
10.03.2021 09:00:56;177,95;25,76;-;129,90;255,97
10.03.2021 10:00:56;383,70;32,03;-;96,56;166,83
10.03.2021 11:00:56;246,36;19,78;-;74,89;92,89
10.03.2021 12:00:56;149,46;19,70;-;49,97;56,00
10.03.2021 13:00:56;113,57;12,87;-;38,12;40,40
10.03.2021 14:00:56;90,09;10,83;-;32,35;33,82
10.03.2021 15:00:56;81,38;7,59;-;28,24;30,07
10.03.2021 16:00:56;93,38;7,32;-;29,03;30,55
10.03.2021 17:00:56;82,57;6,50;-;27,21;28,26
10.03.2021 18:00:56;81,05;7,66;-;46,04;51,00
10.03.2021 19:00:56;104,81;9,58;-;80,87;92,46
10.03.2021 20:00:56;144,10;11,08;-;76,99;108,77
10.03.2021 21:00:56;151,72;15,13;-;78,52;105,04
10.03.2021 22:00:56;125,33;14,05;-;92,36;138,29
10.03.2021 23:00:56;164,96;22,38;-;141,76;218,45
11.03.2021 00:00:56;176,53;21,92;-;104,07;160,63
11.03.2021 01:00:56;151,90;25,33;-;113,53;183,55
11.03.2021 02:00:56;167,19;22,06;-;107,29;154,80
11.03.2021 03:00:56;168,97;25,18;-;97,78;139,77
11.03.2021 04:00:56;161,38;19,51;-;89,58;171,14
11.03.2021 05:00:56;199,62;24,91;-;93,16;141,23
11.03.2021 06:00:56;230,53;18,96;-;80,93;125,96
11.03.2021 07:00:56;174,07;22,52;-;108,09;206,71
11.03.2021 08:00:56;246,34;24,93;-;85,50;173,55
11.03.2021 09:00:56;257,69;31,55;-;111,57;241,45
11.03.2021 10:00:56;365,17;24,61;-;80,67;123,85
11.03.2021 11:00:56;141,14;15,85;-;43,08;48,77
11.03.2021 12:00:56;59,62;11,25;-;32,30;34,06
11.03.2021 13:00:56;55,07;10,48;-;26,78;27,82
11.03.2021 14:00:56;48,24;9,76;-;20,73;21,80
11.03.2021 15:00:56;58,62;8,01;-;20,85;21,72
11.03.2021 16:00:56;60,93;8,66;-;20,52;21,47
11.03.2021 17:00:56;34,93;8,80;-;22,61;23,99
11.03.2021 18:00:56;26,28;10,80;-;28,38;31,24
11.03.2021 19:00:56;12,48;8,02;-;25,22;27,01
11.03.2021 20:00:56;10,07;8,81;-;17,19;18,15
11.03.2021 21:00:56;8,07;8,68;-;14,36;15,15
11.03.2021 22:00:56;8,00;4,17;-;11,03;11,76
11.03.2021 23:00:56;8,97;0,01;-;9,85;10,67
12.03.2021 00:00:56;12,86;1,28;-;9,24;10,20
12.03.2021 01:00:56;13,97;1,18;-;8,08;8,89
12.03.2021 02:00:56;16,90;2,23;-;7,98;8,82
12.03.2021 03:00:56;9,28;1,61;-;8,19;8,85
12.03.2021 04:00:56;8,03;1,07;-;8,05;8,74
12.03.2021 05:00:56;8,00;0,00;-;8,63;9,18
12.03.2021 06:00:56;8,97;1,42;-;10,69;11,57
12.03.2021 07:00:56;10,93;0,13;-;18,86;20,11
12.03.2021 08:00:56;15,83;0,67;-;23,06;25,21
12.03.2021 09:00:56;16,97;0,10;-;18,38;20,02
12.03.2021 10:00:56;13,14;1,98;-;13,28;14,39
12.03.2021 11:00:56;13,00;-0,38;-;12,04;13,24
12.03.2021 12:00:56;13,00;-0,87;-;10,98;11,84
12.03.2021 13:00:56;12,03;-0,88;-;11,97;13,16
12.03.2021 14:00:56;18,76;-0,65;-;12,94;14,17
12.03.2021 15:00:56;15,14;-0,64;-;13,49;14,33
12.03.2021 16:00:56;15,97;-0,92;-;15,42;16,40
12.03.2021 17:00:56;22,76;-1,87;-;18,18;19,34
12.03.2021 18:00:56;22,03;-0,56;-;30,28;31,89
12.03.2021 19:00:56;41,31;0,02;-;54,07;59,44
12.03.2021 20:00:56;51,66;1,56;-;54,28;58,18
12.03.2021 21:00:56;54,90;1,18;-;56,75;59,84
12.03.2021 22:00:56;61,76;8,13;-;73,51;85,59
12.03.2021 23:00:56;106,41;16,07;-;57,76;63,13
13.03.2021 00:00:56;91,59;11,84;-;39,69;40,72
13.03.2021 01:00:56;47,55;11,46;-;39,12;40,59
13.03.2021 02:00:56;47,93;7,57;-;36,36;37,35
13.03.2021 03:00:56;44,14;8,97;-;43,66;49,03
13.03.2021 04:00:56;49,79;11,84;-;67,09;73,89
13.03.2021 05:00:56;142,69;11,38;-;51,30;54,98
13.03.2021 06:00:56;114,14;10,07;-;60,50;69,22
13.03.2021 07:00:56;136,17;16,83;-;74,51;105,88
13.03.2021 08:00:56;172,72;27,27;-;107,25;157,24
13.03.2021 09:00:56;169,17;15,94;-;53,44;63,58
13.03.2021 10:00:56;60,86;12,16;-;40,33;44,86
13.03.2021 11:00:56;54,10;10,18;-;34,55;36,83
13.03.2021 12:00:56;55,93;9,14;-;30,06;32,02
13.03.2021 13:00:56;56,00;5,22;-;29,90;31,53
13.03.2021 14:00:56;51,17;5,17;-;27,13;28,62
13.03.2021 15:00:56;45,21;3,00;-;24,16;25,74
13.03.2021 16:00:56;41,14;3,79;-;23,77;24,80
13.03.2021 17:00:56;37,14;4,48;-;25,85;27,31
13.03.2021 18:00:56;43,76;5,07;-;55,16;57,98
13.03.2021 19:00:56;69,10;5,44;-;85,23;91,90
13.03.2021 20:00:56;133,72;12,30;-;97,82;138,39
13.03.2021 21:00:56;150,48;16,86;-;102,10;141,48
13.03.2021 22:00:56;151,97;14,71;-;93,76;115,38
13.03.2021 23:00:56;140,41;17,04;-;104,53;153,10
14.03.2021 00:00:56;168,97;18,88;-;154,42;218,42
14.03.2021 01:00:56;221,17;24,42;-;94,08;183,81
14.03.2021 02:00:56;195,00;18,22;-;89,91;162,19
14.03.2021 03:00:56;166,97;19,19;-;100,70;150,95
14.03.2021 04:00:56;142,83;14,41;-;69,04;81,63
14.03.2021 05:00:56;96,62;8,86;-;56,32;61,79
14.03.2021 06:00:56;73,76;9,83;-;65,34;87,54
14.03.2021 07:00:56;88,45;11,56;-;75,51;106,45
14.03.2021 08:00:56;93,83;10,82;-;67,05;102,48
