Tarih;Konya-Karatay;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
16.01.2021 05:00:56;18,90;8,35;689,27;27,42;30,91;10,17
16.01.2021 06:00:56;28,09;8,24;726,23;25,04;28,97;8,11
16.01.2021 07:00:56;28,82;8,47;765,29;33,54;38,51;5,74
16.01.2021 08:00:56;25,92;8,80;468,19;34,62;41,15;9,46
16.01.2021 09:00:56;15,18;8,99;384,03;28,56;34,82;13,80
16.01.2021 10:00:56;16,64;8,71;153,95;18,18;22,84;24,91
16.01.2021 11:00:56;13,90;8,29;100,88;15,11;19,10;20,57
16.01.2021 12:00:56;23,36;7,70;76,53;15,06;19,16;16,25
16.01.2021 13:00:56;27,18;7,36;155,64;16,39;21,13;17,29
16.01.2021 14:00:56;29,09;6,75;131,64;16,92;21,82;16,66
16.01.2021 15:00:56;31,54;6,90;307,92;20,74;26,61;11,92
16.01.2021 16:00:56;48,72;6,51;406,07;23,15;28,72;6,50
16.01.2021 17:00:56;65,64;6,44;447,98;28,81;34,85;4,09
16.01.2021 18:00:56;64,53;7,11;844,75;38,23;48,51;0,49
16.01.2021 19:00:56;91,72;7,48;1.059,14;35,94;45,28;0,67
16.01.2021 20:00:56;107,92;8,34;1.076,73;35,40;44,83;0,19
16.01.2021 21:00:56;94,29;8,36;619,22;28,48;33,42;3,75
16.01.2021 22:00:56;65,28;8,09;440,38;22,28;27,03;8,86
16.01.2021 23:00:56;46,04;8,07;316,97;19,54;23,29;15,15
17.01.2021 00:00:56;19,82;7,48;494,36;10,71;14,09;39,12
17.01.2021 01:00:56;7,73;7,25;464,93;8,62;11,43;38,47
17.01.2021 02:00:56;4,82;6,98;481,27;8,72;11,45;38,18
17.01.2021 03:00:56;2,91;6,54;530,16;10,09;12,88;24,20
17.01.2021 04:00:56;2,27;6,73;683,95;15,23;18,76;21,52
17.01.2021 05:00:56;5,00;6,48;752,55;25,63;28,29;11,10
17.01.2021 06:00:56;-;6,78;545,88;17,50;20,45;15,54
17.01.2021 07:00:56;-;6,39;503,90;14,07;17,71;15,82
17.01.2021 08:00:56;-;6,12;559,64;18,59;21,57;20,67
17.01.2021 09:00:56;-;5,77;519,85;18,74;22,66;27,47
17.01.2021 10:00:56;-;5,39;716,00;29,86;39,29;19,83
17.01.2021 11:00:56;-;4,58;534,14;18,52;23,70;30,62
17.01.2021 12:00:56;-;4,90;515,80;14,46;18,59;28,23
17.01.2021 13:00:56;-;5,01;507,85;15,17;19,40;30,37
17.01.2021 14:00:56;-;4,26;518,64;14,52;18,50;28,19
17.01.2021 15:00:56;-;4,57;504,03;12,69;16,38;34,72
17.01.2021 16:00:56;-;3,96;458,59;13,38;16,29;33,53
17.01.2021 17:00:56;-;2,86;430,75;13,06;15,88;34,61
17.01.2021 18:00:56;-;1,48;424,81;11,46;14,31;36,83
17.01.2021 19:00:56;-;0,54;499,46;15,52;18,49;30,99
17.01.2021 20:00:56;-;-2,20;1.706,75;21,47;25,02;29,19
17.01.2021 21:00:56;-;-2,47;916,15;19,51;23,06;31,22
17.01.2021 22:00:56;-;-2,41;789,54;12,90;16,64;34,81
17.01.2021 23:00:56;-;-2,32;989,20;20,34;24,29;24,38
18.01.2021 00:00:56;-;6,14;1.337,96;23,05;26,39;27,09
18.01.2021 01:00:56;-;5,79;982,66;18,62;22,34;22,01
18.01.2021 02:00:56;-;6,99;877,60;18,99;21,66;22,34
18.01.2021 03:00:56;-;6,72;705,02;11,36;14,18;34,42
18.01.2021 04:00:56;-;5,69;2.475,90;8,95;11,60;33,66
18.01.2021 05:00:56;-;5,57;1.036,53;8,88;11,63;29,19
18.01.2021 06:00:56;-;6,25;2.591,95;17,21;20,83;25,24
18.01.2021 07:00:56;-;5,52;3.745,28;28,50;36,36;15,90
18.01.2021 08:00:56;-;6,00;4.592,09;36,97;51,39;13,79
18.01.2021 09:00:56;-;5,15;4.642,48;34,06;48,07;20,97
18.01.2021 10:00:56;-;5,00;5.611,03;30,31;41,64;28,47
18.01.2021 11:00:56;-;5,18;1.768,71;20,94;26,98;30,69
18.01.2021 12:00:56;-;5,56;1.076,89;21,22;27,12;25,25
18.01.2021 13:00:56;-;6,26;1.502,64;23,16;28,02;27,00
18.01.2021 14:00:56;-;6,09;828,10;23,24;29,03;24,66
18.01.2021 15:00:56;-;5,64;1.279,29;22,57;28,73;22,97
18.01.2021 16:00:56;-;5,15;1.568,53;18,63;23,02;30,00
18.01.2021 17:00:56;-;5,18;1.043,01;23,10;27,22;23,15
18.01.2021 18:00:56;-;5,59;2.002,35;36,68;41,46;6,76
18.01.2021 19:00:56;-;5,36;4.263,07;42,96;48,46;12,37
18.01.2021 20:00:56;-;5,44;2.795,22;34,56;38,49;11,56
18.01.2021 21:00:56;-;5,33;4.152,95;46,09;50,46;5,71
18.01.2021 22:00:56;-;5,00;2.137,90;31,73;34,98;12,97
18.01.2021 23:00:56;-;5,15;1.637,82;31,03;34,59;5,78
19.01.2021 00:00:56;-;6,25;1.114,99;26,05;29,80;8,22
19.01.2021 01:00:56;-;6,31;1.125,44;23,46;27,10;20,82
19.01.2021 02:00:56;-;5,40;8.125,06;37,77;41,12;18,92
19.01.2021 03:00:56;-;5,06;7.751,45;15,66;19,26;27,08
19.01.2021 04:00:56;-;4,57;2.277,28;17,16;19,76;15,94
19.01.2021 05:00:56;-;4,03;2.983,30;15,20;18,07;19,41
19.01.2021 06:00:56;-;3,03;2.983,13;7,95;11,27;28,68
19.01.2021 07:00:56;-;2,88;2.148,72;27,03;31,22;10,84
19.01.2021 08:00:56;-;2,91;2.252,81;43,88;51,02;0,08
19.01.2021 09:00:56;-;3,49;3.919,88;40,07;50,91;0,08
19.01.2021 10:00:56;-;3,98;5.304,05;35,90;47,22;1,19
19.01.2021 11:00:56;-;4,15;3.975,42;23,28;29,68;27,03
19.01.2021 12:00:56;-;4,37;2.699,84;15,32;19,93;47,33
19.01.2021 13:00:56;-;5,11;2.014,39;12,50;16,73;44,72
19.01.2021 14:00:56;-;5,88;1.673,45;11,82;15,27;41,72
19.01.2021 15:00:56;-;5,85;1.427,31;13,00;16,80;43,78
19.01.2021 16:00:56;-;6,48;1.660,29;15,14;18,53;41,45
19.01.2021 17:00:56;-;6,36;1.072,83;19,93;23,18;33,23
19.01.2021 18:00:56;-;7,08;3.599,54;30,50;34,29;23,04
19.01.2021 19:00:56;-;7,11;4.155,23;45,44;50,33;23,60
19.01.2021 20:00:56;-;8,04;9.693,26;57,51;69,63;11,00
19.01.2021 21:00:56;-;6,88;9.762,65;47,94;55,12;22,51
19.01.2021 22:00:56;-;6,38;5.843,68;25,92;29,54;35,15
19.01.2021 23:00:56;-;7,10;4.216,84;29,01;32,25;32,12
20.01.2021 00:00:56;-;6,48;323,62;25,99;29,20;34,11
20.01.2021 01:00:56;-;6,44;126,96;20,79;24,39;38,58
20.01.2021 02:00:56;-;5,50;821,62;13,36;16,67;44,36
20.01.2021 03:00:56;-;4,63;22,29;10,05;13,20;47,11
20.01.2021 04:00:56;-;4,34;0,00;11,74;14,78;44,74
20.01.2021 05:00:56;-;4,09;1,20;15,03;18,35;43,59
20.01.2021 06:00:56;-;3,75;14,01;23,66;27,41;36,24
20.01.2021 07:00:56;-;4,13;39,94;39,28;44,93;25,81
20.01.2021 08:00:56;-;4,58;1.479,75;60,78;79,94;13,20
20.01.2021 09:00:56;-;4,82;257,07;51,90;67,72;23,37
20.01.2021 10:00:56;-;2,64;21,00;23,16;28,64;43,20
20.01.2021 11:00:56;-;3,05;7,09;18,66;23,61;43,58
20.01.2021 12:00:56;-;4,33;10,64;18,30;23,21;45,01
20.01.2021 13:00:56;-;5,05;9,15;17,52;22,20;50,09
20.01.2021 14:00:56;-;5,60;1,35;12,54;16,24;52,06
20.01.2021 15:00:56;-;6,40;13,21;13,42;17,41;49,74
20.01.2021 16:00:56;-;7,09;21,41;15,04;18,36;49,72
20.01.2021 17:00:56;-;7,17;22,48;18,88;22,16;39,96
20.01.2021 18:00:56;-;10,27;376,24;37,30;41,74;19,54
20.01.2021 19:00:56;-;20,79;497,87;49,48;55,21;11,87
20.01.2021 20:00:56;-;20,23;5.055,45;59,28;72,46;5,62
20.01.2021 21:00:56;-;20,09;9.899,91;57,26;66,19;6,56
20.01.2021 22:00:56;-;23,02;8.197,22;54,00;62,24;22,72
20.01.2021 23:00:56;-;21,89;12.339,56;44,30;49,87;29,94
21.01.2021 00:00:56;-;16,33;7.734,27;43,34;49,90;29,61
21.01.2021 01:00:56;-;22,17;23.892,55;46,37;58,25;18,67
21.01.2021 02:00:56;-;16,00;12.453,16;37,54;41,22;13,19
21.01.2021 03:00:56;-;21,92;18.721,04;48,66;95,19;8,39
21.01.2021 04:00:56;-;20,07;21.343,25;46,00;101,63;8,08
21.01.2021 05:00:56;-;18,37;26.857,44;41,08;94,11;7,63
21.01.2021 06:00:56;-;20,19;16.957,79;38,77;86,50;7,65
21.01.2021 07:00:56;-;13,88;20.200,40;39,05;111,32;7,15
21.01.2021 08:00:56;-;14,31;16.321,35;47,40;173,27;11,90
21.01.2021 09:00:56;-;13,43;22.258,14;60,29;208,65;8,66
21.01.2021 10:00:56;-;-;-;-;-;-
21.01.2021 11:00:56;-;-;-;-;-;-
21.01.2021 12:00:56;45,56;8,63;21.471,28;25,90;33,02;30,29
21.01.2021 13:00:56;20,64;12,34;13.943,50;17,05;21,64;36,19
21.01.2021 14:00:56;17,09;14,31;4.179,29;15,80;19,85;38,70
21.01.2021 15:00:56;18,54;16,74;2.325,74;21,67;26,10;37,71
21.01.2021 16:00:56;24,72;18,67;2.515,97;25,99;30,94;31,87
21.01.2021 17:00:56;32,54;19,61;1.823,73;30,58;34,40;41,34
21.01.2021 18:00:56;40,71;25,56;2.407,16;54,68;72,12;30,33
21.01.2021 19:00:56;70,80;35,19;3.073,06;61,06;108,19;24,76
21.01.2021 20:00:56;101,71;39,14;3.714,21;61,99;204,66;29,48
21.01.2021 21:00:56;130,90;38,79;4.721,37;67,87;393,86;18,41
21.01.2021 22:00:56;152,62;44,93;6.216,90;60,27;330,19;26,92
21.01.2021 23:00:56;178,13;40,55;6.082,96;53,58;231,32;23,44
22.01.2021 00:00:56;172,42;40,07;6.644,57;51,67;257,18;8,29
22.01.2021 01:00:56;227,27;37,12;8.143,36;48,16;270,54;10,84
22.01.2021 02:00:56;227,92;34,73;8.100,15;48,59;256,04;4,30
22.01.2021 03:00:56;201,21;29,83;6.268,11;48,50;212,18;2,45
22.01.2021 04:00:56;136,04;21,39;4.197,12;45,06;124,10;3,96
22.01.2021 05:00:56;66,00;19,26;3.589,07;43,91;102,65;3,43
22.01.2021 06:00:56;66,72;16,16;3.084,22;44,28;117,54;0,36
22.01.2021 07:00:56;73,01;16,08;2.924,93;47,18;144,21;0,02
22.01.2021 08:00:56;65,26;18,20;3.867,13;51,47;233,39;0,47
22.01.2021 09:00:56;89,81;22,21;4.217,21;72,71;256,26;1,45
22.01.2021 10:00:56;111,07;17,79;2.751,43;72,36;146,05;1,83
22.01.2021 11:00:56;140,28;28,86;2.226,78;68,36;120,63;1,97
22.01.2021 12:00:56;119,38;22,38;2.155,56;60,75;88,10;2,41
22.01.2021 13:00:56;80,65;21,38;1.881,04;38,33;47,47;20,41
22.01.2021 14:00:56;53,93;17,84;1.590,21;22,22;27,03;33,13
22.01.2021 15:00:56;22,19;16,26;1.494,28;19,44;23,26;33,03
22.01.2021 16:00:56;14,45;16,03;1.478,61;21,42;25,68;31,80
22.01.2021 17:00:56;19,72;16,96;1.671,69;30,53;34,58;20,85
22.01.2021 18:00:56;34,41;21,61;2.594,69;58,37;88,11;7,08
22.01.2021 19:00:56;114,51;26,16;3.567,35;66,53;219,50;5,03
22.01.2021 20:00:56;172,98;29,23;4.692,18;75,25;494,48;5,93
22.01.2021 21:00:56;207,25;36,23;7.080,70;80,87;646,39;5,81
22.01.2021 22:00:56;249,91;42,50;8.561,00;74,05;620,98;8,61
22.01.2021 23:00:56;250,09;49,69;9.303,22;74,84;589,90;8,80
23.01.2021 00:00:56;266,26;39,32;7.903,43;74,58;617,74;9,16
23.01.2021 01:00:56;291,26;36,98;8.763,80;61,05;575,64;10,28
23.01.2021 02:00:56;318,43;37,98;10.918,45;58,60;553,10;6,75
23.01.2021 03:00:56;361,37;40,21;11.614,33;53,01;510,15;7,74
23.01.2021 04:00:56;342,38;34,75;11.464,99;48,16;481,59;8,67
23.01.2021 05:00:56;312,11;32,50;10.629,00;48,98;455,53;4,87
23.01.2021 06:00:56;267,31;29,20;8.719,73;48,32;415,10;1,34
23.01.2021 07:00:56;204,76;26,40;6.467,91;47,62;455,61;0,09
23.01.2021 08:00:56;152,63;28,69;5.757,82;57,71;445,38;0,05
23.01.2021 09:00:56;151,32;21,93;2.890,18;65,82;273,89;1,28
23.01.2021 10:00:56;76,80;20,81;2.335,00;89,17;201,83;2,32
23.01.2021 11:00:56;103,01;24,05;1.203,64;85,59;141,61;0,88
23.01.2021 12:00:56;79,93;20,72;132,91;50,69;67,97;4,79
23.01.2021 13:00:56;48,28;17,06;0,01;34,29;41,72;17,07
23.01.2021 14:00:56;40,46;14,79;0,01;26,71;32,59;20,53
23.01.2021 15:00:56;33,92;13,72;0,00;19,58;23,50;26,97
23.01.2021 16:00:56;22,64;13,11;0,00;17,68;21,16;27,93
23.01.2021 17:00:56;18,82;12,98;33,54;21,81;24,78;18,64
23.01.2021 18:00:56;21,07;16,12;512,46;54,21;71,59;1,48
23.01.2021 19:00:56;63,81;16,53;644,12;60,56;147,00;1,40
23.01.2021 20:00:56;88,15;20,41;2.213,85;59,44;256,07;7,38
23.01.2021 21:00:56;156,06;24,54;4.433,72;54,60;262,14;8,36
23.01.2021 22:00:56;215,46;27,92;5.482,00;53,18;229,51;8,52
23.01.2021 23:00:56;200,58;27,96;5.752,70;48,64;233,57;11,56
24.01.2021 00:00:56;211,34;28,43;7.420,36;48,19;274,57;8,03
24.01.2021 01:00:56;248,53;32,40;8.356,12;46,92;235,59;9,66
24.01.2021 02:00:56;286,35;35,70;9.557,60;43,84;242,89;8,43
24.01.2021 03:00:56;312,35;36,92;10.788,15;41,96;222,92;8,28
24.01.2021 04:00:56;329,40;35,88;8.869,34;44,93;228,48;9,72
24.01.2021 05:00:56;250,98;31,38;3.269,14;45,06;141,13;10,98
24.01.2021 06:00:56;128,73;30,81;2.712,74;39,46;114,94;10,98
24.01.2021 07:00:56;116,54;29,26;3.073,91;40,21;128,64;8,56
24.01.2021 08:00:56;117,30;24,96;1.455,72;39,83;83,49;9,91
24.01.2021 09:00:56;70,63;21,51;1.227,89;41,07;75,38;9,95
24.01.2021 10:00:56;78,18;22,75;1.541,88;53,73;83,46;9,91
24.01.2021 11:00:56;85,93;20,51;707,83;37,47;47,33;12,86
24.01.2021 12:00:56;42,29;14,69;53,86;17,77;21,93;23,88
24.01.2021 13:00:56;14,64;11,64;0,27;13,46;17,21;24,55
24.01.2021 14:00:56;10,82;10,61;0,00;13,57;16,87;30,16
24.01.2021 15:00:56;8,82;9,98;0,00;12,81;16,89;33,64
24.01.2021 16:00:56;7,09;10,58;21,51;16,15;19,63;29,32
24.01.2021 17:00:56;9,27;11,07;101,37;20,48;23,97;25,40
24.01.2021 18:00:56;21,01;11,92;33,21;19,69;22,91;28,46
24.01.2021 19:00:56;11,45;12,69;193,90;24,04;27,16;21,18
24.01.2021 20:00:56;19,16;14,03;789,90;44,87;49,87;3,76
24.01.2021 21:00:56;48,74;14,72;466,30;31,42;34,95;16,06
24.01.2021 22:00:56;24,64;14,01;244,82;24,51;28,14;11,26
24.01.2021 23:00:56;11,87;13,70;382,04;25,80;29,28;6,71
25.01.2021 00:00:56;23,81;14,42;1.073,13;24,55;28,17;16,39
25.01.2021 01:00:56;32,36;14,30;1.168,63;23,19;26,61;13,94
25.01.2021 02:00:56;34,94;13,89;5.102,45;24,08;27,55;13,42
25.01.2021 03:00:56;23,37;13,62;1.264,62;19,68;23,24;19,86
25.01.2021 04:00:56;17,09;13,12;971,00;17,46;20,60;20,92
25.01.2021 05:00:56;17,64;12,20;790,19;19,45;22,99;13,65
25.01.2021 06:00:56;14,09;12,10;819,55;23,48;27,63;10,39
25.01.2021 07:00:56;15,45;11,43;884,76;42,19;53,00;3,85
25.01.2021 08:00:56;20,27;11,19;843,78;46,69;55,96;1,43
25.01.2021 09:00:56;24,45;12,45;998,60;52,44;81,65;2,93
25.01.2021 10:00:56;37,73;11,52;765,23;42,47;52,97;5,39
25.01.2021 11:00:56;26,50;11,62;788,03;44,47;58,31;3,66
25.01.2021 12:00:56;42,18;11,42;832,95;45,72;58,35;2,63
25.01.2021 13:00:56;42,92;10,65;685,03;39,75;49,90;5,42
25.01.2021 14:00:56;31,38;9,61;561,68;33,93;42,12;13,55
25.01.2021 15:00:56;27,35;10,16;987,47;56,98;86,25;5,54
25.01.2021 16:00:56;48,80;9,74;887,47;52,06;72,75;13,06
25.01.2021 17:00:56;25,47;9,49;668,55;40,06;45,67;15,41
25.01.2021 18:00:56;19,29;9,38;556,44;38,41;43,03;9,17
25.01.2021 19:00:56;12,09;9,10;564,36;33,09;37,69;12,37
25.01.2021 20:00:56;12,82;9,29;503,73;24,53;27,96;12,73
25.01.2021 21:00:56;10,82;9,05;456,92;18,82;22,17;19,77
25.01.2021 22:00:56;9,79;8,94;647,02;23,47;26,62;10,62
25.01.2021 23:00:56;18,51;9,73;703,55;23,96;27,42;8,87
26.01.2021 00:00:56;24,74;11,30;806,20;21,15;24,23;14,89
26.01.2021 01:00:56;21,56;10,82;748,31;19,36;22,67;7,20
26.01.2021 02:00:56;16,82;11,37;840,53;18,63;21,66;19,25
26.01.2021 03:00:56;15,18;11,48;959,03;18,26;21,95;1,62
26.01.2021 04:00:56;16,65;10,80;675,15;16,38;19,19;13,50
26.01.2021 05:00:56;12,82;10,80;566,52;16,39;19,77;15,31
26.01.2021 06:00:56;10,65;10,72;704,34;22,48;25,89;5,96
26.01.2021 07:00:56;8,06;11,33;1.066,72;43,45;60,26;3,41
26.01.2021 08:00:56;19,71;11,89;1.247,69;50,04;72,65;3,62
26.01.2021 09:00:56;26,21;11,06;834,43;38,21;45,29;8,07
26.01.2021 10:00:56;19,32;10,78;1.096,42;50,30;74,19;3,77
26.01.2021 11:00:56;32,38;10,79;822,24;40,53;51,20;16,06
26.01.2021 12:00:56;25,38;10,95;493,62;20,29;24,80;29,75
26.01.2021 13:00:56;18,65;10,35;421,10;16,13;19,72;28,56
26.01.2021 14:00:56;14,74;10,31;451,64;17,95;21,83;25,60
26.01.2021 15:00:56;11,91;9,68;432,19;14,38;17,43;28,73
26.01.2021 16:00:56;10,82;9,65;441,63;16,98;20,71;26,55
26.01.2021 17:00:56;9,09;9,49;438,13;17,11;20,50;22,34
26.01.2021 18:00:56;10,18;9,23;450,30;19,01;23,23;19,61
26.01.2021 19:00:56;11,91;9,44;434,23;19,16;22,64;19,48
26.01.2021 20:00:56;11,44;9,47;427,22;16,48;19,72;23,92
26.01.2021 21:00:56;15,38;9,15;412,14;12,25;15,17;28,65
26.01.2021 22:00:56;9,09;9,46;416,26;11,44;14,61;23,60
26.01.2021 23:00:56;10,14;9,76;376,36;10,28;13,51;23,53
27.01.2021 00:00:56;11,91;9,43;448,98;9,65;12,76;31,85
27.01.2021 01:00:56;11,00;9,77;429,60;9,02;11,52;22,18
27.01.2021 02:00:56;11,09;9,28;410,37;8,92;11,50;28,82
27.01.2021 03:00:56;11,91;9,32;407,42;7,40;10,15;26,94
27.01.2021 04:00:56;11,00;8,80;384,17;7,03;10,15;27,06
27.01.2021 05:00:56;10,91;9,19;386,71;7,28;10,64;25,86
27.01.2021 06:00:56;9,56;9,54;424,63;8,16;10,99;27,13
27.01.2021 07:00:56;5,18;9,33;431,15;14,50;18,22;23,90
27.01.2021 08:00:56;7,44;9,57;473,41;15,72;19,36;17,84
27.01.2021 09:00:56;12,00;9,40;467,32;15,13;18,89;23,32
27.01.2021 10:00:56;13,15;8,72;446,17;12,50;16,83;31,43
27.01.2021 11:00:56;25,44;8,67;448,23;10,10;13,90;35,82
27.01.2021 12:00:56;30,26;7,80;411,92;8,95;12,30;36,89
27.01.2021 13:00:56;32,29;6,99;407,52;8,49;11,89;34,76
27.01.2021 14:00:56;24,56;6,38;433,72;9,02;12,45;30,66
27.01.2021 15:00:56;19,21;6,93;447,87;10,42;13,62;31,94
27.01.2021 16:00:56;10,74;6,85;511,07;11,64;14,86;29,33
27.01.2021 17:00:56;8,09;7,14;548,27;16,25;19,43;25,11
27.01.2021 18:00:56;9,26;7,67;547,90;21,04;24,20;17,38
27.01.2021 19:00:56;11,82;7,97;519,15;17,19;20,22;29,33
27.01.2021 20:00:56;9,56;8,20;564,87;18,81;21,50;24,08
27.01.2021 21:00:56;5,09;8,38;584,16;18,01;20,65;22,68
27.01.2021 22:00:56;6,18;8,45;504,87;10,92;14,04;32,53
27.01.2021 23:00:56;7,71;8,96;494,90;9,83;13,15;28,30
28.01.2021 00:00:56;3,74;8,32;509,39;8,74;11,45;25,04
28.01.2021 01:00:56;0,91;8,18;542,18;8,09;10,67;32,26
28.01.2021 02:00:56;0,35;8,49;544,19;6,57;9,14;33,60
28.01.2021 03:00:56;4,18;8,45;578,97;8,24;11,19;26,13
28.01.2021 04:00:56;5,91;8,97;564,52;9,46;12,24;26,11
28.01.2021 05:00:56;4,74;8,40;577,26;10,11;12,94;23,25
28.01.2021 06:00:56;1,82;8,68;679,01;16,44;19,76;20,01
28.01.2021 07:00:56;1,50;8,75;853,46;38,18;63,44;12,59
28.01.2021 08:00:56;18,67;11,97;1.651,94;66,56;164,24;0,46
28.01.2021 09:00:56;34,24;11,27;1.064,59;53,30;75,32;8,70
28.01.2021 10:00:56;15,56;9,78;637,87;26,52;32,72;21,68
28.01.2021 11:00:56;10,56;9,35;548,21;17,09;21,28;22,55
28.01.2021 12:00:56;5,74;8,78;520,94;14,19;18,78;32,28
28.01.2021 13:00:56;3,00;7,90;464,31;12,24;16,56;22,19
28.01.2021 14:00:56;3,00;7,74;496,48;13,51;18,09;30,73
28.01.2021 15:00:56;3,00;7,63;482,31;13,11;16,56;29,70
28.01.2021 16:00:56;2,82;8,25;488,63;15,51;19,91;26,81
28.01.2021 17:00:56;1,35;8,01;537,11;22,75;27,37;25,02
28.01.2021 18:00:56;6,23;8,80;760,91;39,97;47,95;12,66
28.01.2021 19:00:56;20,41;13,46;1.058,77;48,16;55,11;8,75
28.01.2021 20:00:56;34,47;14,10;1.125,05;46,28;51,34;6,27
28.01.2021 21:00:56;29,62;14,28;1.251,34;48,63;58,77;2,42
28.01.2021 22:00:56;34,68;11,02;929,63;34,02;37,36;3,96
28.01.2021 23:00:56;22,38;13,50;1.044,62;43,14;49,11;9,05
29.01.2021 00:00:56;39,65;12,88;980,81;44,25;51,47;7,13
29.01.2021 01:00:56;33,80;11,87;732,87;27,30;31,35;14,32
29.01.2021 02:00:56;11,00;10,47;603,87;23,26;26,30;12,70
29.01.2021 03:00:56;10,74;10,12;564,84;20,84;24,03;12,08
29.01.2021 04:00:56;7,74;9,50;554,36;19,18;23,13;12,22
29.01.2021 05:00:56;5,09;9,88;614,39;19,14;22,44;15,73
29.01.2021 06:00:56;6,26;12,87;822,38;36,50;41,95;14,61
29.01.2021 07:00:56;9,00;11,39;617,97;43,49;53,02;9,55
29.01.2021 08:00:56;10,15;13,40;1.215,52;63,05;123,80;0,67
29.01.2021 09:00:56;22,88;13,14;1.077,67;57,60;96,51;3,92
29.01.2021 10:00:56;31,29;9,55;665,98;36,13;46,16;12,97
29.01.2021 11:00:56;24,18;11,23;554,12;31,46;41,66;14,76
29.01.2021 12:00:56;25,03;13,55;417,25;24,68;30,82;11,48
29.01.2021 13:00:56;14,21;10,48;342,47;12,22;15,77;22,79
29.01.2021 14:00:56;6,00;10,37;335,35;14,85;18,83;26,09
29.01.2021 15:00:56;5,91;8,28;329,12;13,93;17,68;27,89
29.01.2021 16:00:56;5,18;7,52;369,25;17,34;21,87;24,69
29.01.2021 17:00:56;7,00;8,96;382,27;24,78;29,68;20,94
29.01.2021 18:00:56;8,50;13,78;740,20;53,35;63,04;2,59
29.01.2021 19:00:56;27,35;20,11;1.237,37;66,38;87,44;0,91
29.01.2021 20:00:56;62,62;25,53;1.704,82;70,56;115,88;0,04
29.01.2021 21:00:56;67,06;32,61;1.577,75;69,28;93,73;1,16
29.01.2021 22:00:56;45,77;25,79;1.350,17;49,53;55,28;12,26
29.01.2021 23:00:56;33,63;24,88;1.476,50;48,39;54,18;5,05
30.01.2021 00:00:56;42,97;29,24;1.768,37;44,19;49,67;4,58
30.01.2021 01:00:56;53,71;30,51;2.116,11;38,86;43,24;1,06
30.01.2021 02:00:56;58,53;22,97;1.775,02;32,25;35,74;2,61
30.01.2021 03:00:56;37,05;26,22;2.002,47;42,94;52,41;0,31
30.01.2021 04:00:56;78,21;19,90;1.602,93;43,08;58,92;0,01
30.01.2021 05:00:56;69,65;21,75;2.065,83;44,00;66,34;0,01
30.01.2021 06:00:56;63,27;15,69;1.448,97;35,98;46,58;0,02
30.01.2021 07:00:56;35,09;13,16;1.172,29;37,94;69,00;0,00
30.01.2021 08:00:56;38,29;17,63;1.614,24;42,87;97,44;0,00
30.01.2021 09:00:56;62,88;22,96;1.849,68;45,78;112,32;0,00
30.01.2021 10:00:56;69,00;18,16;1.222,68;43,59;71,40;0,00
30.01.2021 11:00:56;37,38;17,84;945,33;37,22;50,25;1,07
30.01.2021 12:00:56;30,91;16,78;745,56;35,17;46,90;3,16
30.01.2021 13:00:56;29,12;14,73;560,75;25,71;32,94;5,12
30.01.2021 14:00:56;21,50;16,65;801,81;31,19;38,89;4,43
30.01.2021 15:00:56;37,00;17,54;876,08;34,15;41,03;4,03
30.01.2021 16:00:56;37,79;14,54;1.236,85;45,36;61,75;0,47
30.01.2021 17:00:56;44,41;12,08;916,58;41,67;51,15;4,65
30.01.2021 18:00:56;27,12;11,06;560,61;30,84;36,66;9,06
30.01.2021 19:00:56;17,38;10,55;507,42;24,85;28,71;11,73
30.01.2021 20:00:56;11,88;10,63;710,47;26,29;29,50;3,80
30.01.2021 21:00:56;21,35;10,63;825,90;28,42;31,85;1,95
30.01.2021 22:00:56;25,44;10,32;1.035,19;33,65;37,61;0,64
30.01.2021 23:00:56;30,91;10,39;1.252,63;32,84;37,65;1,36
31.01.2021 00:00:56;42,47;8,57;1.491,57;33,90;38,53;1,07
31.01.2021 01:00:56;36,56;8,58;1.311,19;26,44;30,28;2,67
31.01.2021 02:00:56;32,26;8,25;1.483,82;27,91;32,28;0,31
31.01.2021 03:00:56;34,56;8,08;1.181,31;35,31;39,38;3,76
31.01.2021 04:00:56;28,50;8,23;1.113,57;30,32;34,97;5,45
31.01.2021 05:00:56;12,56;7,72;980,46;21,40;25,11;6,18
31.01.2021 06:00:56;7,82;8,19;991,39;20,95;23,98;1,87
31.01.2021 07:00:56;6,53;7,57;1.203,47;30,75;35,67;1,54
31.01.2021 08:00:56;11,91;7,62;887,82;23,21;26,94;0,97
31.01.2021 09:00:56;10,74;7,56;810,44;23,17;28,02;2,74
31.01.2021 10:00:56;8,26;7,26;698,76;18,18;23,25;8,99
31.01.2021 11:00:56;12,23;6,24;934,03;27,17;34,13;9,72
31.01.2021 12:00:56;23,59;6,85;572,09;14,48;18,52;19,12
31.01.2021 13:00:56;8,65;6,54;447,30;9,94;13,32;8,50
31.01.2021 14:00:56;4,65;6,51;403,91;9,95;12,91;8,37
31.01.2021 15:00:56;1,00;6,47;407,73;9,46;12,34;13,87
31.01.2021 16:00:56;1,00;6,17;415,49;10,71;13,49;15,55
