Tarih;Konya-Karatay;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
03.05.2021 14:00:56;-;-;-;-;-;-
03.05.2021 15:00:56;-;-;-;-;-;-
03.05.2021 16:00:56;-;-;-;-;-;-
03.05.2021 17:00:56;-;-;-;-;-;-
03.05.2021 18:00:56;-;-;-;-;-;-
03.05.2021 19:00:56;-;-;-;-;-;-
03.05.2021 20:00:56;-;-;-;-;-;-
03.05.2021 21:00:56;-;-;-;-;-;-
03.05.2021 22:00:56;-;-;-;-;-;-
03.05.2021 23:00:56;-;-;-;-;-;-
04.05.2021 00:00:56;-;-;-;-;-;-
04.05.2021 01:00:56;-;-;-;-;-;-
04.05.2021 02:00:56;-;-;-;-;-;-
04.05.2021 03:00:56;-;-;-;-;-;-
04.05.2021 04:00:56;-;-;-;-;-;-
04.05.2021 05:00:56;-;-;-;-;-;-
04.05.2021 06:00:56;-;-;-;-;-;-
04.05.2021 07:00:56;-;-;-;-;-;-
04.05.2021 08:00:56;-;-;-;-;-;-
04.05.2021 09:00:56;-;-;-;-;-;-
04.05.2021 10:00:56;-;-;-;-;-;-
04.05.2021 11:00:56;-;-;-;-;-;-
04.05.2021 12:00:56;-;-;-;-;-;-
04.05.2021 13:00:56;-;-;-;-;-;-
04.05.2021 14:00:56;-;-;-;-;-;-
04.05.2021 15:00:56;-;-;-;-;-;-
04.05.2021 16:00:56;-;-;-;-;-;-
04.05.2021 17:00:56;-;-;-;-;-;-
04.05.2021 18:00:56;-;-;-;-;-;-
04.05.2021 19:00:56;-;-;-;-;-;-
04.05.2021 20:00:56;-;-;-;-;-;-
04.05.2021 21:00:56;-;-;-;-;-;-
04.05.2021 22:00:56;-;-;-;-;-;-
04.05.2021 23:00:56;-;-;-;-;-;-
05.05.2021 00:00:56;-;-;-;-;-;-
05.05.2021 01:00:56;-;-;-;-;-;-
05.05.2021 02:00:56;-;-;-;-;-;-
05.05.2021 03:00:56;-;-;-;-;-;-
05.05.2021 04:00:56;-;-;-;-;-;-
05.05.2021 05:00:56;-;-;-;-;-;-
05.05.2021 06:00:56;-;-;-;-;-;-
05.05.2021 07:00:56;-;-;-;-;-;-
05.05.2021 08:00:56;-;-;-;-;-;-
05.05.2021 09:00:56;-;-;-;-;-;-
05.05.2021 10:00:56;-;-;-;-;-;-
05.05.2021 11:00:56;10,97;4,73;-;15,95;19,10;-
05.05.2021 12:00:56;51,22;4,48;-;12,08;15,06;-
05.05.2021 13:00:56;25,67;4,98;-;10,82;13,96;-
05.05.2021 14:00:56;20,93;5,56;-;10,71;13,90;-
05.05.2021 15:00:56;20,66;6,23;-;10,76;13,52;-
05.05.2021 16:00:56;29,87;7,50;-;11,76;14,90;-
05.05.2021 17:00:56;28,07;8,60;-;12,93;16,13;-
05.05.2021 18:00:56;28,54;8,40;-;13,42;16,67;-
05.05.2021 19:00:56;22,59;8,25;-;15,82;18,46;-
05.05.2021 20:00:56;31,13;8,04;-;15,90;18,59;-
05.05.2021 21:00:56;32,87;8,32;-;14,42;17,84;-
05.05.2021 22:00:56;31,93;8,23;-;16,15;19,52;-
05.05.2021 23:00:56;45,13;6,72;-;23,52;26,99;-
06.05.2021 00:00:56;47,26;6,96;-;44,44;54,45;-
06.05.2021 01:00:56;49,18;4,67;-;32,87;36,51;-
06.05.2021 02:00:56;22,60;3,59;-;17,94;20,70;-
06.05.2021 03:00:56;17,40;4,19;-;15,91;18,62;-
06.05.2021 04:00:56;22,34;3,51;-;15,71;18,60;-
06.05.2021 05:00:56;13,20;3,37;-;12,84;15,77;-
06.05.2021 06:00:56;16,93;3,13;-;28,14;30,94;-
06.05.2021 07:00:56;31,19;4,15;-;40,50;45,12;-
06.05.2021 08:00:56;48,53;4,06;-;44,64;52,15;-
06.05.2021 09:00:56;56,33;3,75;-;53,80;72,35;-
06.05.2021 10:00:56;60,67;3,01;-;52,15;67,52;-
06.05.2021 11:00:56;54,48;3,52;-;36,62;41,42;-
06.05.2021 12:00:56;32,87;4,39;-;20,59;23,93;-
06.05.2021 13:00:56;30,54;5,74;-;16,31;19,42;-
06.05.2021 14:00:56;24,66;6,53;-;16,03;19,27;-
06.05.2021 15:00:56;33,87;6,50;-;22,43;25,91;-
06.05.2021 16:00:56;32,00;6,98;-;18,22;21,74;-
06.05.2021 17:00:56;33,32;6,84;-;15,87;18,82;-
06.05.2021 18:00:56;50,35;5,92;-;16,25;19,19;-
06.05.2021 19:00:56;26,54;4,81;-;16,31;19,71;-
06.05.2021 20:00:56;20,73;4,72;-;16,55;19,72;-
06.05.2021 21:00:56;30,80;5,68;-;14,87;17,91;-
06.05.2021 22:00:56;27,21;5,36;-;16,37;19,77;-
06.05.2021 23:00:56;16,07;5,09;-;20,65;24,02;-
07.05.2021 00:00:56;17,79;5,29;-;22,36;25,59;-
07.05.2021 01:00:56;28,81;3,80;-;33,60;37,23;-
07.05.2021 02:00:56;25,80;3,34;-;39,35;44,67;-
07.05.2021 03:00:56;22,54;3,33;-;23,13;26,28;-
07.05.2021 04:00:56;15,27;3,44;-;16,38;19,36;-
07.05.2021 05:00:56;5,07;3,06;-;16,57;20,06;-
07.05.2021 06:00:56;7,26;3,04;-;20,36;23,87;-
07.05.2021 07:00:56;24,67;1,93;-;29,17;34,63;-
07.05.2021 08:00:56;20,07;2,63;-;26,96;31,30;-
07.05.2021 09:00:56;20,67;3,55;-;20,89;24,15;-
07.05.2021 10:00:56;16,66;3,87;-;18,88;21,90;-
07.05.2021 11:00:56;26,13;4,34;-;11,32;14,29;-
07.05.2021 12:00:56;27,60;4,63;-;9,73;12,56;-
07.05.2021 13:00:56;21,67;5,74;-;10,25;13,26;-
07.05.2021 14:00:56;17,00;6,53;-;10,07;13,26;-
07.05.2021 15:00:56;16,80;6,53;-;10,25;13,58;-
07.05.2021 16:00:56;13,93;6,25;-;10,59;13,68;-
07.05.2021 17:00:56;13,20;4,47;-;11,17;14,07;-
07.05.2021 18:00:56;16,00;4,04;-;11,62;14,15;-
07.05.2021 19:00:56;16,33;3,66;-;13,02;16,08;-
07.05.2021 20:00:56;20,93;3,50;-;15,77;18,62;-
07.05.2021 21:00:56;20,73;3,59;-;21,48;24,50;-
07.05.2021 22:00:56;31,73;3,01;-;26,24;29,06;-
07.05.2021 23:00:56;43,19;2,71;-;54,14;63,38;-
08.05.2021 00:00:56;60,20;3,23;-;58,44;65,51;-
08.05.2021 01:00:56;61,70;4,77;-;45,43;50,10;-
08.05.2021 02:00:56;43,40;5,24;-;55,30;63,51;-
08.05.2021 03:00:56;47,88;5,47;-;47,15;55,57;-
08.05.2021 04:00:56;31,47;4,87;-;27,86;31,02;-
08.05.2021 05:00:56;23,93;3,98;-;24,53;27,79;-
08.05.2021 06:00:56;26,90;5,02;-;44,20;64,57;-
08.05.2021 07:00:56;82,59;5,20;-;40,37;65,83;-
08.05.2021 08:00:56;90,41;5,69;-;37,43;64,80;-
08.05.2021 09:00:56;89,34;5,92;-;45,49;79,00;-
08.05.2021 10:00:56;188,18;5,67;-;46,40;86,56;-
08.05.2021 11:00:56;115,37;5,32;-;36,36;46,54;-
08.05.2021 12:00:56;49,21;5,09;-;22,92;26,83;-
08.05.2021 13:00:56;37,60;5,80;-;20,41;23,44;-
08.05.2021 14:00:56;31,74;6,29;-;17,57;20,67;-
08.05.2021 15:00:56;28,13;5,26;-;16,92;19,72;-
08.05.2021 16:00:56;31,65;4,99;-;19,96;23,10;-
08.05.2021 17:00:56;54,93;6,05;-;16,83;19,71;-
08.05.2021 18:00:56;53,01;6,08;-;15,17;18,59;-
08.05.2021 19:00:56;39,07;5,99;-;15,64;18,55;-
08.05.2021 20:00:56;40,13;7,21;-;23,00;26,21;-
08.05.2021 21:00:56;41,87;6,42;-;19,53;22,71;-
08.05.2021 22:00:56;40,07;5,75;-;18,53;21,70;-
08.05.2021 23:00:56;40,27;5,64;-;17,28;20,35;-
09.05.2021 00:00:56;31,83;5,32;-;21,14;24,62;-
09.05.2021 01:00:56;56,90;4,07;-;32,64;37,31;-
09.05.2021 02:00:56;40,34;4,36;-;34,47;37,76;-
09.05.2021 03:00:56;29,48;4,54;-;12,31;14,89;-
09.05.2021 04:00:56;8,20;5,28;-;9,20;11,66;-
09.05.2021 05:00:56;11,33;5,02;-;12,53;15,39;-
09.05.2021 06:00:56;15,80;4,51;-;13,92;16,42;-
09.05.2021 07:00:56;14,52;3,82;-;21,68;25,39;-
09.05.2021 08:00:56;35,47;4,07;-;25,19;29,86;-
09.05.2021 09:00:56;27,54;4,12;-;12,77;16,22;-
09.05.2021 10:00:56;20,47;3,90;-;10,86;13,84;-
09.05.2021 11:00:56;13,33;3,61;-;8,95;12,02;-
09.05.2021 12:00:56;18,40;3,85;-;12,14;15,35;-
09.05.2021 13:00:56;24,00;4,21;-;14,25;17,08;-
09.05.2021 14:00:56;24,20;4,53;-;8,55;11,63;-
09.05.2021 15:00:56;26,14;4,62;-;8,06;11,36;-
09.05.2021 16:00:56;13,87;4,58;-;8,52;11,91;-
09.05.2021 17:00:56;11,93;4,67;-;7,32;10,38;-
09.05.2021 18:00:56;10,93;5,35;-;6,66;9,72;-
09.05.2021 19:00:56;9,74;5,62;-;8,17;10,40;-
09.05.2021 20:00:56;5,93;5,34;-;12,55;14,92;-
09.05.2021 21:00:56;5,13;5,13;-;14,09;16,70;-
09.05.2021 22:00:56;7,20;4,96;-;24,56;27,49;-
09.05.2021 23:00:56;10,07;4,41;-;21,45;24,33;-
10.05.2021 00:00:56;11,00;3,46;-;34,66;38,14;-
10.05.2021 01:00:56;10,94;5,42;-;14,31;17,29;-
10.05.2021 02:00:56;9,74;5,11;-;8,94;11,53;-
10.05.2021 03:00:56;5,93;3,74;-;6,97;10,31;-
10.05.2021 04:00:56;5,13;4,46;-;6,21;8,58;-
10.05.2021 05:00:56;7,00;5,23;-;5,33;8,34;-
10.05.2021 06:00:56;6,87;4,02;-;7,25;10,48;-
10.05.2021 07:00:56;5,26;4,15;-;26,27;30,76;-
10.05.2021 08:00:56;9,13;3,34;-;19,36;22,54;-
10.05.2021 09:00:56;11,00;4,05;-;11,66;14,40;-
10.05.2021 10:00:56;11,33;3,64;-;8,83;11,54;-
10.05.2021 11:00:56;16,13;3,74;-;6,92;9,95;-
10.05.2021 12:00:56;18,13;5,33;-;8,05;10,68;-
10.05.2021 13:00:56;20,20;5,88;-;6,92;9,48;-
10.05.2021 14:00:56;22,54;6,60;-;7,40;10,23;-
10.05.2021 15:00:56;16,33;6,97;-;7,17;10,35;-
10.05.2021 16:00:56;20,93;7,06;-;8,84;11,73;-
10.05.2021 17:00:56;19,41;7,00;-;7,49;10,11;-
10.05.2021 18:00:56;11,00;6,71;-;8,31;11,78;-
10.05.2021 19:00:56;10,80;6,63;-;7,50;10,56;-
10.05.2021 20:00:56;-;-;-;-;-;-
10.05.2021 21:00:56;-;-;-;-;-;-
10.05.2021 22:00:56;-;-;-;-;-;-
10.05.2021 23:00:56;-;-;-;-;-;-
11.05.2021 00:00:56;-;-;-;-;-;-
11.05.2021 01:00:56;-;-;-;-;-;-
11.05.2021 02:00:56;-;-;-;-;-;-
11.05.2021 03:00:56;-;-;-;-;-;-
11.05.2021 04:00:56;-;-;-;-;-;-
11.05.2021 05:00:56;-;-;-;-;-;-
11.05.2021 06:00:56;-;-;-;-;-;-
11.05.2021 07:00:56;-;-;-;-;-;-
11.05.2021 08:00:56;-;-;-;-;-;-
11.05.2021 09:00:56;-;-;-;-;-;-
11.05.2021 10:00:56;-;-;-;-;-;-
11.05.2021 11:00:56;-;-;-;-;-;-
11.05.2021 12:00:56;-;-;-;-;-;-
11.05.2021 13:00:56;-;-;-;-;-;-
11.05.2021 14:00:56;-;-;-;-;-;-
11.05.2021 15:00:56;24,54;8,55;-;9,21;12,19;-
11.05.2021 16:00:56;18,40;8,58;-;9,71;12,78;-
11.05.2021 17:00:56;23,60;8,73;-;10,56;13,51;-
11.05.2021 18:00:56;18,13;8,90;-;11,24;13,91;-
11.05.2021 19:00:56;19,74;8,78;-;11,35;14,19;-
11.05.2021 20:00:56;16,46;8,34;-;12,87;15,58;-
11.05.2021 21:00:56;23,86;8,10;-;26,19;29,08;-
11.05.2021 22:00:56;36,07;7,79;-;30,30;33,01;-
11.05.2021 23:00:56;37,26;7,67;-;42,52;46,75;-
12.05.2021 00:00:56;42,38;8,03;-;59,75;80,90;-
12.05.2021 01:00:56;61,42;5,40;-;63,81;101,42;-
12.05.2021 02:00:56;52,67;5,40;-;63,54;87,79;-
12.05.2021 03:00:56;46,02;5,03;-;40,27;44,57;-
12.05.2021 04:00:56;18,13;4,89;-;24,92;28,03;-
12.05.2021 05:00:56;19,34;3,35;-;15,16;17,32;-
12.05.2021 06:00:56;10,07;2,35;-;15,14;17,22;-
12.05.2021 07:00:56;12,52;2,05;-;29,76;37,66;-
12.05.2021 08:00:56;35,65;2,64;-;40,54;51,95;-
12.05.2021 09:00:56;58,87;4,12;-;38,84;44,70;-
12.05.2021 10:00:56;55,94;4,86;-;29,17;33,37;-
12.05.2021 11:00:56;39,88;5,16;-;13,79;16,49;-
12.05.2021 12:00:56;24,20;5,38;-;11,06;14,21;-
12.05.2021 13:00:56;26,14;6,05;-;9,75;12,91;-
12.05.2021 14:00:56;14,53;6,58;-;9,84;12,67;-
12.05.2021 15:00:56;21,21;6,22;-;10,55;13,75;-
12.05.2021 16:00:56;9,93;5,16;-;11,00;13,79;-
12.05.2021 17:00:56;9,07;5,29;-;10,25;12,79;-
12.05.2021 18:00:56;10,59;5,04;-;10,85;13,76;-
12.05.2021 19:00:56;18,60;5,93;-;12,08;15,20;-
12.05.2021 20:00:56;12,93;6,99;-;11,48;14,12;-
12.05.2021 21:00:56;11,80;6,79;-;8,57;11,59;-
12.05.2021 22:00:56;9,00;6,81;-;7,77;10,66;-
12.05.2021 23:00:56;9,20;5,91;-;8,96;12,34;-
13.05.2021 00:00:56;12,07;5,21;-;14,70;17,73;-
13.05.2021 01:00:56;12,87;4,55;-;11,71;14,58;-
13.05.2021 02:00:56;10,60;4,79;-;11,63;14,36;-
13.05.2021 03:00:56;4,93;4,16;-;10,97;13,59;-
13.05.2021 04:00:56;4,13;4,05;-;10,17;12,78;-
13.05.2021 05:00:56;7,19;4,25;-;17,56;20,43;-
13.05.2021 06:00:56;23,60;3,65;-;15,44;18,59;-
13.05.2021 07:00:56;18,73;2,90;-;20,58;24,70;-
13.05.2021 08:00:56;29,59;3,96;-;25,59;30,59;-
13.05.2021 09:00:56;38,40;4,71;-;27,77;33,58;-
13.05.2021 10:00:56;42,48;4,57;-;18,84;22,27;-
13.05.2021 11:00:56;20,54;4,91;-;10,40;12,89;-
13.05.2021 12:00:56;13,87;6,02;-;8,09;10,47;-
13.05.2021 13:00:56;11,80;6,50;-;6,61;9,08;-
13.05.2021 14:00:56;9,07;6,09;-;7,54;10,19;-
13.05.2021 15:00:56;10,40;5,08;-;7,11;9,43;-
13.05.2021 16:00:56;16,59;4,48;-;6,97;9,83;-
13.05.2021 17:00:56;25,40;4,93;-;6,20;9,41;-
13.05.2021 18:00:56;30,80;4,60;-;6,75;9,99;-
13.05.2021 19:00:56;27,80;5,35;-;7,68;10,47;-
13.05.2021 20:00:56;24,74;6,24;-;8,64;11,73;-
13.05.2021 21:00:56;20,54;6,42;-;8,27;11,07;-
13.05.2021 22:00:56;13,93;5,87;-;8,06;11,16;-
13.05.2021 23:00:56;13,00;5,12;-;9,84;12,49;-
14.05.2021 00:00:56;13,20;4,19;-;10,92;13,83;-
14.05.2021 01:00:56;16,52;3,71;-;27,68;30,86;-
14.05.2021 02:00:56;24,26;3,47;-;29,64;32,72;-
14.05.2021 03:00:56;27,74;3,24;-;25,26;28,77;-
14.05.2021 04:00:56;23,47;3,94;-;12,30;15,11;-
14.05.2021 05:00:56;15,67;3,49;-;9,59;12,68;-
14.05.2021 06:00:56;11,00;3,46;-;11,57;14,75;-
14.05.2021 07:00:56;12,06;3,10;-;14,40;18,13;-
14.05.2021 08:00:56;28,12;3,66;-;13,85;17,68;-
14.05.2021 09:00:56;43,47;4,10;-;15,49;19,61;-
14.05.2021 10:00:56;37,32;4,03;-;17,21;20,94;-
14.05.2021 11:00:56;54,15;4,05;-;9,61;13,13;-
14.05.2021 12:00:56;27,54;5,16;-;7,91;10,49;-
14.05.2021 13:00:56;21,33;5,94;-;7,30;10,44;-
14.05.2021 14:00:56;25,14;4,43;-;7,29;10,29;-
14.05.2021 15:00:56;13,00;3,58;-;6,97;10,37;-
14.05.2021 16:00:56;12,87;3,53;-;6,04;9,56;-
14.05.2021 17:00:56;10,93;3,08;-;6,35;8,96;-
14.05.2021 18:00:56;10,13;4,14;-;7,61;10,13;-
14.05.2021 19:00:56;12,00;4,70;-;6,72;9,74;-
14.05.2021 20:00:56;11,87;5,78;-;8,50;11,58;-
14.05.2021 21:00:56;9,93;6,08;-;9,81;12,81;-
14.05.2021 22:00:56;8,93;5,71;-;8,71;11,39;-
14.05.2021 23:00:56;8,13;6,03;-;7,78;10,44;-
15.05.2021 00:00:56;10,13;5,68;-;10,55;13,88;-
15.05.2021 01:00:56;12,66;3,97;-;12,09;15,05;-
15.05.2021 02:00:56;23,11;3,57;-;22,06;24,75;-
15.05.2021 03:00:56;38,21;3,64;-;23,94;27,24;-
15.05.2021 04:00:56;27,46;3,79;-;27,03;30,28;-
15.05.2021 05:00:56;33,80;3,61;-;23,62;26,71;-
15.05.2021 06:00:56;30,41;3,57;-;18,39;21,35;-
15.05.2021 07:00:56;22,39;3,88;-;17,09;20,70;-
15.05.2021 08:00:56;27,54;3,39;-;17,60;21,31;-
15.05.2021 09:00:56;21,13;3,66;-;12,55;15,67;-
15.05.2021 10:00:56;22,61;3,39;-;10,08;13,17;-
15.05.2021 11:00:56;17,00;3,61;-;9,08;11,87;-
15.05.2021 12:00:56;16,93;5,33;-;8,11;10,94;-
15.05.2021 13:00:56;16,13;5,47;-;8,26;11,14;-
15.05.2021 14:00:56;17,54;5,36;-;7,94;10,82;-
15.05.2021 15:00:56;11,13;5,36;-;7,25;10,28;-
15.05.2021 16:00:56;12,87;4,44;-;7,97;10,99;-
15.05.2021 17:00:56;10,80;3,60;-;8,17;11,02;-
15.05.2021 18:00:56;8,79;3,37;-;8,65;11,11;-
15.05.2021 19:00:56;19,08;4,25;-;9,65;12,56;-
15.05.2021 20:00:56;6,26;5,01;-;8,67;11,75;-
15.05.2021 21:00:56;10,26;6,08;-;16,10;20,63;-
15.05.2021 22:00:56;14,79;6,53;-;14,04;16,70;-
15.05.2021 23:00:56;25,54;6,07;-;16,97;19,63;-
16.05.2021 00:00:56;19,00;6,18;-;17,16;20,04;-
16.05.2021 01:00:56;18,41;5,41;-;14,01;17,06;-
16.05.2021 02:00:56;11,57;5,65;-;23,60;26,22;-
16.05.2021 03:00:56;33,61;5,30;-;20,25;23,10;-
16.05.2021 04:00:56;27,87;5,41;-;13,77;16,90;-
16.05.2021 05:00:56;25,74;5,42;-;11,98;15,18;-
16.05.2021 06:00:56;21,80;5,11;-;10,72;13,84;-
16.05.2021 07:00:56;18,48;5,04;-;9,56;12,20;-
16.05.2021 08:00:56;11,39;4,87;-;8,97;11,82;-
16.05.2021 09:00:56;17,07;4,75;-;8,79;12,08;-
16.05.2021 10:00:56;17,15;5,48;-;6,77;9,88;-
16.05.2021 11:00:56;5,00;6,69;-;5,89;9,18;-
16.05.2021 12:00:56;5,33;7,45;-;6,29;9,47;-
16.05.2021 13:00:56;10,39;7,46;-;6,68;9,96;-
16.05.2021 14:00:56;15,54;7,21;-;6,46;9,06;-
16.05.2021 15:00:56;9,79;7,08;-;7,30;9,70;-
16.05.2021 16:00:56;21,52;7,59;-;6,76;9,23;-
16.05.2021 17:00:56;28,34;7,32;-;6,28;8,84;-
16.05.2021 18:00:56;20,24;7,17;-;6,32;9,34;-
16.05.2021 19:00:56;37,74;7,04;-;8,91;11,69;-
16.05.2021 20:00:56;93,32;0,10;-;9,05;11,97;-
16.05.2021 21:00:56;-;1,06;-;11,02;13,48;-
16.05.2021 22:00:56;16,91;1,35;-;10,34;12,65;-
16.05.2021 23:00:56;0,06;1,79;-;5,92;8,92;-
17.05.2021 00:00:56;1,23;2,14;-;11,29;13,52;-
17.05.2021 01:00:56;5,24;4,58;-;13,12;16,54;-
17.05.2021 02:00:56;8,94;5,24;-;6,29;9,38;-
17.05.2021 03:00:56;7,70;5,79;-;5,97;8,97;-
17.05.2021 04:00:56;2,94;5,63;-;5,86;8,61;-
17.05.2021 05:00:56;2,18;5,16;-;11,61;14,61;-
17.05.2021 06:00:56;5,00;4,26;-;12,89;15,90;-
17.05.2021 07:00:56;5,12;3,85;-;12,13;15,37;-
17.05.2021 08:00:56;7,84;3,33;-;21,62;26,01;-
17.05.2021 09:00:56;21,60;3,71;-;23,10;27,50;-
17.05.2021 10:00:56;30,41;4,16;-;15,38;18,93;-
17.05.2021 11:00:56;24,17;3,90;-;12,38;15,55;-
17.05.2021 12:00:56;25,58;3,67;-;11,19;14,15;-
17.05.2021 13:00:56;20,83;3,44;-;9,73;12,86;-
17.05.2021 14:00:56;19,00;3,58;-;9,04;12,28;-
17.05.2021 15:00:56;19,00;3,43;-;9,98;12,66;-
17.05.2021 16:00:56;19,08;2,72;-;9,59;12,42;-
17.05.2021 17:00:56;20,08;2,99;-;10,27;13,21;-
17.05.2021 18:00:56;21,42;2,97;-;12,20;14,50;-
17.05.2021 19:00:56;26,08;3,29;-;13,93;16,80;-
17.05.2021 20:00:56;27,17;3,93;-;19,87;22,89;-
17.05.2021 21:00:56;29,33;3,48;-;38,41;41,34;-
17.05.2021 22:00:56;33,17;4,11;-;54,51;58,87;-
17.05.2021 23:00:56;36,25;4,37;-;63,82;73,11;-
18.05.2021 00:00:56;48,76;4,46;-;60,51;67,02;-
18.05.2021 01:00:56;33,69;3,99;-;37,64;40,34;-
18.05.2021 02:00:56;18,83;4,46;-;22,91;25,58;-
18.05.2021 03:00:56;15,83;4,43;-;14,12;17,55;-
18.05.2021 04:00:56;3,25;4,96;-;11,63;14,22;-
18.05.2021 05:00:56;7,08;4,79;-;16,70;19,63;-
18.05.2021 06:00:56;20,83;3,65;-;27,41;31,13;-
18.05.2021 07:00:56;41,67;4,73;-;39,83;46,69;-
18.05.2021 08:00:56;52,08;5,31;-;40,33;48,18;-
18.05.2021 09:00:56;81,58;4,90;-;33,45;38,51;-
18.05.2021 10:00:56;32,33;4,62;-;22,34;26,02;-
18.05.2021 11:00:56;25,00;3,94;-;14,44;17,03;-
18.05.2021 12:00:56;24,92;3,47;-;11,92;14,90;-
18.05.2021 13:00:56;23,75;3,29;-;9,51;12,74;-
18.05.2021 14:00:56;21,00;2,80;-;10,47;13,34;-
18.05.2021 15:00:56;20,83;1,85;-;11,27;14,39;-
18.05.2021 16:00:56;19,25;1,74;-;14,41;17,84;-
18.05.2021 17:00:56;22,75;2,34;-;13,70;17,32;-
18.05.2021 18:00:56;29,58;2,72;-;19,30;22,76;-
18.05.2021 19:00:56;14,35;1,99;-;23,05;26,46;-
18.05.2021 20:00:56;18,25;3,23;-;21,89;24,65;-
18.05.2021 21:00:56;20,50;3,71;-;20,99;24,14;-
18.05.2021 22:00:56;15,25;3,83;-;19,77;23,29;-
18.05.2021 23:00:56;17,08;3,64;-;14,00;16,81;-
19.05.2021 00:00:56;6,92;3,40;-;10,50;13,10;-
19.05.2021 01:00:56;6,08;5,07;-;10,64;12,87;-
19.05.2021 02:00:56;7,33;5,69;-;9,73;12,69;-
19.05.2021 03:00:56;11,00;6,21;-;10,73;13,78;-
19.05.2021 04:00:56;12,33;6,43;-;12,77;15,55;-
19.05.2021 05:00:56;26,17;5,02;-;12,10;14,54;-
19.05.2021 06:00:56;16,42;4,72;-;9,22;11,63;-
19.05.2021 07:00:56;11,25;4,81;-;33,67;45,79;-
19.05.2021 08:00:56;24,42;5,83;-;19,17;21,95;-
19.05.2021 09:00:56;18,42;5,99;-;25,61;29,50;-
19.05.2021 10:00:56;23,42;5,70;-;17,06;20,28;-
19.05.2021 11:00:56;28,00;5,44;-;13,41;16,44;-
19.05.2021 12:00:56;27,58;5,68;-;11,12;13,90;-
19.05.2021 13:00:56;23,25;4,93;-;11,13;14,18;-
19.05.2021 14:00:56;25,92;4,35;-;11,01;14,29;-
19.05.2021 15:00:56;25,25;4,49;-;11,41;14,04;-
19.05.2021 16:00:56;28,25;4,42;-;10,64;13,76;-
19.05.2021 17:00:56;30,67;3,95;-;10,91;14,16;-
19.05.2021 18:00:56;27,00;4,27;-;10,95;13,67;-
19.05.2021 19:00:56;26,75;4,48;-;14,25;17,12;-
19.05.2021 20:00:56;24,67;4,68;-;20,20;22,91;-
19.05.2021 21:00:56;34,08;5,20;-;37,96;40,63;-
19.05.2021 22:00:56;62,00;5,53;-;55,97;63,44;-
19.05.2021 23:00:56;113,17;5,75;-;60,99;67,29;-
20.05.2021 00:00:56;72,66;5,82;-;67,35;87,07;-
20.05.2021 01:00:56;90,92;5,67;-;67,73;102,59;-
20.05.2021 02:00:56;85,83;5,06;-;52,27;63,25;-
20.05.2021 03:00:56;39,42;5,04;-;34,22;37,36;-
20.05.2021 04:00:56;32,00;5,34;-;23,48;26,72;-
20.05.2021 05:00:56;20,75;5,01;-;21,60;24,74;-
20.05.2021 06:00:56;18,75;4,88;-;19,21;21,79;-
20.05.2021 07:00:56;27,42;4,80;-;27,85;31,73;-
20.05.2021 08:00:56;33,42;5,12;-;41,56;49,80;-
20.05.2021 09:00:56;48,50;5,16;-;34,55;39,31;-
20.05.2021 10:00:56;42,50;5,03;-;26,52;29,93;-
20.05.2021 11:00:56;37,75;4,12;-;18,51;21,29;-
20.05.2021 12:00:56;44,83;2,88;-;15,07;17,71;-
20.05.2021 13:00:56;33,00;3,13;-;14,47;17,32;-
20.05.2021 14:00:56;43,58;3,31;-;13,56;16,04;-
20.05.2021 15:00:56;39,42;2,34;-;14,63;17,56;-
20.05.2021 16:00:56;43,42;4,20;-;12,66;15,98;-
20.05.2021 17:00:56;37,08;2,33;-;14,26;17,51;-
20.05.2021 18:00:56;38,25;2,86;-;15,71;18,84;-
20.05.2021 19:00:56;41,50;3,95;-;21,91;24,76;-
20.05.2021 20:00:56;48,67;4,87;-;35,95;39,44;-
20.05.2021 21:00:56;64,25;5,68;-;50,88;55,76;-
20.05.2021 22:00:56;32,92;5,91;-;41,50;44,77;-
20.05.2021 23:00:56;21,42;6,17;-;35,90;39,05;-
21.05.2021 00:00:56;27,08;5,62;-;26,90;29,81;-
21.05.2021 01:00:56;36,79;5,66;-;19,24;22,19;-
21.05.2021 02:00:56;12,33;6,03;-;18,51;21,44;-
21.05.2021 03:00:56;16,42;6,04;-;25,22;28,59;-
21.05.2021 04:00:56;20,50;6,33;-;19,79;22,69;-
21.05.2021 05:00:56;15,00;5,87;-;17,14;20,15;-
21.05.2021 06:00:56;14,83;5,56;-;13,25;16,50;-
21.05.2021 07:00:56;14,42;6,31;-;29,65;38,67;-
21.05.2021 08:00:56;31,58;6,58;-;38,24;48,93;-
21.05.2021 09:00:56;49,17;5,98;-;34,10;40,72;-
21.05.2021 10:00:56;49,92;5,97;-;17,17;20,94;-
21.05.2021 11:00:56;39,92;5,61;-;12,72;15,93;-
21.05.2021 12:00:56;63,08;4,54;-;10,56;13,78;-
21.05.2021 13:00:56;94,00;4,43;-;12,01;15,30;-
21.05.2021 14:00:56;175,17;4,37;-;12,39;16,79;-
21.05.2021 15:00:56;100,92;4,18;-;12,53;16,03;-
21.05.2021 16:00:56;105,25;4,20;-;13,09;15,95;-
21.05.2021 17:00:56;41,92;3,97;-;12,43;15,48;-
